gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000015854,MFAP2,400.0808751,0.592348912,1.50711805,0.003029907,0.253904492
ENSCAFG00000023496,ZBTB34,431.8083906,-0.168170095,0.135352445,0.003101735,0.253904492
ENSCAFG00000023855,NA,67.41715021,0.599991948,1.565643615,0.003045415,0.253904492
ENSCAFG00000037114,NA,205.3668624,0.15803271,0.153233848,0.003047153,0.253904492
ENSCAFG00000018288,NA,143.2865861,0.579282626,1.498621113,0.003141246,0.254588396
ENSCAFG00000023300,NA,19.38622688,-0.366900282,0.912316306,0.003148951,0.254588396
ENSCAFG00000002573,SSC5D,122.5700843,0.421805455,1.050552062,0.003200422,0.257358669
ENSCAFG00000007512,C26H12orf65,288.9712883,-0.170490782,0.129555568,0.003242403,0.257539736
ENSCAFG00000018930,GIT1,1385.388805,-0.148545403,0.17034367,0.003255956,0.257539736
ENSCAFG00000020216,NR6A1,175.2925601,-0.166417588,0.371303149,0.003273328,0.257539736
ENSCAFG00000036912,NA,12.79983595,-0.330579561,0.834369273,0.003261498,0.257539736
ENSCAFG00000041355,NA,72.7333104,0.36423645,0.919282717,0.003288767,0.257539736
ENSCAFG00000008716,MTHFD2,2356.23911,0.154379627,0.152023136,0.003355534,0.261399588
ENSCAFG00000013473,FRMD5,39.47077207,-0.306482708,0.787299603,0.003423425,0.262585476
ENSCAFG00000015635,NA,1190.65895,0.170399662,0.1267456,0.003422802,0.262585476
ENSCAFG00000017871,FAT2,34.09287348,0.314695566,0.807053714,0.003410607,0.262585476
ENSCAFG00000032054,NA,10.63305689,-0.304475994,0.784332697,0.003451334,0.263375531
ENSCAFG00000019116,MAMLD1,112.0968509,0.334607008,0.863819,0.003492208,0.265141872
ENSCAFG00000011816,DGKD,1239.938477,0.145465548,0.287544221,0.003518594,0.265419901
ENSCAFG00000030862,COMMD4,1309.158587,0.164016239,0.13408589,0.003531361,0.265419901
ENSCAFG00000016286,DNAJB1,1630.330207,0.146577667,0.163687472,0.003561974,0.26638219
ENSCAFG00000009602,NA,3554.208113,-0.14581571,0.160721002,0.003713506,0.27633287
ENSCAFG00000047314,NA,184.7088736,0.140152596,0.177677281,0.003757412,0.278215906
ENSCAFG00000048867,NA,3.532397534,-0.403687525,1.071590519,0.003797629,0.279808589
ENSCAFG00000000567,PABPC1,74054.63548,-0.143509347,0.160253599,0.003923651,0.283622002
ENSCAFG00000010445,FNDC5,57.58011705,0.360982434,0.971031147,0.003944198,0.283622002
ENSCAFG00000025131,NA,140.2183106,-0.490133354,1.374368004,0.003939528,0.283622002
ENSCAFG00000029745,NRTN,20.33055643,0.451143849,1.225677556,0.003926249,0.283622002
ENSCAFG00000031922,GPX3,23.97685801,0.359179796,0.960712151,0.003882337,0.283622002
ENSCAFG00000046255,ZC3H7B,2779.240965,-0.140893494,0.165307414,0.003985609,0.285228495
ENSCAFG00000012908,THEM4,1942.693017,-0.142303118,0.310963058,0.004071277,0.289971887
ENSCAFG00000044021,NA,8.025613055,0.421936547,1.158444207,0.004092745,0.290119378
ENSCAFG00000001049,PMM1,593.594997,-0.136211031,0.286143612,0.004255149,0.292706501
ENSCAFG00000007498,EIF2S2,10739.15308,0.169797341,0.107716458,0.004266231,0.292706501
ENSCAFG00000008573,SLA2,28.04460753,-0.302383621,0.832767023,0.004200746,0.292706501
ENSCAFG00000010144,ELK4,1168.450122,-0.159860976,0.401452368,0.00425486,0.292706501
ENSCAFG00000010639,RESF1,2478.369312,-0.298441097,0.824566789,0.004239311,0.292706501
ENSCAFG00000014546,HTRA3,112.6922877,0.417807345,1.16665222,0.004256238,0.292706501
ENSCAFG00000019847,SARS1,3917.560718,0.163283664,0.125847052,0.004251114,0.292706501
ENSCAFG00000019293,TLE2,319.6406842,0.400230574,1.11955237,0.00431889,0.294966401
ENSCAFG00000039583,NA,31.42188399,-0.267564188,0.746809885,0.004370508,0.297134952
ENSCAFG00000047522,NA,1037.156987,0.147493482,0.142775085,0.00447376,0.30277839
ENSCAFG00000000423,RMND1,415.3521255,-0.157646285,0.12800062,0.004729034,0.303571487
ENSCAFG00000002180,SEMA4D,3172.937459,-0.389666961,1.120473025,0.004621334,0.303571487
ENSCAFG00000007237,TMEM41B,748.4416291,0.141246794,0.150058433,0.004614816,0.303571487
ENSCAFG00000008556,USB1,511.9485924,0.149779169,0.138092641,0.004622347,0.303571487
ENSCAFG00000009552,IMPG2,35.61749283,-0.213308506,0.602778941,0.004669931,0.303571487
ENSCAFG00000010321,PPFIA4,129.3465125,0.275105761,0.789237565,0.004725141,0.303571487
ENSCAFG00000010871,LRP5,1052.715874,0.263372264,0.748068075,0.004599054,0.303571487
ENSCAFG00000010949,SLC37A2,1649.31324,0.368701305,1.064167531,0.004719031,0.303571487
ENSCAFG00000013167,AKAP6,131.0713875,-0.378438388,1.074191135,0.004516034,0.303571487
ENSCAFG00000013168,CTSW,158.198123,-0.293072771,0.836360287,0.00464974,0.303571487
ENSCAFG00000017901,NA,2015.41124,-0.127093604,0.205184311,0.004647506,0.303571487
ENSCAFG00000030884,COA8,769.457425,-0.129705588,0.183808087,0.0046095,0.303571487
ENSCAFG00000005109,CXCR4,450.1450597,-0.403205083,1.188177725,0.004791664,0.305128677
ENSCAFG00000046442,NA,4029.216046,-0.149918965,0.136123728,0.004794092,0.305128677
ENSCAFG00000007580,LYVE1,147.9730249,0.384144551,1.132778142,0.004892987,0.308794982
ENSCAFG00000020023,PHYHD1,63.73288934,-0.133211532,0.308168485,0.004886855,0.308794982
ENSCAFG00000028875,CD248,295.4699683,0.420524552,1.314223277,0.004991457,0.312673832
ENSCAFG00000030758,NA,88.35756441,-0.214489705,0.622568504,0.005017164,0.312673832
ENSCAFG00000045053,NA,50.19311443,0.219972869,0.63904588,0.005002644,0.312673832
ENSCAFG00000024066,GSTA4,754.3434222,-0.128353543,0.286284716,0.005053818,0.313651294
ENSCAFG00000009823,IGSF9B,29.04285018,-0.399986536,1.242681695,0.005205951,0.314460612
ENSCAFG00000010833,NKD2,21.37273946,0.370697114,1.123684685,0.005235053,0.314460612
ENSCAFG00000018739,RANBP3,2749.511262,0.161545985,0.097181866,0.005223179,0.314460612
ENSCAFG00000019475,NDOR1,1428.942984,-0.164096184,0.110243874,0.005158291,0.314460612
ENSCAFG00000019683,SNAPC4,1101.991025,-0.148896331,0.13385583,0.005158644,0.314460612
ENSCAFG00000022713,MT-ND1,98813.27761,-0.1432696,0.373710824,0.005177665,0.314460612
ENSCAFG00000026350,NA,4.073460408,-0.198606791,0.580660808,0.005224982,0.314460612
ENSCAFG00000031026,FOXI3,20.54108886,0.366873688,1.096952941,0.005111056,0.314460612
ENSCAFG00000000451,LGR5,79.59723056,0.393692393,1.224157655,0.005275203,0.31560483
ENSCAFG00000003236,INPP5B,1216.618286,-0.129558729,0.309639024,0.005321465,0.317104165
ENSCAFG00000006556,APAF1,477.3845973,-0.127357781,0.163926128,0.005436254,0.320118297
ENSCAFG00000008770,TMEM116,24.72591723,-0.308638723,0.931783265,0.005403036,0.320118297
ENSCAFG00000017319,ACP5,9.052750877,0.281154064,0.847583788,0.005421099,0.320118297
ENSCAFG00000020121,ABCA4,13.78615763,0.29104913,0.881020072,0.005468711,0.320766724
ENSCAFG00000020362,HSD11B2,27.4569245,0.288069127,0.874053786,0.005507252,0.321765485
ENSCAFG00000048401,NA,216.4890241,-0.161781269,0.464079302,0.005540859,0.32246935
ENSCAFG00000005275,TMC8,248.6465725,-0.368094724,1.153394505,0.005570369,0.322930273
ENSCAFG00000004082,ABTB1,34.6989566,-0.19142715,0.572066254,0.005602899,0.323562036
ENSCAFG00000000995,SEPTIN3,21.32163949,0.315175716,0.983152043,0.005836402,0.329249685
ENSCAFG00000005874,MAP4K1,1236.537899,-0.357554391,1.136570291,0.005793712,0.329249685
ENSCAFG00000016590,FBXO2,299.8862513,0.367262833,1.188157359,0.005835006,0.329249685
ENSCAFG00000017085,RAD23A,6174.981938,0.146906105,0.130363332,0.00587542,0.329249685
ENSCAFG00000025991,NA,21.43769219,-0.127067995,0.315559083,0.005747844,0.329249685
ENSCAFG00000044594,NA,64.67596082,0.320711126,1.005218582,0.005877493,0.329249685
ENSCAFG00000045548,NA,7.448352371,0.264427262,0.818993275,0.005857447,0.329249685
ENSCAFG00000048254,NA,146.224887,0.281007926,0.866673612,0.005762698,0.329249685
ENSCAFG00000004142,SKIDA1,109.1452742,-0.2613614,0.815375019,0.005978512,0.332418586
ENSCAFG00000020094,FAM102A,479.0957202,-0.172223769,0.518025383,0.005956923,0.332418586
ENSCAFG00000006181,ATL2,959.9328386,0.121974146,0.16626596,0.006027131,0.333880713
ENSCAFG00000019478,TMEM203,156.3229154,-0.157571902,0.115599335,0.006051145,0.333974081
ENSCAFG00000019060,ABR,8528.033727,-0.121762062,0.164712043,0.006126837,0.335674339
ENSCAFG00000030010,NA,110.1060123,-0.117626028,0.266288633,0.006113594,0.335674339
ENSCAFG00000022735,MT-ND4,96272.92765,-0.130744523,0.355577817,0.006228039,0.33997365
ENSCAFG00000001577,CEP78,572.9901904,-0.115242424,0.188825611,0.00630625,0.34051476
ENSCAFG00000005828,NA,26.84124521,0.141241836,0.407051475,0.006287915,0.34051476
ENSCAFG00000031564,NUDT4,991.3865147,-0.114639465,0.196393103,0.006278138,0.34051476
ENSCAFG00000043918,NA,8.104722304,-0.203863667,0.641974947,0.00632921,0.340525179
ENSCAFG00000019630,RHBDL1,38.08054071,-0.14766128,0.437016097,0.006363737,0.34115562
ENSCAFG00000001021,JADE2,2462.716943,-0.148851283,0.444500689,0.006441534,0.342868408
ENSCAFG00000010957,KLHL42,1036.207331,-0.118189004,0.169173698,0.006439947,0.342868408
ENSCAFG00000019963,FNBP1,1190.222941,-0.13935158,0.406342989,0.006516041,0.345604332
ENSCAFG00000002179,SEM1,6606.83552,-0.114852636,0.268438139,0.006564537,0.346946201
ENSCAFG00000038477,NA,11.16201418,0.171591845,0.537678282,0.006598709,0.347524251
ENSCAFG00000005122,ST6GALNAC2,64.91056902,0.230046569,0.74748041,0.006758245,0.349256082
ENSCAFG00000011524,PTPRU,96.75885971,0.261442339,0.858970481,0.006841748,0.349256082
ENSCAFG00000016208,TBC1D1,4224.155122,0.114011181,0.275839306,0.006830843,0.349256082
ENSCAFG00000016947,FAM117A,829.834719,-0.164626547,0.516081215,0.006736869,0.349256082
