gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000002782,NA,11.41782629,1.738138977,2.389714537,0.000577743,0.116510363
ENSCAFG00000008544,NA,246.6201614,1.736088309,2.093351434,0.000484414,0.109285998
ENSCAFG00000002432,CNTFR,83.52283863,1.639410759,0.933931355,4.90E-05,0.029732702
ENSCAFG00000014717,RLBP1,41.04541417,1.60136387,1.866778359,0.000459388,0.109285998
ENSCAFG00000010910,RAPSN,61.2314501,1.541242818,2.261582005,0.000706847,0.124380185
ENSCAFG00000019841,PPP2R5E,230.4681325,1.473357549,1.326504071,0.000210051,0.073502317
ENSCAFG00000000865,HDAC10,91.35767944,1.42015635,2.026716656,NA,NA
ENSCAFG00000011665,STAB1,183.948938,1.412810006,2.153033434,0.00080538,0.137645603
ENSCAFG00000003366,IL11,44.69941694,1.392749353,1.994845476,0.000743489,0.129306641
ENSCAFG00000031968,NA,15.43070414,1.379803232,1.681967288,0.000511468,0.109285998
ENSCAFG00000045994,NA,1263.849106,1.341387982,2.412301027,0.000864369,0.143648468
ENSCAFG00000009993,PDE6C,795.8128408,1.303469789,2.191418578,0.000952404,0.149662948
ENSCAFG00000016192,TSTD1,290.5036152,1.297199688,1.705733593,0.00062167,0.120230614
ENSCAFG00000024903,FGF18,759.1848911,1.282559843,1.86725844,NA,NA
ENSCAFG00000004911,NA,404.6655813,1.260749967,2.094505176,NA,NA
ENSCAFG00000003981,MINDY4,86.40526435,1.241212851,2.138090795,0.00102843,0.153650825
ENSCAFG00000012619,PPRC1,177.2853562,1.240545845,2.338013896,NA,NA
ENSCAFG00000016718,NA,114.1500869,1.226555149,2.258953211,NA,NA
ENSCAFG00000012098,LGI3,26.43457934,1.145668614,1.799857638,0.000960732,0.149662948
ENSCAFG00000018339,NA,134.0511701,1.128713614,1.474731685,0.000592016,0.116510363
ENSCAFG00000031912,RFX2,15.99164714,1.112728104,1.648239647,0.000839772,0.141128875
ENSCAFG00000015756,NA,111.827165,1.094845524,1.847593718,0.001122101,0.154675708
ENSCAFG00000017712,TSPAN15,120.4147418,1.08346854,1.841747176,NA,NA
ENSCAFG00000009404,TRIM23,114.1905576,1.0669617,1.465032149,0.000674189,0.123288936
ENSCAFG00000011504,CCDC32,768.5138562,1.05464751,2.207922534,NA,NA
ENSCAFG00000032120,DHRS13,428.4863242,1.001847098,1.8212,0.001332248,0.163331433
ENSCAFG00000004611,KASH5,112.8347853,0.967114148,1.497304958,0.000931671,0.149662948
ENSCAFG00000011180,PRKG2,325.577668,0.960492702,2.020313521,0.001527581,0.176069224
ENSCAFG00000006550,IL17RC,11.91903295,0.946359034,1.399048404,0.000809842,0.137645603
ENSCAFG00000014067,TRAV29DV5,406.4220404,0.94504259,1.634113105,0.001236292,0.159407128
ENSCAFG00000014474,KIRREL1,1006.864135,0.904282848,2.01791074,0.001630238,0.179290227
ENSCAFG00000014847,NA,135.0266218,0.893171844,1.722036797,NA,NA
ENSCAFG00000031727,LGALS9,149.0140276,0.891431689,1.576790652,0.001313412,0.162352973
ENSCAFG00000019014,MAST3,128.8330748,0.85715315,1.423564755,0.001111348,0.154675708
ENSCAFG00000007249,PHOX2A,80.23211958,0.83812982,1.485819887,NA,NA
ENSCAFG00000014957,CPNE6,250.6556711,0.815828365,1.864361668,0.001956979,0.197773847
ENSCAFG00000014323,RNF123,1055.266323,0.811730654,1.746949922,0.001935438,0.197773847
ENSCAFG00000015799,FURIN,31.89900642,0.811062529,1.687150207,NA,NA
ENSCAFG00000010473,CP,1567.975345,0.793213513,1.046814339,0.000508417,0.109285998
ENSCAFG00000010102,TEAD1,76.53401871,0.725979158,1.665707378,0.002281072,0.214893635
ENSCAFG00000029203,TNMD,228.7631319,0.717690702,0.628828147,9.19E-05,0.050931412
ENSCAFG00000018203,NA,7.664369665,0.713644511,1.293955238,0.001380655,0.167120335
ENSCAFG00000013728,SYNM,210.6366693,0.708873043,1.343777248,0.001565635,0.176069224
ENSCAFG00000031675,NA,312.5628631,0.682066765,1.378008078,0.00185079,0.196235631
ENSCAFG00000043116,SPATA2L,49.17969823,0.670188405,0.938775167,0.000568479,0.116475913
ENSCAFG00000001289,ATAD2,212.6816882,0.666260277,1.658068909,0.002630854,0.233066489
ENSCAFG00000017746,FAM187A,207.2896462,0.656890297,1.437482268,NA,NA
ENSCAFG00000038961,AURKAIP1,32.15838687,0.651951853,1.255385791,0.001616787,0.179290227
ENSCAFG00000023691,UNC5A,190.5946705,0.641288106,1.554225044,NA,NA
ENSCAFG00000019451,ABHD8,3061.914569,0.635611645,1.426493195,NA,NA
ENSCAFG00000017365,CDC42EP2,17.19353106,0.604213406,1.400870885,0.002590571,0.232018954
