,ensembl_gene_id,Hugo_Symbol
18824,ENSCAFG00000030461,ZNF354C
18825,ENSCAFG00000030462,NA
18826,ENSCAFG00000030464,NHEJ1
18827,ENSCAFG00000030465,FTH1
18828,ENSCAFG00000030466,NA
18829,ENSCAFG00000030468,NA
18830,ENSCAFG00000030470,NA
18831,ENSCAFG00000030472,NRXN3
18832,ENSCAFG00000030473,TGIF2
18833,ENSCAFG00000030475,NA
18834,ENSCAFG00000030477,NA
18835,ENSCAFG00000030478,ABCF1
18836,ENSCAFG00000030481,NA
18837,ENSCAFG00000030482,NA
18838,ENSCAFG00000030485,YIF1A
18839,ENSCAFG00000030488,NA
18840,ENSCAFG00000030491,NA
18841,ENSCAFG00000030493,ARFRP1
18842,ENSCAFG00000030496,FHAD1
18843,ENSCAFG00000030501,NA
18844,ENSCAFG00000030502,NA
18845,ENSCAFG00000030504,ZNF133
18846,ENSCAFG00000030507,H2AC11
18847,ENSCAFG00000030509,NA
18848,ENSCAFG00000030510,NA
18849,ENSCAFG00000030513,NA
18850,ENSCAFG00000030514,TRAM1L1
18851,ENSCAFG00000030515,YPEL2
18852,ENSCAFG00000030518,NA
18853,ENSCAFG00000030519,OR5B2B
18854,ENSCAFG00000030521,RPS19BP1
18855,ENSCAFG00000030524,NA
18856,ENSCAFG00000030526,C7H1orf74
18857,ENSCAFG00000030528,CHRAC1
18858,ENSCAFG00000030530,GOLPH3L
18859,ENSCAFG00000030531,LLPH
18860,ENSCAFG00000030532,OR10A5D
18861,ENSCAFG00000030533,OR4D2
18862,ENSCAFG00000030534,NA
18863,ENSCAFG00000030535,C15H12orf73
18864,ENSCAFG00000030536,C9orf50
18865,ENSCAFG00000030537,HSPB8
18866,ENSCAFG00000030541,PDZRN3
18867,ENSCAFG00000030542,FEN1
18868,ENSCAFG00000030544,NA
18869,ENSCAFG00000030545,NA
18870,ENSCAFG00000030547,TRIR
18871,ENSCAFG00000030549,OR7C1B
18872,ENSCAFG00000030550,RWDD2A
18873,ENSCAFG00000030552,NA
18874,ENSCAFG00000030556,NA
18875,ENSCAFG00000030563,OR2D3
18876,ENSCAFG00000030565,DUSP5
18877,ENSCAFG00000030566,PDCL
18878,ENSCAFG00000030568,NA
18879,ENSCAFG00000030569,SDF2
18880,ENSCAFG00000030570,H2BC9
18881,ENSCAFG00000030571,NA
18882,ENSCAFG00000030573,NNMT
18883,ENSCAFG00000030575,ZNF570
18884,ENSCAFG00000030578,NA
18885,ENSCAFG00000030579,OSER1
18886,ENSCAFG00000030583,OR2A7
18887,ENSCAFG00000030584,ZNF782
18888,ENSCAFG00000030585,NA
18889,ENSCAFG00000030589,HYKK
18890,ENSCAFG00000030590,NA
18891,ENSCAFG00000030591,NA
18892,ENSCAFG00000030592,NA
18893,ENSCAFG00000030597,NA
18894,ENSCAFG00000030599,NFKBIL1
18895,ENSCAFG00000030600,MED18
18896,ENSCAFG00000030603,NA
18897,ENSCAFG00000030606,OR13F1
18898,ENSCAFG00000030608,NA
18899,ENSCAFG00000030609,NA
18900,ENSCAFG00000030610,NA
18901,ENSCAFG00000030611,MZT1
18902,ENSCAFG00000030613,TRAPPC14
18903,ENSCAFG00000030614,GATAD1
18904,ENSCAFG00000030615,NA
18905,ENSCAFG00000030617,NXPH3
18906,ENSCAFG00000030619,DSTN
18907,ENSCAFG00000030620,TIMM9
18908,ENSCAFG00000030622,MYCBP
18909,ENSCAFG00000030623,LAYN
18910,ENSCAFG00000030624,CMTM4
18911,ENSCAFG00000030625,NA
18912,ENSCAFG00000030627,MDFIC2
18913,ENSCAFG00000030630,FCN1
18914,ENSCAFG00000030633,NA
18915,ENSCAFG00000030635,NA
18916,ENSCAFG00000030636,NA
18917,ENSCAFG00000030637,NA
18918,ENSCAFG00000030640,PID1
18919,ENSCAFG00000030643,NA
18920,ENSCAFG00000030644,ODF1
18921,ENSCAFG00000030645,NA
18922,ENSCAFG00000030646,OR2L3B
18923,ENSCAFG00000030647,POLR3GL
18924,ENSCAFG00000030648,NA
18925,ENSCAFG00000030649,C11H5orf63
18926,ENSCAFG00000030650,NA
18927,ENSCAFG00000030651,SPRY3
18928,ENSCAFG00000030653,NA
18929,ENSCAFG00000030654,CHSY3
18930,ENSCAFG00000030655,NA
18931,ENSCAFG00000030661,TTC33
18932,ENSCAFG00000030663,NA
18933,ENSCAFG00000030666,NA
18934,ENSCAFG00000030667,NA
18935,ENSCAFG00000030668,NA
18936,ENSCAFG00000030669,NA
18937,ENSCAFG00000030671,NA
18938,ENSCAFG00000030673,OR7A54
18939,ENSCAFG00000030675,NA
18940,ENSCAFG00000030679,NA
18941,ENSCAFG00000030681,NA
18942,ENSCAFG00000030685,NA
18943,ENSCAFG00000030689,ADPRS
18944,ENSCAFG00000030690,ZBED2
18945,ENSCAFG00000030691,ARHGAP8
18946,ENSCAFG00000030693,KIAA0040
18947,ENSCAFG00000030694,TMEM38A
18948,ENSCAFG00000030696,H4C8
18949,ENSCAFG00000030697,NA
18950,ENSCAFG00000030698,IL22RA1
18951,ENSCAFG00000030699,ZNF593
18952,ENSCAFG00000030700,NA
18953,ENSCAFG00000030701,ZNF322
18954,ENSCAFG00000030702,GABRB3
18955,ENSCAFG00000030703,UBE2N
18956,ENSCAFG00000030705,TUBGCP2
18957,ENSCAFG00000030707,UBE2U
18958,ENSCAFG00000030708,NA
18959,ENSCAFG00000030711,NA
18960,ENSCAFG00000030713,BTBD19
18961,ENSCAFG00000030716,GIMD1
18962,ENSCAFG00000030718,NA
18963,ENSCAFG00000030720,QPRT
18964,ENSCAFG00000030721,COL10A1
18965,ENSCAFG00000030722,NA
18966,ENSCAFG00000030723,NA
18967,ENSCAFG00000030724,NA
18968,ENSCAFG00000030725,PSMB9
18969,ENSCAFG00000030726,TEX38
18970,ENSCAFG00000030729,NA
18971,ENSCAFG00000030731,H2BC18
18972,ENSCAFG00000030732,ZNF543
18973,ENSCAFG00000030733,NA
18974,ENSCAFG00000030737,ERICH4
18975,ENSCAFG00000030738,MEIG1
18976,ENSCAFG00000030740,NA
18977,ENSCAFG00000030741,OR8G5
18978,ENSCAFG00000030742,NA
18979,ENSCAFG00000030743,OR4C3
18980,ENSCAFG00000030744,LRRC46
18981,ENSCAFG00000030745,SRSF12
18982,ENSCAFG00000030746,NA
18983,ENSCAFG00000030747,RGS19
18984,ENSCAFG00000030748,BTBD3
18985,ENSCAFG00000030749,FDPS
18986,ENSCAFG00000030751,ZCRB1
18987,ENSCAFG00000030752,FLYWCH2
18988,ENSCAFG00000030753,C32H4orf54
18989,ENSCAFG00000030754,NA
18990,ENSCAFG00000030756,PRSS54
18991,ENSCAFG00000030757,ZNF774
18992,ENSCAFG00000030758,NA
18993,ENSCAFG00000030759,TMEM207
18994,ENSCAFG00000030760,NA
18995,ENSCAFG00000030761,ZNF835
18996,ENSCAFG00000030762,STARD4
18997,ENSCAFG00000030763,FAM210B
18998,ENSCAFG00000030764,SLC25A29
18999,ENSCAFG00000030765,IKZF5
19000,ENSCAFG00000030766,MSMP
19001,ENSCAFG00000030769,SLC35F6
19002,ENSCAFG00000030770,NA
19003,ENSCAFG00000030771,LCLAT1
19004,ENSCAFG00000030772,PALB2
19005,ENSCAFG00000030774,NA
19006,ENSCAFG00000030775,NA
19007,ENSCAFG00000030778,C17H1orf68
19008,ENSCAFG00000030782,BBIP1
19009,ENSCAFG00000030784,LAD1
19010,ENSCAFG00000030791,TSTD3
19011,ENSCAFG00000030792,CA13
19012,ENSCAFG00000030793,NA
19013,ENSCAFG00000030797,OR52L2
19014,ENSCAFG00000030798,NA
19015,ENSCAFG00000030799,ZNF250
19016,ENSCAFG00000030801,IKZF4
19017,ENSCAFG00000030804,RNLS
19018,ENSCAFG00000030811,OR10G9C
19019,ENSCAFG00000030812,MRPL51
19020,ENSCAFG00000030814,DOC2B
19021,ENSCAFG00000030815,PCDHB6
19022,ENSCAFG00000030816,TBC1D20
19023,ENSCAFG00000030817,NA
19024,ENSCAFG00000030818,OR4N2B
19025,ENSCAFG00000030819,NA
19026,ENSCAFG00000030821,NA
19027,ENSCAFG00000030822,NA
19028,ENSCAFG00000030823,POMGNT2
19029,ENSCAFG00000030825,H4C4
19030,ENSCAFG00000030826,GCSAM
19031,ENSCAFG00000030829,NA
19032,ENSCAFG00000030830,AOC2
19033,ENSCAFG00000030831,NA
19034,ENSCAFG00000030832,TDRD15
19035,ENSCAFG00000030834,OR4C12C
19036,ENSCAFG00000030835,CCDC167
19037,ENSCAFG00000030837,OR6C2H
19038,ENSCAFG00000030838,PTGES
19039,ENSCAFG00000030842,NA
19040,ENSCAFG00000030843,INSIG2
19041,ENSCAFG00000030844,NA
19042,ENSCAFG00000030846,CREG2
19043,ENSCAFG00000030847,PXDC1
19044,ENSCAFG00000030848,NMB
19045,ENSCAFG00000030850,C15H1orf185
19046,ENSCAFG00000030851,HLF
19047,ENSCAFG00000030853,NA
19048,ENSCAFG00000030854,NA
19049,ENSCAFG00000030857,LRRC63
19050,ENSCAFG00000030858,NA
19051,ENSCAFG00000030859,NA
19052,ENSCAFG00000030862,COMMD4
19053,ENSCAFG00000030864,NA
19054,ENSCAFG00000030867,HPCAL4
19055,ENSCAFG00000030869,OR5P4
19056,ENSCAFG00000030873,NA
19057,ENSCAFG00000030875,NA
19058,ENSCAFG00000030878,ZNF35
19059,ENSCAFG00000030879,OR2A14
19060,ENSCAFG00000030882,TRAT1
19061,ENSCAFG00000030883,NME6
19062,ENSCAFG00000030884,COA8
19063,ENSCAFG00000030885,BMT2
19064,ENSCAFG00000030889,ZBTB47
19065,ENSCAFG00000030892,PERP
19066,ENSCAFG00000030893,ZNF502
19067,ENSCAFG00000030894,NA
19068,ENSCAFG00000030895,CA10
19069,ENSCAFG00000030896,RPS23
19070,ENSCAFG00000030897,RABIF
19071,ENSCAFG00000030899,ZFP62
19072,ENSCAFG00000030900,NA
19073,ENSCAFG00000030902,TRIM59
19074,ENSCAFG00000030906,RALA
19075,ENSCAFG00000030907,NA
19076,ENSCAFG00000030909,C23H3orf33
19077,ENSCAFG00000030910,NEU2
19078,ENSCAFG00000030912,NA
19079,ENSCAFG00000030913,TMEM126A
19080,ENSCAFG00000030916,OR2A25
19081,ENSCAFG00000030919,NCR3
19082,ENSCAFG00000030920,NA
19083,ENSCAFG00000030921,ATP5MK
19084,ENSCAFG00000030922,NA
19085,ENSCAFG00000030923,NA
19086,ENSCAFG00000030924,NA
19087,ENSCAFG00000030925,NA
19088,ENSCAFG00000030926,GIPC2
19089,ENSCAFG00000030927,NFE2
19090,ENSCAFG00000030931,LIF
19091,ENSCAFG00000030932,TMEM218
19092,ENSCAFG00000030934,NA
19093,ENSCAFG00000030936,NA
19094,ENSCAFG00000030937,NA
19095,ENSCAFG00000030938,NA
19096,ENSCAFG00000030940,NA
19097,ENSCAFG00000030944,NA
19098,ENSCAFG00000030946,BRCC3
19099,ENSCAFG00000030949,NA
19100,ENSCAFG00000030952,NA
19101,ENSCAFG00000030954,NA
19102,ENSCAFG00000030959,NA
19103,ENSCAFG00000030960,NA
19104,ENSCAFG00000030966,CCR6
19105,ENSCAFG00000030967,COX14
19106,ENSCAFG00000030969,RTN4RL2
19107,ENSCAFG00000030970,OR2A5
19108,ENSCAFG00000030972,GYPC
19109,ENSCAFG00000030973,NA
19110,ENSCAFG00000030974,NA
19111,ENSCAFG00000030976,NA
19112,ENSCAFG00000030977,ZNF789
19113,ENSCAFG00000030978,THAP7
19114,ENSCAFG00000030979,NA
19115,ENSCAFG00000030981,NA
19116,ENSCAFG00000030982,TSNAX
19117,ENSCAFG00000030984,DUSP22
19118,ENSCAFG00000030985,POPDC2
19119,ENSCAFG00000030987,NA
19120,ENSCAFG00000030988,NA
19121,ENSCAFG00000030990,INSYN1
19122,ENSCAFG00000030994,NA
19123,ENSCAFG00000030995,NA
19124,ENSCAFG00000030997,CCDC3
19125,ENSCAFG00000030998,OR5J2
19126,ENSCAFG00000031000,ZNF354A
19127,ENSCAFG00000031001,NA
19128,ENSCAFG00000031002,NA
19129,ENSCAFG00000031003,NA
19130,ENSCAFG00000031005,TSLP
19131,ENSCAFG00000031007,SNX16
19132,ENSCAFG00000031008,PPP1R17
19133,ENSCAFG00000031010,DCAF8
19134,ENSCAFG00000031011,NA
19135,ENSCAFG00000031013,SAMSN1
19136,ENSCAFG00000031014,FAM180A
19137,ENSCAFG00000031015,YWHAH
19138,ENSCAFG00000031016,NA
19139,ENSCAFG00000031017,SMIM33
19140,ENSCAFG00000031019,NA
19141,ENSCAFG00000031020,CDC26
19142,ENSCAFG00000031021,PIGB
19143,ENSCAFG00000031022,NA
19144,ENSCAFG00000031023,NA
19145,ENSCAFG00000031025,DAZAP2
19146,ENSCAFG00000031026,FOXI3
19147,ENSCAFG00000031027,NA
19148,ENSCAFG00000031029,HRAS
19149,ENSCAFG00000031031,DUSP15
19150,ENSCAFG00000031032,NA
19151,ENSCAFG00000031033,EMP1
19152,ENSCAFG00000031035,NA
19153,ENSCAFG00000031036,E2F3
19154,ENSCAFG00000031037,NA
19155,ENSCAFG00000031038,METTL7B
19156,ENSCAFG00000031039,NA
19157,ENSCAFG00000031040,NA
19158,ENSCAFG00000031041,UBE2D2
19159,ENSCAFG00000031042,PLAGL2
19160,ENSCAFG00000031043,MLNR
19161,ENSCAFG00000031047,NA
19162,ENSCAFG00000031048,ZNF84
19163,ENSCAFG00000031051,TMEM69
19164,ENSCAFG00000031056,MANEA
19165,ENSCAFG00000031058,NA
19166,ENSCAFG00000031059,SPDYC
19167,ENSCAFG00000031060,LYRM1
19168,ENSCAFG00000031062,NA
19169,ENSCAFG00000031063,SBK3
19170,ENSCAFG00000031067,TMEM267
19171,ENSCAFG00000031068,NA
19172,ENSCAFG00000031070,NA
19173,ENSCAFG00000031071,SCYGR8
19174,ENSCAFG00000031073,NKX1-1
19175,ENSCAFG00000031076,NA
19176,ENSCAFG00000031077,OR13F1B
19177,ENSCAFG00000031079,ZFP36L2
19178,ENSCAFG00000031080,OR5L1
19179,ENSCAFG00000031082,TEPP
19180,ENSCAFG00000031083,RGS8
19181,ENSCAFG00000031084,ZFP2
19182,ENSCAFG00000031085,NA
19183,ENSCAFG00000031086,OR52E8C
19184,ENSCAFG00000031088,OR1AB3
19185,ENSCAFG00000031090,NA
19186,ENSCAFG00000031092,NA
19187,ENSCAFG00000031093,OR2AG2
19188,ENSCAFG00000031097,ZNF79
19189,ENSCAFG00000031099,STUB1
19190,ENSCAFG00000031101,CD48
19191,ENSCAFG00000031103,NA
19192,ENSCAFG00000031104,CX3CR1
19193,ENSCAFG00000031107,TEX22
19194,ENSCAFG00000031108,COLEC10
19195,ENSCAFG00000031109,NA
19196,ENSCAFG00000031110,COA1
19197,ENSCAFG00000031111,EFCAB11
19198,ENSCAFG00000031112,NA
19199,ENSCAFG00000031114,NA
19200,ENSCAFG00000031117,NA
19201,ENSCAFG00000031118,NA
19202,ENSCAFG00000031119,NA
19203,ENSCAFG00000031120,ERMN
19204,ENSCAFG00000031123,NA
19205,ENSCAFG00000031124,APH1B
19206,ENSCAFG00000031125,NA
19207,ENSCAFG00000031126,HSPA13
19208,ENSCAFG00000031128,B4GALT3
19209,ENSCAFG00000031129,TOMM5
19210,ENSCAFG00000031132,TIMM8B
19211,ENSCAFG00000031133,HSBP1L1
19212,ENSCAFG00000031134,OR2L5
19213,ENSCAFG00000031138,NA
19214,ENSCAFG00000031140,NA
19215,ENSCAFG00000031142,FAM222B
19216,ENSCAFG00000031143,OR10J2
19217,ENSCAFG00000031144,NA
19218,ENSCAFG00000031145,SPINK8
19219,ENSCAFG00000031147,NA
19220,ENSCAFG00000031148,GLYCTK
19221,ENSCAFG00000031149,LAX1
19222,ENSCAFG00000031150,PAIP2
19223,ENSCAFG00000031151,NA
19224,ENSCAFG00000031154,MYORG
19225,ENSCAFG00000031156,TMEM171
19226,ENSCAFG00000031157,GP6
19227,ENSCAFG00000031158,EPDR1
19228,ENSCAFG00000031160,NA
19229,ENSCAFG00000031161,NA
19230,ENSCAFG00000031163,OR5J1
19231,ENSCAFG00000031164,SNTN
19232,ENSCAFG00000031166,NA
19233,ENSCAFG00000031168,ZNF454
19234,ENSCAFG00000031169,GID4
19235,ENSCAFG00000031172,CADM4
19236,ENSCAFG00000031173,OR4P6
19237,ENSCAFG00000031174,PPBP
19238,ENSCAFG00000031175,DCTD
19239,ENSCAFG00000031177,ST6GALNAC6
19240,ENSCAFG00000031179,NA
19241,ENSCAFG00000031182,MRPL14
19242,ENSCAFG00000031184,NA
19243,ENSCAFG00000031185,PFN4
19244,ENSCAFG00000031186,NA
19245,ENSCAFG00000031187,FGF12
19246,ENSCAFG00000031188,NA
19247,ENSCAFG00000031192,EFNB3
19248,ENSCAFG00000031193,SERTAD4
19249,ENSCAFG00000031195,PEDS1
19250,ENSCAFG00000031198,SH2B2
19251,ENSCAFG00000031200,NA
19252,ENSCAFG00000031202,NA
19253,ENSCAFG00000031203,ZCCHC10
19254,ENSCAFG00000031204,RGS10
19255,ENSCAFG00000031207,NA
19256,ENSCAFG00000031208,GUCA1ANB
19257,ENSCAFG00000031210,OAF
19258,ENSCAFG00000031211,MANSC1
19259,ENSCAFG00000031213,NA
19260,ENSCAFG00000031214,NA
19261,ENSCAFG00000031215,DIPK2B
19262,ENSCAFG00000031216,NA
19263,ENSCAFG00000031221,NA
19264,ENSCAFG00000031222,NA
19265,ENSCAFG00000031225,PCP4L1
19266,ENSCAFG00000031226,NA
19267,ENSCAFG00000031230,CAAP1
19268,ENSCAFG00000031231,NA
19269,ENSCAFG00000031233,IL1F10
19270,ENSCAFG00000031234,KY
19271,ENSCAFG00000031236,NA
19272,ENSCAFG00000031237,CXXC4
19273,ENSCAFG00000031238,NA
19274,ENSCAFG00000031240,OR2D3G
19275,ENSCAFG00000031241,LRRC55
19276,ENSCAFG00000031242,NA
19277,ENSCAFG00000031243,NA
19278,ENSCAFG00000031244,NA
19279,ENSCAFG00000031245,NA
19280,ENSCAFG00000031246,UGT1A6
19281,ENSCAFG00000031250,KRT14
19282,ENSCAFG00000031251,DDA1
19283,ENSCAFG00000031252,ZNF252
19284,ENSCAFG00000031253,NA
19285,ENSCAFG00000031255,NA
19286,ENSCAFG00000031256,OR7A63
19287,ENSCAFG00000031257,GPR83
19288,ENSCAFG00000031259,NA
19289,ENSCAFG00000031260,NA
19290,ENSCAFG00000031261,NA
19291,ENSCAFG00000031262,NA
19292,ENSCAFG00000031264,CYYR1
19293,ENSCAFG00000031268,NA
19294,ENSCAFG00000031270,UQCC2
19295,ENSCAFG00000031273,NA
19296,ENSCAFG00000031276,NA
19297,ENSCAFG00000031277,TTC16
19298,ENSCAFG00000031278,NA
19299,ENSCAFG00000031280,KCNJ8
19300,ENSCAFG00000031283,ZNF134
19301,ENSCAFG00000031285,NA
19302,ENSCAFG00000031286,NA
19303,ENSCAFG00000031289,ZNF285
19304,ENSCAFG00000031290,C1QA
19305,ENSCAFG00000031291,NA
19306,ENSCAFG00000031292,NKX1-2
19307,ENSCAFG00000031294,MIEF1
19308,ENSCAFG00000031295,NA
19309,ENSCAFG00000031296,ZNF583
19310,ENSCAFG00000031297,OR56A3D
19311,ENSCAFG00000031298,ZKSCAN1
19312,ENSCAFG00000031300,MAGIX
19313,ENSCAFG00000031304,NA
19314,ENSCAFG00000031307,ZC3H12B
19315,ENSCAFG00000031309,NA
19316,ENSCAFG00000031311,NA
19317,ENSCAFG00000031312,TNP2
19318,ENSCAFG00000031314,CAPNS1
19319,ENSCAFG00000031315,LRRC3
19320,ENSCAFG00000031316,NKX2-4
19321,ENSCAFG00000031318,P3H3
19322,ENSCAFG00000031319,TMEM236
19323,ENSCAFG00000031320,UBE2E2
19324,ENSCAFG00000031321,WNT6
19325,ENSCAFG00000031322,PDXK
19326,ENSCAFG00000031324,NA
19327,ENSCAFG00000031326,CEBPB
19328,ENSCAFG00000031329,NA
19329,ENSCAFG00000031330,HOPX
19330,ENSCAFG00000031331,OCIAD2
19331,ENSCAFG00000031333,NA
19332,ENSCAFG00000031335,NA
19333,ENSCAFG00000031336,MED21
19334,ENSCAFG00000031337,NA
19335,ENSCAFG00000031339,TMEM86A
19336,ENSCAFG00000031341,PLSCR5
19337,ENSCAFG00000031344,NA
19338,ENSCAFG00000031345,HOXD1
19339,ENSCAFG00000031346,RHOU
19340,ENSCAFG00000031348,PTX4
19341,ENSCAFG00000031349,NA
19342,ENSCAFG00000031350,SYCE3
19343,ENSCAFG00000031351,OR6C35
19344,ENSCAFG00000031352,OR8G3
19345,ENSCAFG00000031353,BST2
19346,ENSCAFG00000031354,NA
19347,ENSCAFG00000031355,NA
19348,ENSCAFG00000031358,TMEM31
19349,ENSCAFG00000031359,TRBV25-1
19350,ENSCAFG00000031360,NA
19351,ENSCAFG00000031362,OR6C85
19352,ENSCAFG00000031363,OR7A23
19353,ENSCAFG00000031365,NA
19354,ENSCAFG00000031366,NA
19355,ENSCAFG00000031368,SPINK6
19356,ENSCAFG00000031369,NA
19357,ENSCAFG00000031370,NA
19358,ENSCAFG00000031371,PYGO2
19359,ENSCAFG00000031374,OR4A15
19360,ENSCAFG00000031375,NA
19361,ENSCAFG00000031378,NA
19362,ENSCAFG00000031380,C1QTNF7
19363,ENSCAFG00000031381,SARAF
19364,ENSCAFG00000031382,PMEPA1
19365,ENSCAFG00000031385,ZNF555
19366,ENSCAFG00000031386,NA
19367,ENSCAFG00000031387,NA
19368,ENSCAFG00000031390,MPZL1
19369,ENSCAFG00000031394,NA
19370,ENSCAFG00000031395,NA
19371,ENSCAFG00000031398,DUSP13
19372,ENSCAFG00000031403,NA
19373,ENSCAFG00000031405,NA
19374,ENSCAFG00000031407,OR10A5
19375,ENSCAFG00000031408,CFAP299
19376,ENSCAFG00000031409,TMEM176A
19377,ENSCAFG00000031410,STYX
19378,ENSCAFG00000031412,SPACA7
19379,ENSCAFG00000031415,NA
19380,ENSCAFG00000031417,NA
19381,ENSCAFG00000031418,NA
19382,ENSCAFG00000031420,NOP10
19383,ENSCAFG00000031422,NA
19384,ENSCAFG00000031424,RAP2A
19385,ENSCAFG00000031425,PRPSAP1
19386,ENSCAFG00000031426,PIH1D2
19387,ENSCAFG00000031427,NA
19388,ENSCAFG00000031429,GNA14
19389,ENSCAFG00000031430,NA
19390,ENSCAFG00000031432,SNORC
19391,ENSCAFG00000031434,MRPL18
19392,ENSCAFG00000031437,NA
19393,ENSCAFG00000031438,NA
19394,ENSCAFG00000031439,OR14J1
19395,ENSCAFG00000031441,WNT9A
19396,ENSCAFG00000031442,FAM237B
19397,ENSCAFG00000031443,EREG
19398,ENSCAFG00000031445,NA
19399,ENSCAFG00000031447,VAMP3
19400,ENSCAFG00000031449,UBE2I
19401,ENSCAFG00000031450,NA
19402,ENSCAFG00000031451,NA
19403,ENSCAFG00000031452,NA
19404,ENSCAFG00000031453,OR8G6
19405,ENSCAFG00000031454,NA
19406,ENSCAFG00000031455,GABARAPL2
19407,ENSCAFG00000031458,NA
19408,ENSCAFG00000031460,ICAM1
19409,ENSCAFG00000031463,NA
19410,ENSCAFG00000031466,CRCT1
19411,ENSCAFG00000031467,NA
19412,ENSCAFG00000031469,NA
19413,ENSCAFG00000031471,NA
19414,ENSCAFG00000031476,NA
19415,ENSCAFG00000031477,NA
19416,ENSCAFG00000031478,NA
19417,ENSCAFG00000031480,RWDD1
19418,ENSCAFG00000031481,NA
19419,ENSCAFG00000031485,C17orf113
19420,ENSCAFG00000031487,NA
19421,ENSCAFG00000031491,NA
19422,ENSCAFG00000031492,MRPL21
19423,ENSCAFG00000031494,H2BC8
19424,ENSCAFG00000031495,ZNF461
19425,ENSCAFG00000031497,BMP2
19426,ENSCAFG00000031499,GLIS3
19427,ENSCAFG00000031501,C30H15orf48
19428,ENSCAFG00000031502,NA
19429,ENSCAFG00000031504,UBAP1L
19430,ENSCAFG00000031506,NA
19431,ENSCAFG00000031511,NA
19432,ENSCAFG00000031516,TIMM22
19433,ENSCAFG00000031517,NA
19434,ENSCAFG00000031519,EXOC1L
19435,ENSCAFG00000031521,CROCC2
19436,ENSCAFG00000031522,MAP2K7
19437,ENSCAFG00000031524,LEPROT
19438,ENSCAFG00000031525,ZNF630
19439,ENSCAFG00000031526,PSMG4
19440,ENSCAFG00000031529,CLEC2D
19441,ENSCAFG00000031530,EGR4
19442,ENSCAFG00000031531,NA
19443,ENSCAFG00000031532,NA
19444,ENSCAFG00000031533,OR4D6
19445,ENSCAFG00000031536,LDLRAD4
19446,ENSCAFG00000031537,NA
19447,ENSCAFG00000031538,INPP1
19448,ENSCAFG00000031540,SPATS1
19449,ENSCAFG00000031541,PRELID2
19450,ENSCAFG00000031542,SFR1
19451,ENSCAFG00000031543,NA
19452,ENSCAFG00000031546,PIK3C2A
19453,ENSCAFG00000031547,TMED3
19454,ENSCAFG00000031548,PLA2G12B
19455,ENSCAFG00000031549,SRP19
19456,ENSCAFG00000031550,MPLKIP
19457,ENSCAFG00000031552,ERF
19458,ENSCAFG00000031555,NA
19459,ENSCAFG00000031556,MBD6
19460,ENSCAFG00000031560,NA
19461,ENSCAFG00000031562,ZPR1
19462,ENSCAFG00000031563,GFY
19463,ENSCAFG00000031564,NUDT4
19464,ENSCAFG00000031569,NA
19465,ENSCAFG00000031572,INKA1
19466,ENSCAFG00000031573,NA
19467,ENSCAFG00000031574,ANKRD65
19468,ENSCAFG00000031575,NA
19469,ENSCAFG00000031576,PARD6A
19470,ENSCAFG00000031578,OR2T4D
19471,ENSCAFG00000031579,NA
19472,ENSCAFG00000031580,CLYBL
19473,ENSCAFG00000031581,NA
19474,ENSCAFG00000031582,EHF
19475,ENSCAFG00000031583,NA
19476,ENSCAFG00000031585,ZNF34
19477,ENSCAFG00000031586,LGALSL
19478,ENSCAFG00000031587,NA
19479,ENSCAFG00000031588,NA
19480,ENSCAFG00000031590,SPINK14
19481,ENSCAFG00000031591,NA
19482,ENSCAFG00000031593,PRCD
19483,ENSCAFG00000031594,OR4D11
19484,ENSCAFG00000031595,VGLL4
19485,ENSCAFG00000031598,RXFP3
19486,ENSCAFG00000031599,NA
19487,ENSCAFG00000031600,OR6C38
19488,ENSCAFG00000031602,XAF1
19489,ENSCAFG00000031603,ZGLP1
19490,ENSCAFG00000031605,NA
19491,ENSCAFG00000031607,TRMT10C
19492,ENSCAFG00000031608,NUDT2
19493,ENSCAFG00000031609,NA
19494,ENSCAFG00000031611,EFCAB8
19495,ENSCAFG00000031613,ITPA
19496,ENSCAFG00000031614,IFIT3
19497,ENSCAFG00000031615,PTCRA
19498,ENSCAFG00000031617,OR2AH1B
19499,ENSCAFG00000031621,ZNF596
19500,ENSCAFG00000031622,ORMDL3
19501,ENSCAFG00000031623,DDX43
19502,ENSCAFG00000031624,ZNF529
19503,ENSCAFG00000031626,TLCD2
19504,ENSCAFG00000031627,FAM163B
19505,ENSCAFG00000031628,NA
19506,ENSCAFG00000031629,NPS
19507,ENSCAFG00000031630,GNG4
19508,ENSCAFG00000031631,MARCHF9
19509,ENSCAFG00000031637,NA
19510,ENSCAFG00000031639,NA
19511,ENSCAFG00000031640,GNG2
19512,ENSCAFG00000031642,NA
19513,ENSCAFG00000031643,NA
19514,ENSCAFG00000031644,FBXL7
19515,ENSCAFG00000031648,NA
19516,ENSCAFG00000031650,NA
19517,ENSCAFG00000031651,CRYGA
19518,ENSCAFG00000031652,SDC2
19519,ENSCAFG00000031654,ZSCAN22
19520,ENSCAFG00000031655,PRSS8
19521,ENSCAFG00000031656,NA
19522,ENSCAFG00000031660,SLC39A3
19523,ENSCAFG00000031661,NA
19524,ENSCAFG00000031663,NA
19525,ENSCAFG00000031664,KCNT2
19526,ENSCAFG00000031666,CLSTN3
19527,ENSCAFG00000031667,ADH4
19528,ENSCAFG00000031669,CNRIP1
