gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,source_file
ENSCAFG00000011417,,1000.412505,-0.000709549,0.036172914,0.807574881,0.999985748,kc.like
ENSCAFG00000011421,LMNTD1,11.13031741,0.000571856,0.050144943,0.810567436,0.999985748,kc.like
ENSCAFG00000011422,HELZ,1188.953734,0.001287992,0.034249646,0.687342293,0.999985748,kc.like
ENSCAFG00000011426,PTGIS,3032.587191,-0.003085644,0.085721962,0.371138749,0.999985748,kc.like
ENSCAFG00000011427,ACIN1,6882.318251,0.000831476,0.028706388,0.802724731,0.999985748,kc.like
ENSCAFG00000011428,KRAS,484.6070266,-0.002716248,0.029741931,0.448969005,0.999985748,kc.like
ENSCAFG00000011429,DYRK3,4004.756912,-0.001831828,0.03663567,0.557843513,0.999985748,kc.like
ENSCAFG00000011431,,15.51465962,-0.001505389,0.036491901,0.62112163,0.999985748,kc.like
ENSCAFG00000011434,UBR1,1064.75419,0.003811864,0.039378588,0.298553811,0.999985748,kc.like
ENSCAFG00000011435,,846.6142141,-0.000339698,0.034582251,0.911025866,0.999985748,kc.like
ENSCAFG00000011438,SCN9A,1991.589399,0.001527326,0.064611572,0.582718909,0.999985748,kc.like
ENSCAFG00000011439,ARID4B,924.4579469,-0.002272256,0.036081822,0.493491013,0.999985748,kc.like
ENSCAFG00000011441,CFAP94,68.23350284,-0.002510855,0.042905686,0.382197381,0.999985748,kc.like
ENSCAFG00000011445,B4GALT5,1339.329184,0.001894481,0.034473673,0.569258629,0.999985748,kc.like
ENSCAFG00000011446,USP13,541.0115576,0.000530626,0.045309939,0.821482771,0.999985748,kc.like
ENSCAFG00000011449,APEH,1418.493612,-0.003040013,0.0356404,0.400844678,0.999985748,kc.like
ENSCAFG00000011451,PITPNM1,1511.805271,-0.000564254,0.032689416,0.860401121,0.999985748,kc.like
ENSCAFG00000011452,,37.4648718,0.00038202,0.050080156,0.87234211,0.999985748,kc.like
ENSCAFG00000011453,PSMD12,2129.313534,0.003178728,0.030767081,0.390344144,0.999985748,kc.like
ENSCAFG00000011460,SLC9A8,240.1955725,-0.000344432,0.033903567,0.911589448,0.999985748,kc.like
ENSCAFG00000011461,WWC3,2491.530202,-0.000672308,0.050313683,0.778804892,0.999985748,kc.like
ENSCAFG00000011462,CFI,28.70530316,-0.007391904,0.089266379,0.080999415,0.999985748,kc.like
ENSCAFG00000011465,,12.51912979,-0.002096415,0.065007565,0.455179192,0.999985748,kc.like
ENSCAFG00000011466,IL24,11.50599937,0.002011164,0.074461022,0.515689373,0.999985748,kc.like
ENSCAFG00000011468,HOMEZ,217.5021407,-0.003996801,0.045326957,0.229569224,0.999985748,kc.like
ENSCAFG00000011471,PPP1R3E,243.1460029,-0.000764107,0.044720923,0.748296433,0.999985748,kc.like
ENSCAFG00000011476,PITPNC1,231.8662673,-0.000906869,0.049630605,0.705691833,0.999985748,kc.like
ENSCAFG00000011477,BSN,47.16281056,-0.00135948,0.047508478,0.579363842,0.999985748,kc.like
ENSCAFG00000011479,POLQ,973.2642982,0.001262381,0.036623943,0.670915789,0.999985748,kc.like
ENSCAFG00000011482,PABPN1,3319.551197,-0.000691469,0.028773316,0.834992693,0.999985748,kc.like
ENSCAFG00000011484,GIGYF2,2069.463157,-0.004583538,0.035697262,0.267067517,0.999985748,kc.like
ENSCAFG00000011485,NICN1,319.0577052,0.003307888,0.039638144,0.333182706,0.999985748,kc.like
ENSCAFG00000011486,SPATA2,404.9592697,-0.001193918,0.033098075,0.714556746,0.999985748,kc.like
ENSCAFG00000011487,BCAT1,2697.473007,0.000337684,0.039968591,0.893001484,0.999985748,kc.like
ENSCAFG00000011489,AMT,387.2741484,0.00128002,0.037873076,0.653210508,0.999985748,kc.like
ENSCAFG00000011490,RNF114,1248.5653,0.000015,0.032128634,0.996286771,0.999985748,kc.like
ENSCAFG00000011492,MRPL46,603.024719,-0.002206605,0.024796389,0.493940835,0.999985748,kc.like
ENSCAFG00000011493,TCTA,402.1485971,-0.007759466,0.047058984,0.125038766,0.999985748,kc.like
ENSCAFG00000011495,GPX1,11879.01187,-0.002125542,0.038522477,0.485061033,0.999985748,kc.like
ENSCAFG00000011498,SGSM1,63.03902756,0.002037362,0.058470262,0.443886108,0.999985748,kc.like
ENSCAFG00000011499,SNAI1,209.6497395,-0.002035048,0.057726316,0.442222234,0.999985748,kc.like
ENSCAFG00000011500,NOL11,1337.108161,0.001074719,0.025753164,0.740230387,0.999985748,kc.like
ENSCAFG00000011502,MRPS11,792.237081,0.002652908,0.033443124,0.460279111,0.999985748,kc.like
ENSCAFG00000011503,GAR1,829.5917618,-0.000154488,0.026681325,0.96213004,0.999985748,kc.like
ENSCAFG00000011506,RRH,9.690437812,-0.002098411,0.039547432,0.476288558,0.999985748,kc.like
ENSCAFG00000011507,RBM34,1039.211101,-0.005694488,0.046249016,0.159244482,0.999985748,kc.like
ENSCAFG00000011509,ZNF202,333.2383033,0.005017476,0.04096858,0.222629763,0.999985748,kc.like
ENSCAFG00000011510,DET1,685.8106214,-0.00052836,0.030448632,0.872775951,0.999985748,kc.like
ENSCAFG00000011513,ABLIM1,1292.501209,-0.000238365,0.048111849,0.91905076,0.999985748,kc.like
ENSCAFG00000011514,GTF2I,3551.649906,-0.003106057,0.036521401,0.386567211,0.999985748,kc.like
ENSCAFG00000011515,AIP,1754.225818,0.002501243,0.030927344,0.484767398,0.999985748,kc.like
ENSCAFG00000011516,TOMM20,1870.229279,-0.001572346,0.03127683,0.644240155,0.999985748,kc.like
ENSCAFG00000011517,,28.81518389,-0.006594332,0.050837451,0.115741178,0.999985748,kc.like
ENSCAFG00000011519,LRIT3,4.042416699,0.000300304,0.038830436,0.907959205,0.999985748,kc.like
ENSCAFG00000011520,TTC14,2089.818159,0.002721586,0.033834251,0.44959489,0.999985748,kc.like
ENSCAFG00000011521,AEN,3012.968868,0.004108568,0.048913364,0.204471396,0.999985748,kc.like
ENSCAFG00000011522,IRF2BP2,1558.076631,-0.002778507,0.039798556,0.382425443,0.999985748,kc.like
ENSCAFG00000011524,PTPRU,166.6160907,0.000360909,0.062616807,0.895058813,0.999985748,kc.like
ENSCAFG00000011525,ISG20,24.41530385,-0.004724679,0.07705246,0.16919987,0.999985748,kc.like
ENSCAFG00000011526,YOD1,184.6428395,0.000000453,0.032077387,0.999887693,0.999985748,kc.like
ENSCAFG00000011531,PTPN1,995.567216,0.001198064,0.026113173,0.713870074,0.999985748,kc.like
ENSCAFG00000011533,TARBP1,834.5854066,-0.004741878,0.044948877,0.196900691,0.999985748,kc.like
ENSCAFG00000011535,TMEM134,718.4471423,0.005332024,0.043552697,0.190204614,0.999985748,kc.like
ENSCAFG00000011536,ZKSCAN8,340.2951522,0.000998457,0.033820387,0.753643602,0.999985748,kc.like
ENSCAFG00000011537,CLCN4,1019.904284,-0.001893913,0.056817286,0.46888159,0.999985748,kc.like
ENSCAFG00000011540,CCDC39,43.81878893,-0.001820928,0.045693502,0.47901896,0.999985748,kc.like
ENSCAFG00000011542,HAPLN3,1027.34284,0.000644643,0.06667745,0.822704733,0.999985748,kc.like
ENSCAFG00000011549,ELOVL6,1959.522233,0.00104975,0.041638751,0.676562189,0.999985748,kc.like
ENSCAFG00000011550,PFKFB2,363.4664617,0.001822357,0.034032247,0.585291243,0.999985748,kc.like
ENSCAFG00000011551,CYP2W1,12.4921599,0.002662194,0.053876295,0.330273039,0.999985748,kc.like
ENSCAFG00000011552,BPTF,3286.506947,-0.001362007,0.033336795,0.677997773,0.999985748,kc.like
ENSCAFG00000011555,MFGE8,8782.62484,0.002018756,0.063136686,0.463847224,0.999985748,kc.like
ENSCAFG00000011556,RIPOR3,227.9963975,-0.00193252,0.064938849,0.489612899,0.999985748,kc.like
ENSCAFG00000011564,KCNK1,329.1065589,-0.001036972,0.058644629,0.689990355,0.999985748,kc.like
ENSCAFG00000011565,CORO1B,2563.038843,-0.003141179,0.04513082,0.295563763,0.999985748,kc.like
ENSCAFG00000011566,MAP3K21,126.5635024,-0.000597619,0.052393571,0.805703075,0.999985748,kc.like
ENSCAFG00000011567,USP19,2469.85653,0.000535062,0.034405507,0.86172591,0.999985748,kc.like
ENSCAFG00000011570,MID1,462.0363546,0.000877977,0.065206828,0.755116523,0.999985748,kc.like
ENSCAFG00000011571,SOX5,67.07119016,0.001046442,0.064260595,0.706261366,0.999985748,kc.like
ENSCAFG00000011572,KCNG1,299.9740346,0.0000627,0.066800409,0.982713792,0.999985748,kc.like
ENSCAFG00000011576,ADNP,1664.332168,-0.00887668,0.052785085,0.088422377,0.999985748,kc.like
ENSCAFG00000011580,ENPEP,263.145411,0.000815034,0.081033011,0.81263818,0.999985748,kc.like
ENSCAFG00000011582,FXR1,4213.073101,-0.0000519,0.032406831,0.987061673,0.999985748,kc.like
ENSCAFG00000011583,ABHD2,4291.911298,0.002847878,0.051195783,0.307141417,0.999985748,kc.like
ENSCAFG00000011584,GRAMD1B,85.35952606,0.004140579,0.086635587,0.240600574,0.999985748,kc.like
ENSCAFG00000011585,PCNX2,25.59247803,0.001633264,0.065626821,0.561230886,0.999985748,kc.like
ENSCAFG00000011587,NGEF,784.8584039,-0.008699916,0.129713354,0.09737142,0.999985748,kc.like
ENSCAFG00000011590,RPS6KB2,1089.801628,0.006322871,0.047863428,0.136427393,0.999985748,kc.like
ENSCAFG00000011591,HCCS,1039.84904,-0.007821985,0.047742111,0.120966956,0.999985748,kc.like
ENSCAFG00000011592,TTC21B,1139.86012,-0.00571334,0.053858473,0.124262881,0.999985748,kc.like
ENSCAFG00000011594,RLBP1,6.414699771,0.0005635,0.045320615,0.810840471,0.999985748,kc.like
ENSCAFG00000011595,ARHGAP6,214.5396236,-0.002600873,0.080568349,0.428492612,0.999985748,kc.like
ENSCAFG00000011596,MOCS3,258.954888,0.000819285,0.021816777,0.780585368,0.999985748,kc.like
ENSCAFG00000011597,CARNS1,7.685364942,-0.009555555,0.117502884,0.064526833,0.999985748,kc.like
ENSCAFG00000011598,,7930.363142,0.000162066,0.02862666,0.960805631,0.999985748,kc.like
ENSCAFG00000011599,TBC1D10C,271.7499811,-0.000644681,0.064278242,0.817208806,0.999985748,kc.like
ENSCAFG00000011605,EFS,488.1567907,0.000343137,0.051806964,0.886800436,0.999985748,kc.like
ENSCAFG00000011607,MSMO1,53.63705049,0.001257378,0.04548725,0.607717181,0.999985748,kc.like
ENSCAFG00000011612,,2271.697696,-0.001545678,0.034140875,0.635901384,0.999985748,kc.like
ENSCAFG00000011615,GOLGB1,5046.199739,-0.000658542,0.032572163,0.838157092,0.999985748,kc.like
ENSCAFG00000011616,MAP10,46.36043281,-0.00285351,0.047761597,0.313682729,0.999985748,kc.like
ENSCAFG00000011617,SF3B4,4376.52198,0.007250137,0.048653215,0.120487403,0.999985748,kc.like
ENSCAFG00000011618,RAD9A,1547.571353,0.004119151,0.039926741,0.273903684,0.999985748,kc.like
ENSCAFG00000011620,FANCI,1234.400623,0.0000486,0.031359411,0.988092106,0.999985748,kc.like
ENSCAFG00000011625,NFATC2,466.0331169,-0.000664323,0.04981366,0.780654532,0.999985748,kc.like
ENSCAFG00000011628,PITX2,233.5521812,0.000833997,0.050170388,0.728439169,0.999985748,kc.like
ENSCAFG00000011629,CLCF1,843.3664312,-0.001777552,0.038316809,0.546433721,0.999985748,kc.like
ENSCAFG00000011631,NGDN,1014.453211,0.002099739,0.030759968,0.548980548,0.999985748,kc.like
ENSCAFG00000011633,FAM160B1,774.3396091,0.001251756,0.02622158,0.702413545,0.999985748,kc.like
ENSCAFG00000011636,FAM241A,28.53119937,-0.00007,0.040952569,0.977091088,0.999985748,kc.like
ENSCAFG00000011637,IQCB1,334.721057,0.001473892,0.036694943,0.625179143,0.999985748,kc.like
ENSCAFG00000011643,AP1AR,581.1436606,0.000164983,0.033294046,0.958146975,0.999985748,kc.like
ENSCAFG00000011644,,3.353101772,0.000029,0.043206313,0.990187195,0.999985748,kc.like
ENSCAFG00000011646,ZFHX2,107.0351996,-0.000268305,0.044093696,0.908971904,0.999985748,kc.like
ENSCAFG00000011651,THTPA,226.8779063,-0.004737767,0.07778517,0.169698162,0.999985748,kc.like
ENSCAFG00000011652,MTMR11,205.6668723,-0.000245415,0.044394633,0.916536163,0.999985748,kc.like
ENSCAFG00000011654,TIFA,115.8635221,-0.001382615,0.03670915,0.643991261,0.999985748,kc.like
ENSCAFG00000011655,SSH3,1893.428031,-0.001825705,0.034674839,0.579562235,0.999985748,kc.like
ENSCAFG00000011656,CLMP,1201.122871,0.00000766,0.070427016,0.997986784,0.999985748,kc.like
ENSCAFG00000011657,EAF2,49.94940359,0.00446217,0.075517825,0.183924866,0.999985748,kc.like
ENSCAFG00000011659,ATP9A,705.1449106,-0.000916589,0.054207117,0.711903314,0.999985748,kc.like
ENSCAFG00000011660,MYO18B,38.66908643,0.0000941,0.080328354,0.978147108,0.999985748,kc.like
ENSCAFG00000011661,C20H3orf62,135.8989744,0.004827717,0.043629324,0.205127962,0.999985748,kc.like
ENSCAFG00000011662,PRPS2,1173.636338,-0.004076642,0.039582785,0.279858615,0.999985748,kc.like
ENSCAFG00000011663,MECR,691.2639537,-0.001001327,0.032818953,0.758064862,0.999985748,kc.like
ENSCAFG00000011665,SIPA1L2,30.79100005,-0.002604083,0.086627122,0.457410736,0.999985748,kc.like
ENSCAFG00000011666,HSPA8,67673.14829,0.002410363,0.034697072,0.486580763,0.999985748,kc.like
ENSCAFG00000011667,ETNK1,590.884284,0.002341177,0.03617227,0.482563076,0.999985748,kc.like
ENSCAFG00000011668,IHO1,54.09681367,-0.000087,0.053840646,0.971762484,0.999985748,kc.like
ENSCAFG00000011669,SRSF4,2699.31356,0.0000596,0.030467505,0.98550397,0.999985748,kc.like
ENSCAFG00000011670,ALPK1,151.347189,-0.002349909,0.056660761,0.381468848,0.999985748,kc.like
ENSCAFG00000011671,OTUD7B,931.9104893,0.001796205,0.044654582,0.487764225,0.999985748,kc.like
ENSCAFG00000011673,,84.57539033,0.001983187,0.039758409,0.492556379,0.999985748,kc.like
ENSCAFG00000011680,ATP11B,3310.063667,0.000623859,0.034232504,0.840334898,0.999985748,kc.like
ENSCAFG00000011681,,13.42276729,0.001875804,0.050708972,0.462124419,0.999985748,kc.like
ENSCAFG00000011687,ANKRD13D,1097.993013,0.000769107,0.02965688,0.817165962,0.999985748,kc.like
ENSCAFG00000011688,TRUB1,325.6694415,0.000316246,0.033054436,0.920464626,0.999985748,kc.like
ENSCAFG00000011692,,5.137831961,0.001130091,0.052962551,0.647223502,0.999985748,kc.like
ENSCAFG00000011693,KLHDC8B,20.95325072,0.004855134,0.093809067,0.200240808,0.999985748,kc.like
ENSCAFG00000011695,JHY,12.5210937,0.000121077,0.059005511,0.963054993,0.999985748,kc.like
ENSCAFG00000011700,YTHDF2,1850.138345,0.001370385,0.027854131,0.682918442,0.999985748,kc.like
ENSCAFG00000011702,CEP95,921.2541714,0.000738725,0.032012717,0.820854071,0.999985748,kc.like
ENSCAFG00000011703,ZGRF1,305.9435148,0.000692171,0.034113271,0.824140755,0.999985748,kc.like
ENSCAFG00000011706,MNDA,4906.084648,0.003397901,0.042415819,0.294680515,0.999985748,kc.like
ENSCAFG00000011709,B3GALT1,19.91865749,0.002123973,0.076861508,0.503331959,0.999985748,kc.like
ENSCAFG00000011710,CCDC71,493.6403878,-0.003787628,0.035839498,0.328227075,0.999985748,kc.like
ENSCAFG00000011711,GMEB1,363.8169799,0.004341251,0.040518919,0.25608173,0.999985748,kc.like
ENSCAFG00000011712,CARMIL3,6.928749988,0.001726159,0.069654626,0.557031908,0.999985748,kc.like
ENSCAFG00000011713,DDX5,20529.97271,-0.001747287,0.026681985,0.600330331,0.999985748,kc.like
ENSCAFG00000011714,VPS45,783.7523317,0.005889157,0.043763003,0.174863432,0.999985748,kc.like
ENSCAFG00000011715,LARP7,2304.832893,0.001170688,0.031244851,0.726244407,0.999985748,kc.like
ENSCAFG00000011716,UBASH3B,665.1796936,0.003444836,0.071142178,0.265597096,0.999985748,kc.like
ENSCAFG00000011719,ZBED9,1430.729153,0.004494238,0.040381577,0.249986853,0.999985748,kc.like
ENSCAFG00000011720,ASPHD2,104.4641828,0.001289107,0.040926324,0.621030052,0.999985748,kc.like
ENSCAFG00000011723,TAF12,469.6182488,0.001674516,0.034060832,0.611961788,0.999985748,kc.like
ENSCAFG00000011725,ATRNL1,151.8001235,0.002554029,0.052894481,0.345352583,0.999985748,kc.like
ENSCAFG00000011729,HPS4,1220.30269,-0.001123693,0.031520505,0.735684418,0.999985748,kc.like
ENSCAFG00000011733,GRK2,2394.791991,0.002043498,0.040794413,0.470946438,0.999985748,kc.like
ENSCAFG00000011734,DCUN1D1,469.1793617,-0.000873509,0.036311024,0.765154296,0.999985748,kc.like
ENSCAFG00000011735,TRNAU1AP,702.2749529,0.003112665,0.035132585,0.396334195,0.999985748,kc.like
ENSCAFG00000011736,DISC1,112.8639646,-0.003082889,0.072824386,0.316849075,0.999985748,kc.like
ENSCAFG00000011741,TFIP11,2560.025259,0.000222443,0.016602227,0.926225036,0.999985748,kc.like
ENSCAFG00000011742,PLEKHO1,1986.382279,0.005049525,0.069700437,0.14170302,0.999985748,kc.like
ENSCAFG00000011744,LAMB2,4121.477247,-0.001786881,0.039918247,0.525453156,0.999985748,kc.like
ENSCAFG00000011745,SORL1,913.104606,-0.002293664,0.096027796,0.558375809,0.999985748,kc.like
ENSCAFG00000011746,TCEANC,68.23682123,-0.000522802,0.036705936,0.853548866,0.999985748,kc.like
ENSCAFG00000011748,ANP32E,3691.611276,0.00264246,0.035022583,0.452676543,0.999985748,kc.like
ENSCAFG00000011749,MCCC1,784.6969583,-0.003219542,0.037973034,0.360651963,0.999985748,kc.like
ENSCAFG00000011750,RAB9A,1300.686325,-0.002875025,0.039408334,0.376881568,0.999985748,kc.like
ENSCAFG00000011752,ATG16L1,899.4972837,0.000882123,0.029804932,0.791412029,0.999985748,kc.like
ENSCAFG00000011754,,232.1392061,-0.003398357,0.040331088,0.317490654,0.999985748,kc.like
ENSCAFG00000011757,RCC1,2195.177306,0.004361446,0.042299855,0.236826274,0.999985748,kc.like
ENSCAFG00000011758,TPST2,1584.562771,-0.001674682,0.039117808,0.555971626,0.999985748,kc.like
ENSCAFG00000011760,POLG,3294.338956,0.005247829,0.036851211,0.225611143,0.999985748,kc.like
ENSCAFG00000011762,CA14,68.3357757,-0.001941929,0.059845152,0.468036718,0.999985748,kc.like
ENSCAFG00000011763,GTF2IRD1,411.6576765,-0.000395249,0.039762103,0.875849552,0.999985748,kc.like
ENSCAFG00000011767,CPNE6,1015.29619,-0.000223261,0.036461857,0.937241583,0.999985748,kc.like
ENSCAFG00000011768,STK39,1718.866433,-0.002498698,0.040335873,0.409399883,0.999985748,kc.like
ENSCAFG00000011769,ANK2,508.401126,0.001831082,0.058702083,0.488248596,0.999985748,kc.like
ENSCAFG00000011770,TEX2,1180.389811,0.001683487,0.027313013,0.616543542,0.999985748,kc.like
ENSCAFG00000011772,EGLN1,1103.157973,-0.005424067,0.044324532,0.181058246,0.999985748,kc.like
ENSCAFG00000011773,C6H7orf50,1971.574492,0.001909985,0.038707612,0.517947898,0.999985748,kc.like
ENSCAFG00000011774,C2CD5,1131.561826,-0.001072215,0.034066322,0.735523811,0.999985748,kc.like
ENSCAFG00000011777,APH1A,2418.790371,0.004239126,0.041702053,0.248853778,0.999985748,kc.like
ENSCAFG00000011780,,299.3095478,-0.003551724,0.027674979,0.316650807,0.999985748,kc.like
ENSCAFG00000011782,GFRA1,35.43130873,0.009176011,0.150473902,0.11885241,0.999985748,kc.like
ENSCAFG00000011784,ERN1,812.6520242,0.003864448,0.057341311,0.206699692,0.999985748,kc.like
ENSCAFG00000011788,ZFP64,1520.052506,0.001597752,0.032419104,0.635893957,0.999985748,kc.like
ENSCAFG00000011792,KDM2A,1924.397508,0.003367366,0.035836019,0.366035678,0.999985748,kc.like
ENSCAFG00000011796,MCF2L2,128.9498878,-0.000431861,0.048181551,0.854382577,0.999985748,kc.like
ENSCAFG00000011797,EXOC8,436.7202076,-0.004010826,0.038841118,0.291099689,0.999985748,kc.like
ENSCAFG00000011801,PHACTR4,1589.961307,0.002438968,0.034029015,0.487052712,0.999985748,kc.like
ENSCAFG00000011804,CIART,56.95528823,0.003343318,0.06622534,0.264448801,0.999985748,kc.like
ENSCAFG00000011805,SC5D,687.7139161,-0.00140111,0.036054275,0.647278922,0.999985748,kc.like
ENSCAFG00000011807,CFAP45,29.28923862,-0.000859563,0.052712775,0.725402588,0.999985748,kc.like
ENSCAFG00000011808,TSHZ2,241.1199562,-0.000789193,0.060241987,0.76571607,0.999985748,kc.like
ENSCAFG00000011809,CRYBA4,63.46751761,-0.000553887,0.046707264,0.813743952,0.999985748,kc.like
ENSCAFG00000011810,MRPS21,1244.599675,0.005844104,0.046798413,0.152127977,0.999985748,kc.like
ENSCAFG00000011811,SAG,3.097294941,-0.001061315,0.052475731,0.665589871,0.999985748,kc.like
ENSCAFG00000011812,GNPAT,1046.449991,-0.005538747,0.044388053,0.177697725,0.999985748,kc.like
ENSCAFG00000011813,ZNF217,744.935799,-0.000721766,0.031201831,0.826538566,0.999985748,kc.like
ENSCAFG00000011814,RHOD,728.6279056,-0.001095434,0.050627862,0.652287171,0.999985748,kc.like
ENSCAFG00000011816,DGKD,1018.49472,-0.007073006,0.051385039,0.106889912,0.999985748,kc.like
ENSCAFG00000011820,PRPF3,2180.454309,0.003456517,0.03841468,0.335247108,0.999985748,kc.like
ENSCAFG00000011821,TAGLN2,31108.60507,-0.002979115,0.046380515,0.305184187,0.999985748,kc.like
ENSCAFG00000011823,MN1,94.870868,-0.000755269,0.059905645,0.774649253,0.999985748,kc.like
ENSCAFG00000011824,B3GNT5,28.95499821,-0.001021804,0.063000737,0.708680764,0.999985748,kc.like
ENSCAFG00000011825,BCAS1,3.449216034,0.00783145,0.146204465,0.164039243,0.999985748,kc.like
ENSCAFG00000011826,CERS6,668.0172183,0.002695811,0.041937854,0.36780124,0.999985748,kc.like
ENSCAFG00000011827,,468.3564077,0.002022316,0.057380658,0.443836361,0.999985748,kc.like
ENSCAFG00000011830,PITPNB,1626.585132,-0.002291053,0.027492962,0.503857775,0.999985748,kc.like
ENSCAFG00000011833,,517.4663418,-0.000851304,0.034824533,0.781665899,0.999985748,kc.like
ENSCAFG00000011835,IGSF9,533.276003,-0.002878965,0.058994888,0.306385896,0.999985748,kc.like
ENSCAFG00000011838,ST8SIA1,154.3340123,0.000993089,0.088410334,0.790325166,0.999985748,kc.like
ENSCAFG00000011840,SYT12,80.41220039,0.004952469,0.102922505,0.221441371,0.999985748,kc.like
ENSCAFG00000011842,SESN2,347.9406374,0.004059227,0.039692552,0.279767175,0.999985748,kc.like
ENSCAFG00000011843,C4H1orf131,1229.245594,-0.001749785,0.034323348,0.596088387,0.999985748,kc.like
ENSCAFG00000011844,NRL,13.55037684,-0.001026352,0.054096656,0.67957435,0.999985748,kc.like
ENSCAFG00000011845,,6.127481006,-0.0000423,0.040981256,0.986160333,0.999985748,kc.like
ENSCAFG00000011846,QARS1,3138.716189,0.00115569,0.031879158,0.727777255,0.999985748,kc.like
ENSCAFG00000011847,,36.28222445,-0.000799536,0.038125335,0.769055426,0.999985748,kc.like
ENSCAFG00000011849,TTC28,1338.573157,-0.00782918,0.053892261,0.089049468,0.999985748,kc.like
ENSCAFG00000011851,LRFN4,300.6059931,0.001817353,0.060602115,0.497957246,0.999985748,kc.like
ENSCAFG00000011853,RPRD2,1221.17841,0.004979332,0.043382592,0.202258936,0.999985748,kc.like
ENSCAFG00000011856,,501.7233853,0.000788641,0.03269506,0.807140541,0.999985748,kc.like
ENSCAFG00000011857,SLAMF9,527.8091646,0.005406474,0.106611817,0.197377799,0.999985748,kc.like
ENSCAFG00000011858,TBCEL,374.5419224,-0.002812789,0.039464369,0.382850091,0.999985748,kc.like
ENSCAFG00000011859,SPC25,1183.671188,-0.008648267,0.059372155,0.067437829,0.999985748,kc.like
ENSCAFG00000011861,FANCB,147.6845293,-0.001545599,0.033786906,0.638466145,0.999985748,kc.like
ENSCAFG00000011862,CMAS,689.8045202,-0.001531994,0.034872739,0.632519329,0.999985748,kc.like
ENSCAFG00000011868,PCK2,2649.047223,-0.00715112,0.048184691,0.124400014,0.999985748,kc.like
ENSCAFG00000011872,G6PC2,21.83769784,-0.010652446,0.174310707,0.117004063,0.999985748,kc.like
ENSCAFG00000011874,DOK5,434.5669693,0.001359104,0.092602354,0.726171608,0.999985748,kc.like
ENSCAFG00000011876,HSPA12A,320.0271152,0.002295762,0.079993251,0.483622497,0.999985748,kc.like
ENSCAFG00000011878,BZW1,7252.347974,0.002321999,0.034943791,0.497314042,0.999985748,kc.like
ENSCAFG00000011879,MOSPD2,485.9508338,-0.001253639,0.025996639,0.700943087,0.999985748,kc.like
ENSCAFG00000011880,GRIK4,67.06760699,0.007494239,0.149411314,0.19089825,0.999985748,kc.like
ENSCAFG00000011885,DNAJC8,2728.397156,0.001873352,0.03261279,0.584413517,0.999985748,kc.like
ENSCAFG00000011890,FAM162A,959.0688848,-0.002720446,0.031290115,0.453282458,0.999985748,kc.like
ENSCAFG00000011894,WDR5B,305.8695168,-0.001170225,0.038368375,0.673229952,0.999985748,kc.like
ENSCAFG00000011896,DCAF11,1184.984114,-0.001673662,0.032068459,0.622802511,0.999985748,kc.like
ENSCAFG00000011897,ARV1,191.1767583,-0.006080707,0.043148726,0.174845328,0.999985748,kc.like
ENSCAFG00000011898,SLC19A1,1369.33541,0.004277642,0.046838717,0.204749308,0.999985748,kc.like
ENSCAFG00000011899,HJURP,1970.163539,-0.004353317,0.03832024,0.274327176,0.999985748,kc.like
ENSCAFG00000011901,ASB9,16.5818279,0.002389862,0.085655376,0.492719384,0.999985748,kc.like
ENSCAFG00000011904,,236.3633437,0.001249593,0.028897359,0.710586408,0.999985748,kc.like
ENSCAFG00000011906,QRICH1,2198.128648,-0.000546379,0.028691906,0.86891923,0.999985748,kc.like
ENSCAFG00000011907,PCBP3,178.5078252,0.002099092,0.071956647,0.485278248,0.999985748,kc.like
ENSCAFG00000011908,SHTN1,829.3398217,-0.000856439,0.071610182,0.779260064,0.999985748,kc.like
ENSCAFG00000011911,COL6A1,33380.57013,-0.000752321,0.079098765,0.822967075,0.999985748,kc.like
ENSCAFG00000011914,CSTF1,1116.166445,-0.001524216,0.027489848,0.6496417,0.999985748,kc.like
ENSCAFG00000011916,CLIP2,6643.697289,0.000577124,0.03917508,0.824010364,0.999985748,kc.like
ENSCAFG00000011917,TMEM62,201.027844,0.006969325,0.055302098,0.09473565,0.999985748,kc.like
ENSCAFG00000011921,ASB11,81.48356062,0.002415728,0.033564674,0.492920433,0.999985748,kc.like
ENSCAFG00000011922,KPNA1,1694.515188,-0.000338046,0.028856209,0.918493121,0.999985748,kc.like
ENSCAFG00000011923,YEATS2,3756.446497,0.003897713,0.039875922,0.287614725,0.999985748,kc.like
ENSCAFG00000011924,PSME1,2281.8231,0.002353757,0.039956493,0.433365522,0.999985748,kc.like
ENSCAFG00000011927,RHCG,7.435773373,-0.002502299,0.06740242,0.387586956,0.999985748,kc.like
ENSCAFG00000011928,HSCB,658.0590163,-0.00030281,0.026026713,0.925282414,0.999985748,kc.like
ENSCAFG00000011929,CLK1,1371.766413,0.000661224,0.035216306,0.825956303,0.999985748,kc.like
ENSCAFG00000011930,CCNDBP1,442.6339517,0.004817198,0.047176585,0.178779928,0.999985748,kc.like
ENSCAFG00000011931,TTC13,665.1172196,-0.008690219,0.054624843,0.080802127,0.999985748,kc.like
ENSCAFG00000011933,IMPDH2,9508.688191,0.004683112,0.044317875,0.204348531,0.999985748,kc.like
