gene,Hugo_Symbol (add = in front),baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000011198,ST8SIA2,3.344215274,0.082909715,0.580016269,0.074949168,0.63599229
ENSCAFG00000015349,FNDC3B,2225.549896,0.047037574,0.164452085,0.075229543,0.63599229
ENSCAFG00000016363,PDPN,1593.216095,0.072048343,0.487547358,0.075198313,0.63599229
ENSCAFG00000018049,ZNF839,293.5748048,-0.062604856,0.121585024,0.074862273,0.63599229
ENSCAFG00000019010,PMM2,1730.069412,-0.073727629,0.112425755,0.075018679,0.63599229
ENSCAFG00000023061,RANBP2,4277.945211,-0.083562211,0.10615092,0.074767814,0.63599229
ENSCAFG00000042407,S1PR2,381.5792616,0.053061893,0.137306732,0.074754142,0.63599229
ENSCAFG00000042651,NA,1.953338002,-0.080016382,0.555681001,0.075214878,0.63599229
ENSCAFG00000048027,NA,22.07770886,0.045526673,0.201258327,0.075220284,0.63599229
ENSCAFG00000002392,ZSCAN18,376.4770876,-0.074659475,0.509917259,0.075276361,0.636055771
ENSCAFG00000000291,NA,36.65509443,-0.056865624,0.128825614,0.075530623,0.636691139
ENSCAFG00000013519,C5H11orf71,8.26901311,-0.045444524,0.199333494,0.075460556,0.636691139
ENSCAFG00000017808,NPTN,3126.751514,0.076068083,0.110774525,0.07548377,0.636691139
ENSCAFG00000018704,SLC1A3,249.7805051,-0.068544129,0.459203495,0.075587645,0.636691139
ENSCAFG00000031026,FOXI3,6.502845558,0.066851526,0.444502322,0.075479002,0.636691139
ENSCAFG00000031738,COLGALT1,3282.584724,0.057423844,0.127891954,0.075586101,0.636691139
ENSCAFG00000002659,MSH2,2259.137433,0.07728779,0.109782688,0.076342972,0.636810644
ENSCAFG00000003405,KLF11,267.8946623,-0.057551976,0.127204304,0.076401229,0.636810644
ENSCAFG00000003686,DDX1,6822.024103,0.078427334,0.109096921,0.07619601,0.636810644
ENSCAFG00000004533,TPT1,43562.67505,-0.071314453,0.113690593,0.076413929,0.636810644
ENSCAFG00000004783,MLH1,867.1791517,-0.080622565,0.107718291,0.076134702,0.636810644
ENSCAFG00000005303,NA,4.183842451,0.045898674,0.17288027,0.076459699,0.636810644
ENSCAFG00000005493,ZNF219,92.93255115,-0.045399238,0.214272547,0.076332496,0.636810644
ENSCAFG00000009559,RCAN1,1683.790206,0.046319967,0.167779595,0.076402733,0.636810644
ENSCAFG00000010781,GPATCH2,249.8151832,-0.066752286,0.117087312,0.07652512,0.636810644
ENSCAFG00000010785,RBM20,140.6897424,0.06563566,0.436217391,0.076153359,0.636810644
ENSCAFG00000012340,ABCF3,1367.273967,0.060850378,0.12304468,0.075980739,0.636810644
ENSCAFG00000013600,PTH1R,15.61057594,0.061945266,0.404595482,0.076245058,0.636810644
ENSCAFG00000017195,SLC16A2,20.5279769,-0.045114545,0.200693864,0.076546363,0.636810644
ENSCAFG00000018290,XRCC3,190.2892649,-0.050348387,0.143578765,0.076519812,0.636810644
ENSCAFG00000018938,TVP23A,100.3461371,-0.064171065,0.119558379,0.075964225,0.636810644
ENSCAFG00000019632,DNAJC11,2750.076544,0.081221452,0.107276353,0.076374373,0.636810644
ENSCAFG00000024905,GSTO2,2.946332947,-0.04781001,0.260098031,0.076053845,0.636810644
ENSCAFG00000026350,NA,5.04437942,-0.046013673,0.171152374,0.076488481,0.636810644
ENSCAFG00000029203,EIF5A2,228.063664,0.053573671,0.134484831,0.076478287,0.636810644
ENSCAFG00000030701,ZNF322,298.3426193,-0.078100672,0.109357065,0.075977801,0.636810644
ENSCAFG00000036528,NA,5.610896608,-0.063311468,0.415868805,0.076038449,0.636810644
ENSCAFG00000041191,HMGN4,943.589163,-0.063990424,0.119785575,0.075821794,0.636810644
ENSCAFG00000044595,NA,19.59615726,-0.091449648,0.6672832,0.076528165,0.636810644
ENSCAFG00000047680,NA,2.304306597,0.052591461,0.317027698,0.076199324,0.636810644
ENSCAFG00000001871,GNPDA2,1383.36095,-0.063558581,0.11986235,0.076699472,0.636893705
ENSCAFG00000012360,ALS2,951.8449965,0.067395257,0.11653184,0.076635538,0.636893705
ENSCAFG00000014850,COPS2,2530.718586,0.063424786,0.120003652,0.076669626,0.636893705
ENSCAFG00000042453,NA,2.179718296,0.047001002,0.250906995,0.07671379,0.636893705
ENSCAFG00000008296,CHDH,326.9831605,-0.074535028,0.51446953,0.076881358,0.637740103
ENSCAFG00000013418,NFKBIA,1707.793845,0.045001703,0.197452434,0.076894564,0.637740103
ENSCAFG00000012725,RPL35A,8613.524168,-0.073689165,0.111937502,0.076980682,0.638127265
ENSCAFG00000005051,SCN5A,20.40968268,0.056294524,0.356103421,0.077100628,0.63839574
ENSCAFG00000005591,NA,397.4564276,-0.099627715,0.08397955,0.077622142,0.63839574
ENSCAFG00000006193,PLPBP,1237.579785,0.069460776,0.114768128,0.077273952,0.63839574
ENSCAFG00000007795,MED19,771.0689235,-0.07546923,0.110588976,0.077775571,0.63839574
ENSCAFG00000008608,DCTN1,6202.102357,0.09159673,0.099351582,0.077146862,0.63839574
ENSCAFG00000012521,TLK1,1731.297325,-0.062595013,0.120512272,0.077466617,0.63839574
ENSCAFG00000012743,OAT,2493.13087,0.060084153,0.123133422,0.07773384,0.63839574
ENSCAFG00000013245,GPR19,169.1022405,-0.067410321,0.11621505,0.077609855,0.63839574
ENSCAFG00000014980,FMO4,57.54479577,-0.044747602,0.199060275,0.077739799,0.63839574
ENSCAFG00000016308,PGA,62.6318506,-0.05089672,0.303471146,0.077595534,0.63839574
ENSCAFG00000016711,SIMC1,578.5176249,-0.061825961,0.121369394,0.077310817,0.63839574
ENSCAFG00000016802,ZFYVE1,605.9272417,-0.066108801,0.117347231,0.077352306,0.63839574
ENSCAFG00000017223,ZDHHC15,34.46702811,-0.05710225,0.127208182,0.077559113,0.63839574
ENSCAFG00000017258,NA,152.8396195,0.06662779,0.11681422,0.077683696,0.63839574
ENSCAFG00000018744,BMERB1,42.48153893,-0.070891009,0.484358603,0.077204778,0.63839574
ENSCAFG00000029777,NA,3507.051114,0.067021793,0.116461544,0.077802138,0.63839574
ENSCAFG00000048079,NA,497.0123853,0.088002955,0.102381647,0.077159077,0.63839574
ENSCAFG00000048957,NA,2.225174959,0.080014465,0.565146261,0.0776285,0.63839574
ENSCAFG00000049473,NA,87.32900749,-0.054335303,0.131889747,0.077718066,0.63839574
ENSCAFG00000049882,NA,6.205379754,0.050084886,0.143395563,0.077405879,0.63839574
ENSCAFG00000026348,NA,3.210810105,0.046239255,0.243837173,0.077852173,0.638482519
ENSCAFG00000000375,ZC3H12D,184.2772793,-0.073343591,0.508056742,0.07799944,0.638659818
ENSCAFG00000008791,NPY1R,10.84996047,0.08461196,0.609056685,0.078085579,0.638659818
ENSCAFG00000012385,BLM,1267.685971,-0.058098585,0.125542378,0.077975519,0.638659818
ENSCAFG00000016625,ZNF689,608.7155317,-0.058826627,0.124505582,0.07811061,0.638659818
ENSCAFG00000029817,ZBTB5,209.2032649,-0.057828303,0.125919433,0.077971788,0.638659818
ENSCAFG00000039546,NA,2.381133777,0.086877919,0.630448932,0.078066928,0.638659818
ENSCAFG00000000279,REPS1,2138.756636,-0.054854975,0.129872285,0.079217595,0.639311675
ENSCAFG00000000412,MDM1,752.2205621,-0.051506432,0.137122842,0.079188365,0.639311675
ENSCAFG00000000615,MPIG6B,12.14519997,-0.046533717,0.253199093,0.078839957,0.639311675
ENSCAFG00000005175,SCEL,397.8395524,-0.047843126,0.271535164,0.078822214,0.639311675
ENSCAFG00000007203,GGH,2614.387905,0.049960896,0.14258744,0.078417188,0.639311675
ENSCAFG00000008674,RASGRP1,117.7121862,-0.047627273,0.266647958,0.078290294,0.639311675
ENSCAFG00000009881,ALAS1,1846.627975,0.051932729,0.136370871,0.078808848,0.639311675
ENSCAFG00000010104,GANC,137.3291001,-0.048078182,0.15036989,0.078398993,0.639311675
ENSCAFG00000010871,LRP5,926.45006,0.045123696,0.22800495,0.078925015,0.639311675
ENSCAFG00000011221,FGFR1OP2,1047.086032,-0.053428119,0.132867314,0.078879764,0.639311675
ENSCAFG00000014207,NA,2739.67692,-0.084495057,0.104627658,0.078319414,0.639311675
ENSCAFG00000015610,ACTL8,2.119639379,0.078328449,0.55381274,0.07858771,0.639311675
ENSCAFG00000017068,RNF222,1.922552893,0.069064344,0.472532625,0.078395989,0.639311675
ENSCAFG00000017314,MBTD1,225.4483147,-0.047021644,0.154719494,0.079200177,0.639311675
ENSCAFG00000018300,PPP1R13B,1573.049903,-0.049025456,0.145693565,0.07870231,0.639311675
ENSCAFG00000018929,DAB1,11.95067052,-0.080011418,0.569561568,0.078755323,0.639311675
ENSCAFG00000019343,FLYWCH1,321.1748767,-0.062743744,0.119705214,0.079197107,0.639311675
ENSCAFG00000020084,NA,6.831409362,-0.044508425,0.20234135,0.078608645,0.639311675
ENSCAFG00000023625,NA,3.709523167,0.054962348,0.349062688,0.079019103,0.639311675
ENSCAFG00000024620,TMEM253,67.4831124,-0.044729086,0.179743941,0.078982258,0.639311675
ENSCAFG00000025406,NA,383.5327565,-0.063686999,0.119067708,0.078513112,0.639311675
ENSCAFG00000032251,NMNAT1,398.0076785,0.065291893,0.11749581,0.078986655,0.639311675
ENSCAFG00000038636,NA,6.208533515,-0.048914311,0.14617205,0.078681649,0.639311675
ENSCAFG00000042493,NA,1.949312418,-0.045152861,0.225308842,0.078429081,0.639311675
ENSCAFG00000042511,NA,6.35149766,0.084432974,0.611671216,0.079052943,0.639311675
ENSCAFG00000046488,SMURF2,924.0218665,-0.049755483,0.142367282,0.079194679,0.639311675
ENSCAFG00000000986,TBC1D31,805.6976783,-0.07995657,0.107304898,0.079666009,0.639462191
ENSCAFG00000002809,HMGN3,2512.921226,-0.048201743,0.148089356,0.079468651,0.639462191
ENSCAFG00000004602,NA,438.5087211,-0.063346247,0.11901421,0.079546168,0.639462191
ENSCAFG00000007807,STOX2,89.46190075,0.052980448,0.331918688,0.079795564,0.639462191
ENSCAFG00000008237,HMBOX1,393.5795306,-0.06124348,0.120944997,0.079863938,0.639462191
ENSCAFG00000013102,GLUL,5592.494366,-0.046675545,0.258622505,0.079626076,0.639462191
ENSCAFG00000013454,MOV10,2700.207579,-0.052007882,0.135285885,0.079834729,0.639462191
ENSCAFG00000018775,LONP1,4644.23143,0.084939231,0.103982009,0.079649131,0.639462191
ENSCAFG00000018993,USP7,6024.240184,-0.079844699,0.107408946,0.079525206,0.639462191
ENSCAFG00000019645,VAMP7,1599.16861,-0.046428913,0.157159482,0.079868555,0.639462191
ENSCAFG00000019827,NA,68.21520366,0.045716901,0.163774045,0.079505419,0.639462191
ENSCAFG00000027841,NA,2.046476539,-0.045425773,0.239366904,0.079829719,0.639462191
ENSCAFG00000028599,DOK4,676.2309404,0.054075847,0.131034725,0.079619673,0.639462191
ENSCAFG00000029923,SPDYA,15.56597568,-0.044416406,0.213747959,0.079637556,0.639462191
ENSCAFG00000040988,TREX1,173.4823307,0.058522123,0.124195031,0.079548251,0.639462191
ENSCAFG00000044870,NA,4.677930439,0.09029609,0.67302144,0.079808455,0.639462191
ENSCAFG00000018438,CRIP2,2378.073536,-0.044409921,0.216860427,0.079974954,0.639997398
ENSCAFG00000010874,SULF2,4641.521584,0.050653347,0.308537088,0.08004257,0.64022186
ENSCAFG00000004069,LUC7L2,3429.046337,-0.068418478,0.114708584,0.080185652,0.640732861
ENSCAFG00000004773,AGAP3,1617.016479,0.060369708,0.121753808,0.080160152,0.640732861
ENSCAFG00000016906,GUCY2D,3.018757989,0.070283054,0.489419634,0.080397225,0.641789587
ENSCAFG00000041825,NA,3.959569981,-0.04453414,0.175114082,0.080394041,0.641789587
ENSCAFG00000011183,TM7SF3,1757.461925,-0.052474097,0.133613218,0.080572845,0.642765817
ENSCAFG00000024412,NA,77.00482596,-0.085670415,0.103211926,0.080598964,0.642765817
ENSCAFG00000000696,RSPO2,3.986991291,0.071027244,0.499312376,0.081450719,0.643218197
ENSCAFG00000001096,ASAP1,6673.41597,0.049561213,0.1405592,0.081377324,0.643218197
ENSCAFG00000003714,NA,332.5315357,0.058721792,0.123121343,0.08135588,0.643218197
ENSCAFG00000003945,DENND2A,175.809748,-0.047149121,0.269424019,0.080727129,0.643218197
ENSCAFG00000004318,CST7,130.4216857,-0.045529968,0.247437017,0.081138803,0.643218197
ENSCAFG00000004924,NA,142.6969,-0.051943684,0.134126875,0.081431213,0.643218197
ENSCAFG00000010258,SIRT4,133.6418249,0.066957874,0.115545567,0.08105558,0.643218197
ENSCAFG00000010918,EXOC3,2166.228275,0.073615074,0.110919925,0.081351957,0.643218197
ENSCAFG00000012858,ZSCAN2,133.6230736,-0.053428556,0.131454807,0.080813189,0.643218197
ENSCAFG00000013999,NKAPD1,808.7035678,-0.058150351,0.123984077,0.080991737,0.643218197
ENSCAFG00000014391,NAGS,2.675923724,0.043753167,0.193021276,0.081195582,0.643218197
ENSCAFG00000014403,SORCS2,289.1182327,0.064440166,0.440635692,0.081096706,0.643218197
ENSCAFG00000015143,TAPBPL,355.2176994,-0.052592582,0.332699492,0.081411023,0.643218197
ENSCAFG00000017834,TYK2,2001.472191,-0.061272609,0.120407242,0.081187196,0.643218197
ENSCAFG00000018631,TENM1,15.51591655,0.085950485,0.63456566,0.080857698,0.643218197
ENSCAFG00000019266,AURKAIP1,1507.024947,0.061468518,0.120247173,0.081092452,0.643218197
ENSCAFG00000032130,TUBB1,27.47178397,-0.043820219,0.185232053,0.081415349,0.643218197
ENSCAFG00000032290,RAPGEFL1,13.14226689,0.048630406,0.290070867,0.081388552,0.643218197
ENSCAFG00000041028,NA,79.72821725,-0.044226372,0.178120188,0.080903134,0.643218197
ENSCAFG00000047800,SIVA1,2132.700365,-0.081272908,0.106096511,0.081214104,0.643218197
ENSCAFG00000000608,ARID1B,2384.633433,-0.055348704,0.127600766,0.081597605,0.643260777
ENSCAFG00000001205,HABP4,377.5933643,0.051073345,0.135900257,0.081799001,0.643260777
ENSCAFG00000005168,FOXA2,2.825043699,0.075264857,0.5379215,0.081739247,0.643260777
ENSCAFG00000008191,SPAG4,69.17535454,-0.048798731,0.142735027,0.081715031,0.643260777
ENSCAFG00000008810,TMEM192,503.8539774,-0.065775407,0.116300673,0.081591986,0.643260777
ENSCAFG00000012220,PRELID3B,2262.040863,0.085005062,0.103389159,0.081813898,0.643260777
ENSCAFG00000012233,NA,408.3003148,0.049691567,0.13984475,0.081671316,0.643260777
ENSCAFG00000013417,STYK1,13.96269361,-0.06023154,0.405310994,0.081761946,0.643260777
ENSCAFG00000014082,SLC2A11,101.7192798,0.043761078,0.186456749,0.081516676,0.643260777
ENSCAFG00000016117,ELP5,944.6778806,0.085170396,0.103255823,0.081863831,0.643340772
ENSCAFG00000001907,CORIN,1.929539011,-0.061235938,0.414818076,0.081954867,0.643743544
ENSCAFG00000010436,ACOT13,1702.290931,-0.056375646,0.12581344,0.082083499,0.644128563
ENSCAFG00000012893,CHRNA4,4.379002379,0.087796631,0.658856209,0.082044869,0.644128563
ENSCAFG00000014896,SCARF2,810.8753024,0.059407175,0.398963515,0.082144956,0.644213626
ENSCAFG00000034069,NA,3.457338859,-0.073138884,0.520384825,0.082173965,0.644213626
ENSCAFG00000012908,THEM4,2025.423979,-0.051270573,0.135033138,0.082257299,0.644554654
ENSCAFG00000016772,MYL5,94.6664308,0.044152639,0.171928602,0.082347627,0.64495012
ENSCAFG00000003263,RPS7,34054.34346,-0.064058944,0.117392177,0.082581762,0.646042396
ENSCAFG00000005744,ZMAT4,2.659917752,0.085374214,0.637004884,0.082606867,0.646042396
ENSCAFG00000008038,PSMD9,1127.467335,-0.081645026,0.1055383,0.082568879,0.646042396
ENSCAFG00000006941,CAT,2179.864994,-0.054306844,0.12864701,0.082711768,0.646550297
ENSCAFG00000004111,NA,30.94272101,0.070937358,0.11231839,0.082766331,0.646664411
ENSCAFG00000000352,XPOT,9411.722909,0.078363124,0.107408384,0.083704586,0.647403215
ENSCAFG00000007576,FAIM,867.7981372,-0.045687965,0.153598278,0.084021182,0.647403215
ENSCAFG00000008316,FAM169A,82.56094783,0.071761284,0.511138137,0.083090764,0.647403215
ENSCAFG00000008711,MME,457.9034505,0.070705398,0.503796946,0.083735431,0.647403215
ENSCAFG00000009342,LARGE2,59.05762554,0.065718777,0.458593189,0.083400888,0.647403215
ENSCAFG00000009466,GOT1,2376.719487,0.074277407,0.109943438,0.083819745,0.647403215
ENSCAFG00000010833,NKD2,13.67918804,0.070368624,0.498466291,0.083002554,0.647403215
ENSCAFG00000011101,GPR137B,129.0719117,0.047315181,0.145767389,0.083854657,0.647403215
ENSCAFG00000011135,NPPC,6.461564533,0.06487191,0.452805104,0.083987055,0.647403215
ENSCAFG00000012413,RPS6KC1,1054.776002,0.068935971,0.11358543,0.0830849,0.647403215
ENSCAFG00000013366,NA,4526.650021,-0.078999954,0.107147212,0.083053906,0.647403215
ENSCAFG00000015425,BHLHA15,2.074551536,0.080876947,0.598813008,0.084004094,0.647403215
ENSCAFG00000016428,ARG2,1096.137966,0.044162491,0.167232406,0.083540342,0.647403215
ENSCAFG00000018271,NA,109.9431099,-0.078130845,0.107574084,0.083618928,0.647403215
ENSCAFG00000018288,NA,207.3996326,0.063475696,0.438134554,0.083178745,0.647403215
ENSCAFG00000018770,RBMX2,336.3776575,-0.057607795,0.123508547,0.08353893,0.647403215
ENSCAFG00000019684,AXIN1,1974.495717,-0.090562362,0.098067457,0.083914185,0.647403215
ENSCAFG00000020067,COQ4,626.2074065,-0.082014991,0.104970981,0.083954704,0.647403215
ENSCAFG00000020147,MTF2,445.7291476,-0.056121344,0.125581709,0.083255554,0.647403215
ENSCAFG00000020277,LHX6,86.28230103,-0.043675485,0.225667967,0.083842476,0.647403215
ENSCAFG00000020357,DNAJB4,407.9565043,-0.054852415,0.127601874,0.082988618,0.647403215
ENSCAFG00000023194,PADI1,21.55984305,0.059707553,0.406577146,0.083932748,0.647403215
ENSCAFG00000024246,LRRC8D,701.6803598,-0.053985894,0.128427658,0.084007935,0.647403215
ENSCAFG00000028641,NA,12.53819443,0.055938984,0.125887005,0.083158069,0.647403215
ENSCAFG00000031572,INKA1,84.39675789,-0.043593855,0.175793998,0.08348004,0.647403215
ENSCAFG00000031994,LY6G6D,2.081939819,-0.068972888,0.488474262,0.08376663,0.647403215
ENSCAFG00000045318,NA,113.2791393,-0.070412272,0.11252007,0.083374136,0.647403215
ENSCAFG00000045989,NA,3.833259685,-0.059494758,0.403228544,0.083409617,0.647403215
ENSCAFG00000048265,NA,104.6639248,-0.04340678,0.217485071,0.083707211,0.647403215
ENSCAFG00000018564,GRIA3,34.16106577,0.072047258,0.516932744,0.084076784,0.647523298
ENSCAFG00000002556,ZMYND12,2.084132572,0.059777829,0.408028727,0.084233154,0.648110633
ENSCAFG00000007170,PCCB,1286.381681,-0.079174223,0.106780651,0.084211801,0.648110633
ENSCAFG00000015330,NA,4.727270826,-0.044085591,0.237121914,0.084353314,0.648726698
ENSCAFG00000016519,PPARGC1A,2.443697964,0.082971944,0.621344025,0.084458386,0.649113688
ENSCAFG00000020361,NA,6066.565223,-0.082812421,0.104300788,0.084483865,0.649113688
ENSCAFG00000014115,CCDC43,703.6476687,0.072021252,0.111183433,0.084648292,0.649208506
ENSCAFG00000036621,NA,12.95492664,-0.043757261,0.231977637,0.084616572,0.649208506
ENSCAFG00000043917,NA,2.363579167,0.057950522,0.392365798,0.084589783,0.649208506
ENSCAFG00000046994,NA,6.086077811,-0.042794797,0.199791856,0.084656693,0.649208506
ENSCAFG00000000373,TAB2,2426.905584,-0.064296506,0.116470045,0.085058042,0.649719482
ENSCAFG00000000822,RAD21,6812.760579,-0.06409725,0.116642615,0.085008242,0.649719482
ENSCAFG00000003741,SCML4,6.272470311,-0.086793911,0.662603723,0.084909938,0.649719482
ENSCAFG00000005287,SYNGR2,4115.390708,-0.042818483,0.187245167,0.084828553,0.649719482
ENSCAFG00000007523,ARMC8,517.2852285,-0.06934726,0.112791671,0.085217123,0.649719482
ENSCAFG00000009170,ATG13,890.8903704,-0.073854599,0.109980479,0.084860429,0.649719482
ENSCAFG00000011339,LHX9,14.40341073,0.052258279,0.339601273,0.085102601,0.649719482
ENSCAFG00000013175,GAL3ST2,223.3506907,0.068208815,0.486075938,0.085208853,0.649719482
ENSCAFG00000015700,STX18,756.4130449,-0.094117783,0.093049133,0.085123499,0.649719482
ENSCAFG00000015990,RNF216,793.0781189,-0.052911781,0.129611214,0.085140543,0.649719482
ENSCAFG00000024667,NA,21.3391991,0.043793133,0.236330619,0.085325623,0.649719482
ENSCAFG00000043759,NA,1.971093483,0.073103477,0.530629068,0.085311239,0.649719482
ENSCAFG00000045672,NA,3.847756254,-0.043008643,0.217917593,0.085278557,0.649719482
ENSCAFG00000047172,NA,2.259052685,0.081535061,0.609134621,0.084935425,0.649719482
ENSCAFG00000047355,NA,2.774291661,0.048852442,0.303935615,0.085101304,0.649719482
ENSCAFG00000024335,ZBTB7A,1620.167953,0.081399372,0.105051828,0.085426762,0.650183648
ENSCAFG00000046776,NA,4.274520631,-0.050463404,0.322295461,0.085469344,0.650201903
ENSCAFG00000031062,NA,112.2333355,-0.044059278,0.162235375,0.08556879,0.650652533
ENSCAFG00000016459,LSM8,75.62137578,-0.051880473,0.131243188,0.085623218,0.650760586
ENSCAFG00000023542,NA,2.290481926,-0.043283636,0.227934648,0.085728961,0.651258368
ENSCAFG00000004474,CACNB2,142.0540105,0.04864211,0.304164264,0.085990226,0.651759902
ENSCAFG00000007174,POLR1B,3938.57577,0.051121152,0.132606515,0.085907439,0.651759902
ENSCAFG00000017022,TMEM92,224.3505322,-0.057057276,0.387816626,0.085977151,0.651759902
ENSCAFG00000023460,FBRSL1,1913.047066,-0.068478127,0.113191131,0.085996378,0.651759902
ENSCAFG00000046006,NA,29.44798799,-0.042768168,0.179364056,0.085853496,0.651759902
ENSCAFG00000011503,GAR1,1018.220434,0.078044775,0.107093219,0.086098949,0.651926576
ENSCAFG00000013771,STOX1,51.47935252,-0.051582637,0.335439295,0.086077615,0.651926576
ENSCAFG00000004535,NR2C2,497.2493093,-0.065962815,0.114914693,0.086146049,0.651978118
ENSCAFG00000001782,MRPL2,841.8645512,0.083601681,0.103328579,0.086222793,0.652253861
ENSCAFG00000004442,ZNF282,618.1268712,-0.074461786,0.109253853,0.086487789,0.652783543
ENSCAFG00000007232,NOL4L,365.981036,-0.042669183,0.176531493,0.086673848,0.652783543
ENSCAFG00000008016,UQCC1,921.9389318,0.077260774,0.107428809,0.086857255,0.652783543
ENSCAFG00000009185,ANKRD2,327.5948119,0.043607739,0.163552521,0.086672557,0.652783543
ENSCAFG00000012240,NA,6.02692652,0.042380303,0.184011795,0.086729132,0.652783543
ENSCAFG00000014233,ITPRID2,2172.546236,-0.056797396,0.123236178,0.086487696,0.652783543
ENSCAFG00000014619,HIRA,2598.684462,0.086562689,0.100990093,0.086396585,0.652783543
ENSCAFG00000015674,CAMTA2,1737.516116,0.05893634,0.120811905,0.086570643,0.652783543
ENSCAFG00000017099,SYCE2,13.24812581,0.043495933,0.235712568,0.086368969,0.652783543
ENSCAFG00000018231,HMGXB3,1905.169224,0.066113554,0.114698951,0.086566652,0.652783543
ENSCAFG00000023396,NA,3.855195964,-0.083597991,0.638270516,0.086826177,0.652783543
ENSCAFG00000029993,DDAH1,129.825602,0.049278222,0.313560681,0.086857609,0.652783543
ENSCAFG00000036707,NA,35.960308,0.046056381,0.276035636,0.086819791,0.652783543
ENSCAFG00000049134,H3C6,7.912559081,0.042301621,0.203054035,0.08665859,0.652783543
ENSCAFG00000008152,ELOC,1134.285407,0.058360551,0.121199267,0.087167814,0.654437121
ENSCAFG00000008351,TLR2,135.2404904,0.050637968,0.32871253,0.087166753,0.654437121
ENSCAFG00000014721,GPR137C,2.612076836,0.046723322,0.285506458,0.087198964,0.654437121
ENSCAFG00000017107,PLEKHO2,1286.749885,0.043458282,0.163442508,0.087245485,0.654482703
ENSCAFG00000000261,RPA3,28.0766537,-0.064473041,0.115682399,0.087454021,0.655742615
ENSCAFG00000039462,NA,84.60721661,-0.04221189,0.209818083,0.087494488,0.655742615
ENSCAFG00000029941,UBE2G1,1054.212742,-0.086684106,0.10055061,0.087630897,0.655901848
ENSCAFG00000032472,MESP2,4.57282088,0.055834001,0.380732249,0.087638473,0.655901848
ENSCAFG00000043391,NA,5.410843492,0.042263353,0.213583192,0.087677875,0.655901848
ENSCAFG00000046278,NA,21.89474865,-0.050487598,0.32836558,0.087619086,0.655901848
ENSCAFG00000008770,TMEM116,26.28282992,-0.049289083,0.316270298,0.087804845,0.655941916
ENSCAFG00000015483,TBC1D25,575.4834871,-0.078334526,0.106550694,0.087789387,0.655941916
ENSCAFG00000046666,NA,64.31946173,-0.062182294,0.43924311,0.087744676,0.655941916
ENSCAFG00000000083,PIGN,533.898951,-0.057172894,0.122033683,0.088412103,0.656029498
ENSCAFG00000000257,IL20RA,2.576990362,0.055932815,0.38307028,0.088187247,0.656029498
ENSCAFG00000000721,ISOC1,491.1933071,0.054674574,0.125230497,0.088200579,0.656029498
ENSCAFG00000003184,CEP68,652.784788,-0.067719357,0.113128809,0.088470894,0.656029498
ENSCAFG00000005530,ZFP36,1400.142673,0.042618999,0.168763808,0.088612876,0.656029498
ENSCAFG00000006000,NA,2055.654266,-0.070838361,0.111061412,0.088662728,0.656029498
ENSCAFG00000007231,EEF1AKMT1,340.7712044,-0.071891713,0.110453129,0.088405793,0.656029498
ENSCAFG00000008313,ANAPC5,897.7734772,-0.075301825,0.108374852,0.088205066,0.656029498
ENSCAFG00000008857,CACNB3,1764.08402,0.041932472,0.210402065,0.088667976,0.656029498
ENSCAFG00000008871,ANTXR2,1419.221445,-0.042020158,0.184133441,0.088085672,0.656029498
ENSCAFG00000012257,AP2M1,11054.07599,0.069760891,0.111843658,0.088218888,0.656029498
ENSCAFG00000014021,NA,191.8506132,0.055998735,0.123553286,0.088074907,0.656029498
ENSCAFG00000014047,PPP2R5B,429.3669832,0.052018226,0.129207519,0.088528585,0.656029498
ENSCAFG00000016184,PLEKHM2,5006.92623,0.054604686,0.125150711,0.088585534,0.656029498
ENSCAFG00000017842,STOML1,666.9102008,0.064513161,0.115373435,0.088535745,0.656029498
ENSCAFG00000018722,NDE1,1156.915596,0.095354907,0.087939593,0.088374736,0.656029498
ENSCAFG00000019008,MYDGF,1117.950812,0.053924132,0.12646082,0.087878582,0.656029498
ENSCAFG00000019095,STAP2,56.28023076,0.048680608,0.310493935,0.088097636,0.656029498
ENSCAFG00000029732,BRMS1L,294.7797358,-0.086459545,0.100469835,0.088627186,0.656029498
ENSCAFG00000041560,NA,96.38418358,-0.08724806,0.099781511,0.088607673,0.656029498
ENSCAFG00000049029,NA,36.16727837,0.041812168,0.19784902,0.088396238,0.656029498
ENSCAFG00000011840,SYT12,77.11841524,-0.048646888,0.311947958,0.088766343,0.656093119
ENSCAFG00000048208,NA,123.5520104,-0.054805549,0.124787249,0.088786101,0.656093119
ENSCAFG00000049108,NA,2629.009517,-0.063112324,0.116376579,0.088798216,0.656093119
ENSCAFG00000002115,RLN2,3.044776049,0.042390277,0.225829449,0.088943319,0.656212109
ENSCAFG00000011106,CALN1,5.952265822,0.044583309,0.2637669,0.089068438,0.656212109
ENSCAFG00000012687,EIF4G1,27313.65038,0.061543381,0.117603348,0.088987291,0.656212109
ENSCAFG00000013049,EGR2,67.03375066,0.048213974,0.307743216,0.088964541,0.656212109
ENSCAFG00000014379,LSM12,1970.384749,0.083659943,0.102616193,0.089019269,0.656212109
ENSCAFG00000032439,PPTC7,272.6905104,-0.064049134,0.115577672,0.089098202,0.656212109
ENSCAFG00000041178,NA,3.471155376,-0.05416115,0.368040076,0.088883184,0.656212109
