gene,Hugo_Symbol,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000007933,DIABLO,0.001277686,0.028076874,0.549873676,0.999985015
ENSCAFG00000007934,CTSB,-0.00175855,0.049864074,0.52513758,0.999985015
ENSCAFG00000007935,TRPC1,0.00012268,0.039214287,0.961867546,0.999985015
ENSCAFG00000007938,B3GNT4,0.003619163,0.055773204,0.264801825,0.999985015
ENSCAFG00000007939,KCNB2,0.002691159,0.095401327,0.44312617,0.999985015
ENSCAFG00000007942,NA,-0.002373347,0.039851029,0.392973161,0.999985015
ENSCAFG00000007945,PROCR,-0.000923154,0.055585346,0.726176767,0.999985015
ENSCAFG00000007947,SSRP1,-0.000368916,0.022546287,0.838072232,0.999985015
ENSCAFG00000007948,FDFT1,-0.000295295,0.03076082,0.897973475,0.999985015
ENSCAFG00000007950,MAP1B,-0.000270089,0.056386545,0.917305039,0.999985015
ENSCAFG00000007952,APPL1,-0.001547327,0.028042061,0.465886918,0.999985015
ENSCAFG00000007953,NEIL2,0.003141057,0.047789369,0.310500273,0.999985015
ENSCAFG00000007954,TNKS1BP1,-0.000208017,0.051931477,0.9356452,0.999985015
ENSCAFG00000007956,ROBO2,-0.001644942,0.070736961,0.571130185,0.999985015
ENSCAFG00000007957,NA,0.000642744,0.030294074,0.778016408,0.999985015
ENSCAFG00000007965,MLXIP,0.001354276,0.030769166,0.55620534,0.999985015
ENSCAFG00000007966,MMP24,0.003576304,0.07186898,0.269600511,0.999985015
ENSCAFG00000007967,MRPS27,0.000930334,0.024052502,0.621112514,0.999985015
ENSCAFG00000007970,FAM167A,-0.008492264,0.132203623,0.097739312,0.999985015
ENSCAFG00000007971,KATNBL1,0.001539023,0.02495285,0.420061055,0.999985015
ENSCAFG00000007972,NA,-0.006186621,0.055304292,0.119828097,0.999985015
ENSCAFG00000007973,U2SURP,0.001383672,0.024272141,0.459158879,0.999985015
ENSCAFG00000007975,TERF1,0.001601676,0.034710251,0.523534155,0.999985015
ENSCAFG00000007976,TEAD1,-3.86E-05,0.050871756,0.988042957,0.999985015
ENSCAFG00000007982,PTCD2,0.000692149,0.027810849,0.746332563,0.999985015
ENSCAFG00000007985,PLCE1,-0.002997845,0.076814887,0.34471522,0.999985015
ENSCAFG00000007987,SUCLG1,0.00012287,0.022264914,0.945312114,0.999985015
ENSCAFG00000007990,RPS3A,-0.000570427,0.02500166,0.771597751,0.999985015
ENSCAFG00000008000,EIF6,0.001794216,0.027672556,0.389626941,0.999985015
ENSCAFG00000008008,NA,0.005109049,0.052820601,0.1630209,0.999985015
ENSCAFG00000008011,FAM83C,0.001782687,0.043053672,0.519006407,0.999985015
ENSCAFG00000008016,UQCC1,0.001178667,0.029550732,0.597542901,0.999985015
ENSCAFG00000008018,NA,0.003738732,0.086905726,0.278505673,0.999985015
ENSCAFG00000008019,SH3D19,-0.002888037,0.053359297,0.34133356,0.999985015
ENSCAFG00000008021,RPL7,0.010878983,0.085203531,0.057753784,0.999985015
ENSCAFG00000008022,CFAP251,0.000734637,0.034982602,0.767525757,0.999985015
ENSCAFG00000008023,IL17RD,0.000530621,0.049396838,0.837896853,0.999985015
ENSCAFG00000008028,SLC9A9,0.006004953,0.088124616,0.133378795,0.999985015
ENSCAFG00000008031,RDH10,0.002014422,0.043869437,0.473992482,0.999985015
ENSCAFG00000008033,NOC3L,0.001938596,0.025469715,0.316048904,0.999985015
ENSCAFG00000008034,SLF1,0.000485626,0.023773865,0.796759012,0.999985015
ENSCAFG00000008037,CEP250,0.002754631,0.048389202,0.359353664,0.999985015
ENSCAFG00000008038,PSMD9,0.003149833,0.034935505,0.219740934,0.999985015
ENSCAFG00000008039,DIP2B,-0.004781123,0.049847457,0.17227805,0.999985015
ENSCAFG00000008047,NA,0.001346208,0.036196092,0.598756511,0.999985015
ENSCAFG00000008051,KIAA0825,-0.001566599,0.035643282,0.539008512,0.999985015
ENSCAFG00000008056,RYR3,-0.00170538,0.061604307,0.539606347,0.999985015
ENSCAFG00000008058,MTMR9,-0.004649967,0.047455513,0.169786721,0.999985015
ENSCAFG00000008060,NA,0.000822886,0.021457828,0.629383881,0.999985015
ENSCAFG00000008061,ARHGEF3,-0.002518166,0.050612605,0.392285271,0.999985015
ENSCAFG00000008062,NA,-0.000303693,0.020952227,0.857832247,0.999985015
ENSCAFG00000008064,FAM172A,-0.000605453,0.02817691,0.779558585,0.999985015
ENSCAFG00000008068,TBC1D12,-0.001891725,0.026583441,0.346149093,0.999985015
ENSCAFG00000008071,FAM160A1,1.66E-05,0.056392283,0.994895359,0.999985015
ENSCAFG00000008077,STAU2,0.002939349,0.033759512,0.23675475,0.999985015
ENSCAFG00000008081,TNPO1,0.003260169,0.032571083,0.179848952,0.999985015
ENSCAFG00000008083,TASOR,-0.000804977,0.030370933,0.724466996,0.999985015
ENSCAFG00000008085,ERGIC3,-0.00065633,0.022842118,0.717388089,0.999985015
ENSCAFG00000008087,PINX1,0.001481939,0.029816266,0.508376496,0.999985015
ENSCAFG00000008088,GATB,-0.002407982,0.036322276,0.358536835,0.999985015
ENSCAFG00000008090,HELLS,0.000189213,0.021210164,0.912223317,0.999985015
ENSCAFG00000008092,NRIP1,0.009130442,0.097985886,0.068382732,0.999985015
ENSCAFG00000008093,HPD,0.001983664,0.039483486,0.466221596,0.999985015
ENSCAFG00000008095,ARNTL,-0.001775055,0.032046039,0.454161313,0.999985015
ENSCAFG00000008099,CYP2C18,0.000360988,0.048909493,0.888933747,0.999985015
ENSCAFG00000008101,PLOD2,1.72E-05,0.049971694,0.994659292,0.999985015
ENSCAFG00000008112,CCDC66,-0.003297058,0.037657697,0.228677907,0.999985015
ENSCAFG00000008117,NA,0.002011837,0.030458733,0.374745886,0.999985015
ENSCAFG00000008118,ARRDC3,-0.001720385,0.033995197,0.487786335,0.999985015
ENSCAFG00000008119,NA,0.001955972,0.032867556,0.418825158,0.999985015
ENSCAFG00000008121,NA,0.001136857,0.035194702,0.650621524,0.999985015
ENSCAFG00000008123,TENM3,0.000552908,0.057031786,0.832778665,0.999985015
ENSCAFG00000008140,ERC2,-0.002127459,0.077079371,0.487768938,0.999985015
ENSCAFG00000008141,FBXW7,-0.006608472,0.062362771,0.119091687,0.999985015
ENSCAFG00000008143,MSRA,0.003135726,0.055245728,0.311686734,0.999985015
ENSCAFG00000008152,ELOC,0.00918813,0.070246701,0.073425144,0.999985015
ENSCAFG00000008156,GCFC2,0.000497869,0.024434851,0.79641923,0.999985015
ENSCAFG00000008157,TMEM70,0.003579858,0.04402456,0.246206987,0.999985015
ENSCAFG00000008159,PLSCR4,-0.001521715,0.050737292,0.575610498,0.999985015
ENSCAFG00000008160,NA,-0.001902234,0.035538724,0.457792224,0.999985015
ENSCAFG00000008164,TMEM154,-0.001462085,0.05954413,0.591940035,0.999985015
ENSCAFG00000008166,BTBD10,-0.000852551,0.025820331,0.671083887,0.999985015
ENSCAFG00000008167,SETD1B,-0.000939347,0.03108655,0.685696244,0.999985015
ENSCAFG00000008168,TIGD4,-0.002823625,0.042236346,0.332965974,0.999985015
ENSCAFG00000008170,JPH1,0.000685859,0.05975179,0.796273964,0.999985015
ENSCAFG00000008174,LARP4,0.00034818,0.019922133,0.829882182,0.999985015
ENSCAFG00000008175,MRPL19,0.000184126,0.027135541,0.930363758,0.999985015
ENSCAFG00000008180,FCHO2,-0.002899845,0.036768226,0.276911273,0.999985015
ENSCAFG00000008181,PLSCR1,0.006710917,0.080474874,0.110204461,0.999985015
ENSCAFG00000008185,ARFIP1,-0.004885631,0.046809911,0.149866572,0.999985015
ENSCAFG00000008186,NA,-0.001328634,0.02826174,0.535961163,0.999985015
ENSCAFG00000008191,SPAG4,-0.004138429,0.050658294,0.221213419,0.999985015
ENSCAFG00000008193,PI15,-0.002910422,0.106861416,0.443436444,0.999985015
ENSCAFG00000008198,KIF13B,-0.00066566,0.026475209,0.746307757,0.999985015
ENSCAFG00000008199,FMN1,0.002734381,0.05687843,0.35898276,0.999985015
ENSCAFG00000008203,TMEM120B,-0.004443448,0.055261891,0.205663031,0.999985015
ENSCAFG00000008212,BTF3,0.003811387,0.040276075,0.192876195,0.999985015
ENSCAFG00000008214,FHDC1,0.007172078,0.103838173,0.107093188,0.999985015
ENSCAFG00000008215,USP25,0.001766325,0.039642568,0.513232639,0.999985015
ENSCAFG00000008218,ADGRV1,0.005641463,0.095212972,0.154889697,0.999985015
ENSCAFG00000008221,NA,-0.005995409,0.049842536,0.106361836,0.999985015
ENSCAFG00000008224,ANKRA2,0.000273884,0.025386154,0.890959578,0.999985015
ENSCAFG00000008227,MORN3,-0.001865088,0.050621948,0.503396563,0.999985015
ENSCAFG00000008230,LIMA1,-0.00040661,0.044728828,0.875768309,0.999985015
ENSCAFG00000008233,ORAI1,-0.004834423,0.047608135,0.15775567,0.999985015
ENSCAFG00000008236,NA,0.007175388,0.048811494,0.06400314,0.999985015
ENSCAFG00000008237,HMBOX1,-0.003865793,0.042973088,0.208729979,0.999985015
ENSCAFG00000008245,FAR1,-0.000808152,0.033373799,0.739082713,0.999985015
ENSCAFG00000008246,CRISPLD1,-0.001156755,0.082870562,0.714726028,0.999985015
ENSCAFG00000008248,ACTR8,-0.006122844,0.05230028,0.11153544,0.999985015
ENSCAFG00000008249,GYG1,-0.000216277,0.025712703,0.914710431,0.999985015
ENSCAFG00000008250,UTP15,0.002969413,0.038787909,0.285934598,0.999985015
ENSCAFG00000008253,ACTA1,0.001267641,0.032737286,0.598508628,0.999985015
ENSCAFG00000008255,NA,0.001027546,0.022697714,0.563773042,0.999985015
ENSCAFG00000008256,RBM12,-0.00071281,0.018394694,0.633839599,0.999985015
ENSCAFG00000008259,KDM2B,-0.004897655,0.056025426,0.180378059,0.999985015
ENSCAFG00000008260,NA,0.000329748,0.040856782,0.898631356,0.999985015
ENSCAFG00000008262,CERS5,-0.000494024,0.019864645,0.758998991,0.999985015
ENSCAFG00000008263,INTS9,-0.001928475,0.033371529,0.430953201,0.999985015
ENSCAFG00000008265,HK2,0.000743739,0.039902896,0.774976588,0.999985015
ENSCAFG00000008268,MND1,-0.000899262,0.033620576,0.712357131,0.999985015
ENSCAFG00000008270,SORBS1,-0.003559233,0.05909088,0.26790019,0.999985015
ENSCAFG00000008273,NA,0.004221352,0.044036649,0.182838472,0.999985015
ENSCAFG00000008274,ARHGEF28,-0.003276664,0.075819133,0.307510444,0.999985015
ENSCAFG00000008275,LYSMD3,0.000444833,0.023946251,0.81477019,0.999985015
ENSCAFG00000008276,HLTF,-0.000300832,0.023413403,0.871977046,0.999985015
ENSCAFG00000008279,PTPRJ,0.00059624,0.04511646,0.819469303,0.999985015
ENSCAFG00000008281,POLR3G,-0.001560369,0.031490323,0.505030663,0.999985015
ENSCAFG00000008284,EXTL3,-0.00114693,0.037932846,0.658678287,0.999985015
ENSCAFG00000008286,CETN3,-0.000564397,0.020101721,0.728130699,0.999985015
ENSCAFG00000008287,NA,0.002156119,0.035739673,0.403736965,0.999985015
ENSCAFG00000008288,GPD1,0.002528277,0.04316174,0.382532513,0.999985015
ENSCAFG00000008289,ENC1,0.001616999,0.043094136,0.554751519,0.999985015
ENSCAFG00000008290,NA,0.002426833,0.033686872,0.325832164,0.999985015
ENSCAFG00000008291,CXADR,-0.00329593,0.051855369,0.296534381,0.999985015
ENSCAFG00000008292,HEXB,0.000252357,0.035978539,0.919654255,0.999985015
ENSCAFG00000008293,FZD3,0.00020785,0.035492637,0.933404125,0.999985015
ENSCAFG00000008294,RNF34,-0.0029385,0.031667546,0.211936101,0.999985015
ENSCAFG00000008295,BTG3,-0.000465766,0.040701945,0.857453449,0.999985015
ENSCAFG00000008296,CHDH,-0.016970222,0.236336506,0.052725859,0.999985015
ENSCAFG00000008297,NA,-0.002704528,0.077592385,0.389018557,0.999985015
ENSCAFG00000008298,GFM2,0.004375852,0.048062973,0.193533892,0.999985015
ENSCAFG00000008299,NUP160,0.000456063,0.021198872,0.789347387,0.999985015
ENSCAFG00000008302,MEF2C,0.001383171,0.068023094,0.625565091,0.999985015
ENSCAFG00000008303,NA,0.00074529,0.025474398,0.707939267,0.999985015
ENSCAFG00000008304,AQR,0.001225024,0.024178484,0.51290263,0.999985015
ENSCAFG00000008305,C31H21orf91,-0.001031097,0.033798687,0.673914642,0.999985015
ENSCAFG00000008306,SMARCD1,-0.000490351,0.024849819,0.802225269,0.999985015
ENSCAFG00000008308,NFS1,0.001733082,0.035129842,0.494277867,0.999985015
ENSCAFG00000008310,ZFHX4,0.000837182,0.066094148,0.762272479,0.999985015
ENSCAFG00000008311,NA,0.004345779,0.046400357,0.187251941,0.999985015
ENSCAFG00000008312,HPS3,-0.001227078,0.037583718,0.636135494,0.999985015
ENSCAFG00000008313,ANAPC5,0.000858013,0.024019544,0.648857579,0.999985015
ENSCAFG00000008314,ELP3,0.000436874,0.022537327,0.808458237,0.999985015
ENSCAFG00000008315,FNBP4,-0.00020443,0.020957505,0.904187673,0.999985015
ENSCAFG00000008316,FAM169A,-0.00046543,0.084401582,0.884567059,0.999985015
ENSCAFG00000008321,SEMA4F,-0.001099129,0.044196995,0.680149318,0.999985015
ENSCAFG00000008324,CP,0.000215921,0.038195328,0.932556234,0.999985015
ENSCAFG00000008327,RBM39,-1.51E-05,0.016623442,0.991340765,0.999985015
ENSCAFG00000008330,CAMKK2,-0.002250194,0.037349586,0.398541553,0.999985015
ENSCAFG00000008331,THAP6,0.000421367,0.028057582,0.845246224,0.999985015
ENSCAFG00000008332,NA,-0.004027619,0.062050963,0.2291849,0.999985015
ENSCAFG00000008333,TMEM161B,0.003817591,0.042675466,0.211478834,0.999985015
ENSCAFG00000008334,M1AP,-0.003724924,0.05953512,0.253575905,0.999985015
ENSCAFG00000008335,ODAPH,-0.00069668,0.065009301,0.799401462,0.999985015
ENSCAFG00000008336,NA,0.003350172,0.045279679,0.278799163,0.999985015
ENSCAFG00000008338,NA,-0.002356243,0.041365986,0.404099919,0.999985015
ENSCAFG00000008339,ALDH18A1,0.000488416,0.024416555,0.800110777,0.999985015
ENSCAFG00000008340,RACGAP1,0.000574451,0.024592498,0.766866058,0.999985015
ENSCAFG00000008341,SPON1,0.011199794,0.193379048,0.096437322,0.999985015
ENSCAFG00000008342,AGBL2,-0.008497048,0.074060608,0.08349766,0.999985015
ENSCAFG00000008343,TM4SF1,-0.004304798,0.09669013,0.245476068,0.999985015
ENSCAFG00000008344,CDKL2,5.33E-05,0.033967339,0.982560486,0.999985015
ENSCAFG00000008345,NA,-0.000454953,0.026826899,0.827265054,0.999985015
ENSCAFG00000008347,NUGGC,-0.012310885,0.16598603,0.059700662,0.999985015
ENSCAFG00000008349,DOK1,-0.001533387,0.02884881,0.481112807,0.999985015
ENSCAFG00000008350,PKIA,0.000148532,0.060913065,0.955407842,0.999985015
ENSCAFG00000008351,TLR2,0.004352935,0.077291164,0.210220391,0.999985015
ENSCAFG00000008352,PHF20,0.000739879,0.019471187,0.637340847,0.999985015
ENSCAFG00000008353,SFRP2,-0.002215907,0.09559692,0.526592938,0.999985015
ENSCAFG00000008355,ZC2HC1A,-0.005956511,0.064019643,0.138043588,0.999985015
ENSCAFG00000008356,WWTR1,-0.002434888,0.064322002,0.40590697,0.999985015
ENSCAFG00000008357,GOT2,0.005252775,0.046863062,0.127772658,0.999985015
ENSCAFG00000008358,LOXL3,-0.000636016,0.047645215,0.807297802,0.999985015
ENSCAFG00000008359,DCHS2,2.23E-05,0.064675593,0.99347776,0.999985015
ENSCAFG00000008362,SCAND1,-0.002916895,0.03863259,0.292531798,0.999985015
ENSCAFG00000008363,P2RX4,0.000961515,0.03225981,0.686175651,0.999985015
ENSCAFG00000008365,CNBD2,-0.000450808,0.047068772,0.86214473,0.999985015
ENSCAFG00000008366,AQP6,0.000467062,0.048792986,0.856952779,0.999985015
ENSCAFG00000008369,PBK,-0.000401234,0.030297613,0.860326761,0.999985015
ENSCAFG00000008370,RNF13,0.000728761,0.031482065,0.755457203,0.999985015
ENSCAFG00000008371,G3BP2,-0.001245023,0.034380524,0.615999568,0.999985015
ENSCAFG00000008374,CCNH,0.000624242,0.029540305,0.780488839,0.999985015
ENSCAFG00000008378,ESCO2,-0.000238364,0.025518706,0.905452654,0.999985015
ENSCAFG00000008380,AQP5,-0.000832206,0.049727071,0.750738911,0.999985015
ENSCAFG00000008381,AGA,-0.001099521,0.046029108,0.679900172,0.999985015
ENSCAFG00000008382,FAIM2,0.004418302,0.102419623,0.248327293,0.999985015
ENSCAFG00000008383,PFN2,-0.000727058,0.049399579,0.780573419,0.999985015
ENSCAFG00000008384,SLC38A7,0.001375319,0.024111282,0.459273601,0.999985015
ENSCAFG00000008385,NA,0.000487467,0.021937667,0.781560828,0.999985015
ENSCAFG00000008387,TSC22D2,0.002488055,0.040326211,0.375619751,0.999985015
ENSCAFG00000008388,HTRA2,-0.001117414,0.02822515,0.603708218,0.999985015
ENSCAFG00000008389,BCDIN3D,-0.001127932,0.021797952,0.509595197,0.999985015
ENSCAFG00000008390,NCKAP5L,0.000298751,0.042340579,0.908358011,0.999985015
ENSCAFG00000008391,HEY1,0.001056191,0.047034925,0.690896242,0.999985015
ENSCAFG00000008392,NEIL3,0.000602271,0.056244748,0.817826924,0.999985015
ENSCAFG00000008393,MRPS28,0.000384866,0.030605009,0.866854666,0.999985015
ENSCAFG00000008395,SCARA3,-0.001037696,0.065239552,0.707131069,0.999985015
ENSCAFG00000008396,RRAS2,0.001122869,0.046761323,0.673647878,0.999985015
ENSCAFG00000008398,DPH6,-0.002666203,0.039606045,0.340685212,0.999985015
ENSCAFG00000008399,PLRG1,-0.001432035,0.029391495,0.518034982,0.999985015
ENSCAFG00000008400,TMBIM6,0.000778303,0.02377398,0.677549276,0.999985015
ENSCAFG00000008402,AUP1,0.002309494,0.029558893,0.294279693,0.999985015
ENSCAFG00000008403,NA,0.001798561,0.034839166,0.476122775,0.999985015
ENSCAFG00000008404,CLU,-0.002768666,0.072894984,0.36878079,0.999985015
ENSCAFG00000008406,TCTN3,4.28E-05,0.019744483,0.97885707,0.999985015
ENSCAFG00000008407,EIF2A,0.000782506,0.029714068,0.727799953,0.999985015
ENSCAFG00000008408,TPD52,0.00486694,0.078247237,0.178767948,0.999985015
ENSCAFG00000008409,VEGFC,-0.001356817,0.073993524,0.645977711,0.999985015
ENSCAFG00000008410,RASA1,0.002511818,0.03910334,0.363267827,0.999985015
ENSCAFG00000008411,NDUFS3,0.00290173,0.035931314,0.267605374,0.999985015
ENSCAFG00000008412,C33H3orf38,0.000610204,0.033723065,0.802168742,0.999985015
ENSCAFG00000008413,EPB41L1,-0.001372201,0.052739789,0.609752083,0.999985015
ENSCAFG00000008415,KBTBD4,-0.003759115,0.037600549,0.174528417,0.999985015
ENSCAFG00000008416,ZBTB10,0.001853808,0.041992516,0.502100774,0.999985015
ENSCAFG00000008420,COPB1,-0.000252765,0.028581438,0.90810343,0.999985015
ENSCAFG00000008422,ZNF704,0.004663742,0.08763806,0.201036083,0.999985015
ENSCAFG00000008425,DQX1,0.002439337,0.040382424,0.384411377,0.999985015
ENSCAFG00000008426,CNOT1,0.003277518,0.034744656,0.200829848,0.999985015
ENSCAFG00000008427,NA,0.002121685,0.037989688,0.429155466,0.999985015
ENSCAFG00000008428,IFT81,-0.001124599,0.043969825,0.673507073,0.999985015
ENSCAFG00000008429,SELENOT,0.000194836,0.028879158,0.92963184,0.999985015
ENSCAFG00000008430,PAG1,0.008142194,0.1366983,0.111685672,0.999985015
ENSCAFG00000008431,CDIN1,-0.00368749,0.049215113,0.25634305,0.999985015
ENSCAFG00000008434,ATP2A2,9.94E-05,0.018778236,0.948687017,0.999985015
ENSCAFG00000008435,AAR2,-0.000244023,0.023585698,0.89671065,0.999985015
ENSCAFG00000008438,EPHX2,0.003359666,0.066647212,0.287026561,0.999985015
ENSCAFG00000008442,ANAPC7,0.002465531,0.028805979,0.252706929,0.999985015
ENSCAFG00000008445,TLX2,0.000352983,0.074461705,0.904681818,0.999985015
ENSCAFG00000008449,USO1,-0.000706773,0.03137388,0.762077404,0.999985015
ENSCAFG00000008452,CELF1,0.00019456,0.021877757,0.912136833,0.999985015
ENSCAFG00000008454,CCNJ,-0.000339016,0.025390981,0.86519482,0.999985015
ENSCAFG00000008456,ARPC3,0.000545755,0.023908555,0.773050136,0.999985015
ENSCAFG00000008457,PCGF1,0.000591346,0.033103048,0.806205349,0.999985015
ENSCAFG00000008461,SETD6,0.000847139,0.026296433,0.677845029,0.999985015
ENSCAFG00000008462,NA,0.000452166,0.035919579,0.856745829,0.999985015
ENSCAFG00000008465,FMNL3,0.000277195,0.040013394,0.914403434,0.999985015
ENSCAFG00000008467,EDIL3,0.000393488,0.065921337,0.886285313,0.999985015
ENSCAFG00000008468,TTC31,-0.000547746,0.028807806,0.803391471,0.999985015
ENSCAFG00000008470,GPN3,0.001513799,0.029801014,0.498932286,0.999985015
ENSCAFG00000008471,CCDC142,-0.003244584,0.043132305,0.280498283,0.999985015
ENSCAFG00000008475,MRPL39,-0.001145069,0.020736499,0.484129294,0.999985015
ENSCAFG00000008478,MOGS,0.000515891,0.025124695,0.793935241,0.999985015
ENSCAFG00000008479,NA,-0.003386833,0.048190599,0.284002582,0.999985015
ENSCAFG00000008481,VPS29,-0.000464729,0.024551432,0.810558002,0.999985015
ENSCAFG00000008482,JAM2,-0.001576904,0.091759284,0.642391833,0.999985015
ENSCAFG00000008483,NDRG4,0.000696423,0.032915402,0.772109485,0.999985015
ENSCAFG00000008484,MAP9,-0.002071944,0.053439408,0.463201031,0.999985015
ENSCAFG00000008485,MED12L,0.001988223,0.056967718,0.47833588,0.999985015
ENSCAFG00000008487,PDE3B,-0.002656267,0.091655814,0.437217393,0.999985015
ENSCAFG00000008488,NA,0.002301094,0.035734437,0.373779959,0.999985015
ENSCAFG00000008491,DLGAP4,-0.001887453,0.039921533,0.488270053,0.999985015
ENSCAFG00000008492,RAD9B,-0.000727944,0.051175117,0.780048878,0.999985015
ENSCAFG00000008495,GINS3,0.001901634,0.034369699,0.447440077,0.999985015
ENSCAFG00000008498,MEIS2,-0.002728838,0.056943852,0.359698519,0.999985015
ENSCAFG00000008503,NA,-0.001861182,0.024533942,0.320367707,0.999985015
ENSCAFG00000008504,CYP2R1,0.001266925,0.050933088,0.635701706,0.999985015
ENSCAFG00000008505,ZFAND1,0.002870117,0.040477595,0.314817962,0.999985015
ENSCAFG00000008506,TCTN1,-0.001205503,0.045874332,0.652876681,0.999985015
ENSCAFG00000008509,CCDC113,-3.51E-05,0.036593364,0.988860215,0.999985015
ENSCAFG00000008510,CHMP4C,-0.001670583,0.089604321,0.617001678,0.999985015
ENSCAFG00000008511,HVCN1,0.000419522,0.041235474,0.871569894,0.999985015
ENSCAFG00000008512,GABPA,-0.00014157,0.022821824,0.938316613,0.999985015
ENSCAFG00000008513,PRPF40B,-0.001956829,0.04612879,0.48698873,0.999985015
ENSCAFG00000008514,CSNK2A2,0.008096366,0.057819192,0.070352591,0.999985015
ENSCAFG00000008515,PPP1CC,0.002687282,0.032204385,0.258513619,0.999985015
ENSCAFG00000008517,CFAP20,0.001665491,0.028465935,0.437536343,0.999985015
ENSCAFG00000008519,RTKN,0.002899806,0.083258508,0.37433476,0.999985015
ENSCAFG00000008521,SDAD1,-0.000228788,0.025313459,0.908645941,0.999985015
ENSCAFG00000008525,CACNA1D,-0.006996029,0.145973746,0.167823285,0.999985015
ENSCAFG00000008527,GUCY1A1,0.002676326,0.084236318,0.41151776,0.999985015
ENSCAFG00000008532,NA,0.00735205,0.066129978,0.102900205,0.999985015
ENSCAFG00000008533,NA,0.001502765,0.044982476,0.581687425,0.999985015
ENSCAFG00000008535,NA,0.004274491,0.048211327,0.202257078,0.999985015
ENSCAFG00000008536,FAM186B,-0.003177994,0.064610638,0.305523435,0.999985015
ENSCAFG00000008537,IGSF10,0.005252292,0.113200042,0.20652872,0.999985015
