gene,Hugo_Symbol,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000011118,COPS7B,-1.12E-05,0.023735172,0.995289207,0.999985015
ENSCAFG00000011120,DDX59,-0.000325966,0.025429587,0.870512848,0.999985015
ENSCAFG00000011121,NA,0.00090678,0.028038518,0.672911724,0.999985015
ENSCAFG00000011122,GSK3B,-0.006740085,0.057380323,0.105957178,0.999985015
ENSCAFG00000011123,LRRC27,-0.000501342,0.073312149,0.863682756,0.999985015
ENSCAFG00000011124,NA,-0.002774784,0.044797208,0.350713053,0.999985015
ENSCAFG00000011125,RAB3GAP2,-0.002135284,0.033471942,0.384523847,0.999985015
ENSCAFG00000011126,HAUS2,0.002863458,0.041790462,0.324531758,0.999985015
ENSCAFG00000011130,SCN2A,-0.005927265,0.091837886,0.139062571,0.999985015
ENSCAFG00000011131,NA,0.000840285,0.028784687,0.70178836,0.999985015
ENSCAFG00000011134,NA,0.000670788,0.020212863,0.679889081,0.999985015
ENSCAFG00000011136,INPP5A,-0.001361745,0.047544957,0.614120508,0.999985015
ENSCAFG00000011138,MSANTD2,0.003009278,0.045689657,0.32174425,0.999985015
ENSCAFG00000011140,KIF14,0.000618817,0.033522287,0.798817671,0.999985015
ENSCAFG00000011144,UNG,-0.003863856,0.044561729,0.219697603,0.999985015
ENSCAFG00000011145,STK38L,-0.012575136,0.09547191,0.045117804,0.999985015
ENSCAFG00000011146,ABHD4,0.001807986,0.040667759,0.507926996,0.999985015
ENSCAFG00000011148,RGS9,-0.000672525,0.043501763,0.797404651,0.999985015
ENSCAFG00000011149,SNRNP40,0.00708251,0.067714468,0.108510049,0.999985015
ENSCAFG00000011150,GALNT17,-0.000651038,0.077671159,0.829858298,0.999985015
ENSCAFG00000011151,ZNF281,-0.00143934,0.034646353,0.56504089,0.999985015
ENSCAFG00000011152,ALKBH2,-0.00887762,0.064456495,0.070271324,0.999985015
ENSCAFG00000011153,NA,0.000136762,0.033915623,0.955215136,0.999985015
ENSCAFG00000011154,GPR156,0.005489,0.105931449,0.17803697,0.999985015
ENSCAFG00000011155,STARD9,0.002891938,0.051718732,0.341724987,0.999985015
ENSCAFG00000011157,CASP7,-0.001444294,0.034634353,0.563651221,0.999985015
ENSCAFG00000011158,CFAP46,-0.004997917,0.10384723,0.205562986,0.999985015
ENSCAFG00000011159,OXA1L,0.00290993,0.036306526,0.270402774,0.999985015
ENSCAFG00000011160,LRRC58,-0.002291499,0.035099973,0.369227455,0.999985015
ENSCAFG00000011161,NA,-0.002284782,0.038140845,0.397932253,0.999985015
ENSCAFG00000011164,UBA7,0.000881154,0.043445795,0.738488356,0.999985015
ENSCAFG00000011165,USP30,-0.001345736,0.018501277,0.370444208,0.999985015
ENSCAFG00000011167,PAPSS1,-0.000312707,0.028207986,0.885334647,0.999985015
ENSCAFG00000011168,NRGN,-0.00049294,0.054409707,0.849410779,0.999985015
ENSCAFG00000011170,DIS3L2,-0.000720748,0.025216644,0.714926506,0.999985015
ENSCAFG00000011172,FSTL1,-0.001085061,0.062411119,0.689967931,0.999985015
ENSCAFG00000011174,CDAN1,0.007121312,0.067325974,0.107807805,0.999985015
ENSCAFG00000011175,NKAIN1,0.001559083,0.039240232,0.558970638,0.999985015
ENSCAFG00000011176,NR5A2,-0.00643365,0.09713927,0.124640362,0.999985015
ENSCAFG00000011178,CD160,0.004013686,0.05636427,0.233701537,0.999985015
ENSCAFG00000011179,FAM20C,-0.002591536,0.070482627,0.390792169,0.999985015
ENSCAFG00000011181,ARFGEF2,-8.15E-05,0.029616021,0.971039453,0.999985015
ENSCAFG00000011182,NA,0.000129975,0.035289099,0.958211007,0.999985015
ENSCAFG00000011183,TM7SF3,-0.006927926,0.067632492,0.111760642,0.999985015
ENSCAFG00000011184,SIAE,0.002062911,0.051394512,0.465825902,0.999985015
ENSCAFG00000011186,DCLRE1A,-0.000302278,0.018986959,0.845917515,0.999985015
ENSCAFG00000011187,PRKX,-0.002638123,0.059767342,0.37196474,0.999985015
ENSCAFG00000011188,GALNT3,0.000755844,0.067461913,0.78659552,0.999985015
ENSCAFG00000011191,MRPL52,0.001595902,0.030393283,0.48274166,0.999985015
ENSCAFG00000011193,PDGFA,-0.00216859,0.064968607,0.452421844,0.999985015
ENSCAFG00000011195,NA,0.001311867,0.062891367,0.632947615,0.999985015
ENSCAFG00000011196,NID1,-0.001180097,0.070655615,0.681383219,0.999985015
ENSCAFG00000011197,MMP14,0.000142208,0.052129726,0.955960191,0.999985015
ENSCAFG00000011202,LRP10,-1.78E-05,0.028861728,0.993571598,0.999985015
ENSCAFG00000011203,CYP2U1,-0.00391273,0.046040967,0.223448211,0.999985015
ENSCAFG00000011204,NDUFB4,-1.53E-05,0.026395687,0.994068303,0.999985015
ENSCAFG00000011205,PUM1,0.000342941,0.014155797,0.781806217,0.999985015
ENSCAFG00000011206,NHLRC2,-0.001173687,0.023582634,0.522048609,0.999985015
ENSCAFG00000011207,DAG1,-0.009729253,0.078188205,0.068981929,0.999985015
ENSCAFG00000011212,PIK3CA,-0.002713563,0.04391598,0.356718857,0.999985015
ENSCAFG00000011215,TBRG1,0.006420715,0.060076176,0.122325357,0.999985015
ENSCAFG00000011216,HADH,0.000781628,0.027529841,0.712389095,0.999985015
ENSCAFG00000011217,RBM23,0.000379202,0.020289229,0.817749857,0.999985015
ENSCAFG00000011221,FGFR1OP2,-0.005985891,0.063023785,0.137509603,0.999985015
ENSCAFG00000011222,TTBK2,0.002724604,0.045695668,0.360095742,0.999985015
ENSCAFG00000011225,NA,0.000585929,0.026922783,0.778999638,0.999985015
ENSCAFG00000011226,IP6K1,-0.004731236,0.03877807,0.108668114,0.999985015
ENSCAFG00000011227,PRSS56,0.000301291,0.055898094,0.907674474,0.999985015
ENSCAFG00000011229,AUTS2,-0.00146981,0.051126886,0.587263342,0.999985015
ENSCAFG00000011230,PANX3,-0.002620983,0.056444587,0.374602394,0.999985015
ENSCAFG00000011231,LYST,-0.00214327,0.038942169,0.430999691,0.999985015
ENSCAFG00000011234,SDC3,0.000431262,0.05765093,0.869219731,0.999985015
ENSCAFG00000011235,ZNF184,-0.002644527,0.039553249,0.343889591,0.999985015
ENSCAFG00000011236,AXIN2,-0.002268205,0.054479809,0.42899395,0.999985015
ENSCAFG00000011239,CCDC186,9.51E-05,0.022813126,0.95852086,0.999985015
ENSCAFG00000011241,SLCO3A1,-8.24E-05,0.050000523,0.974478874,0.999985015
ENSCAFG00000011243,PRMT5,0.000661799,0.023567876,0.722513728,0.999985015
ENSCAFG00000011248,AMIGO3,-0.000833845,0.028267747,0.699981829,0.999985015
ENSCAFG00000011252,LEF1,0.00449563,0.086614994,0.211412979,0.999985015
ENSCAFG00000011253,INTS13,-0.006986244,0.062831468,0.109240711,0.999985015
ENSCAFG00000011254,HGD,-0.000911189,0.027639163,0.667780894,0.999985015
ENSCAFG00000011256,DNAAF5,-0.00128275,0.024344354,0.495105613,0.999985015
ENSCAFG00000011257,POLR3C,0.000148922,0.028334549,0.945447137,0.999985015
ENSCAFG00000011260,CSE1L,0.002784899,0.035402089,0.280720597,0.999985015
ENSCAFG00000011261,SSH1,-0.010208624,0.077749014,0.06471228,0.999985015
ENSCAFG00000011263,NA,-0.014160818,0.082748045,0.037794931,0.999985015
ENSCAFG00000011264,TBX10,-0.000626927,0.042904442,0.810544105,0.999985015
ENSCAFG00000011267,AJUBA,0.001183992,0.032967033,0.624250146,0.999985015
ENSCAFG00000011268,B3GALNT2,-0.004292174,0.049809926,0.207021746,0.999985015
ENSCAFG00000011271,KCNMB3,-0.005612003,0.080032885,0.144530646,0.999985015
ENSCAFG00000011273,SUN1,0.000333394,0.024512692,0.863538812,0.999985015
ENSCAFG00000011275,MARK1,-0.000755978,0.05653239,0.773570593,0.999985015
ENSCAFG00000011278,PUDP,-0.009408887,0.078725068,0.071678734,0.999985015
ENSCAFG00000011279,ZNF639,-0.001980719,0.03788615,0.457805295,0.999985015
ENSCAFG00000011284,C8H14orf93,0.007022693,0.057113485,0.096191467,0.999985015
ENSCAFG00000011285,NUDT17,0.000757411,0.028544791,0.728503368,0.999985015
ENSCAFG00000011286,OSTC,0.000510983,0.026369263,0.803654678,0.999985015
ENSCAFG00000011287,STS,-0.00066267,0.049775442,0.799056194,0.999985015
ENSCAFG00000011290,RNF123,-0.000711339,0.022654024,0.692216995,0.999985015
ENSCAFG00000011291,TBCE,-0.006867905,0.054609912,0.092992787,0.999985015
ENSCAFG00000011295,PSMB5,0.00192862,0.032848189,0.425149148,0.999985015
ENSCAFG00000011301,CORO1C,-0.000570572,0.034203156,0.816038152,0.999985015
ENSCAFG00000011303,GGPS1,-0.004862414,0.051200995,0.172313496,0.999985015
ENSCAFG00000011306,GTF2E1,-0.000918342,0.025278387,0.640716518,0.999985015
ENSCAFG00000011308,MFN1,0.000243493,0.029469332,0.913352658,0.999985015
ENSCAFG00000011309,GET4,-0.001213141,0.020562797,0.454714495,0.999985015
ENSCAFG00000011318,ANOS1,-0.000401269,0.058395297,0.878579496,0.999985015
ENSCAFG00000011319,PIAS3,-0.000924375,0.020703295,0.57426257,0.999985015
ENSCAFG00000011323,NA,0.00118777,0.039838533,0.652803675,0.999985015
ENSCAFG00000011324,ISCU,-0.004331558,0.046421246,0.188533215,0.999985015
ENSCAFG00000011325,NA,0.006160621,0.062045632,0.132138631,0.999985015
ENSCAFG00000011326,PRKCA,0.003945186,0.052297138,0.238711317,0.999985015
ENSCAFG00000011328,EIF4E2,-0.002057619,0.028848815,0.340235117,0.999985015
ENSCAFG00000011329,NA,-0.001400417,0.040742934,0.601165925,0.999985015
ENSCAFG00000011330,NEK7,-0.001834492,0.032521263,0.4445047,0.999985015
ENSCAFG00000011331,ANKRD35,-0.000276254,0.046389853,0.915059266,0.999985015
ENSCAFG00000011332,MTARC2,0.00049778,0.027147175,0.812947193,0.999985015
ENSCAFG00000011334,RCC1L,-0.000230878,0.024848773,0.906410731,0.999985015
ENSCAFG00000011335,GNB4,-0.001765016,0.04028376,0.515905359,0.999985015
ENSCAFG00000011336,MTARC1,-0.002069436,0.072016558,0.485588479,0.999985015
ENSCAFG00000011339,LHX9,-0.001021901,0.062217351,0.706369519,0.999985015
ENSCAFG00000011340,HLX,0.000111714,0.050355807,0.96538295,0.999985015
ENSCAFG00000011342,NA,0.000649163,0.025079144,0.741401124,0.999985015
ENSCAFG00000011344,ADAP1,0.004884462,0.074374549,0.176040825,0.999985015
ENSCAFG00000011345,ITPR2,-0.001363656,0.030543949,0.551160929,0.999985015
ENSCAFG00000011346,ITGA10,-0.001994037,0.04731052,0.480103713,0.999985015
ENSCAFG00000011347,STAU1,0.000716103,0.029244531,0.747329127,0.999985015
ENSCAFG00000011348,AFAP1L2,0.005459448,0.108989667,0.185060055,0.999985015
ENSCAFG00000011349,GSTP1,0.000261026,0.055530666,0.91984266,0.999985015
ENSCAFG00000011350,COX19,-0.001371694,0.037371291,0.597661964,0.999985015
ENSCAFG00000011352,SART3,0.000698319,0.02227852,0.693383407,0.999985015
ENSCAFG00000011353,DENND1B,-0.002218591,0.044671466,0.437985595,0.999985015
ENSCAFG00000011354,CASTOR2,-0.004389157,0.071625882,0.204101937,0.999985015
ENSCAFG00000011356,VWA5A,0.003523389,0.086614223,0.301467405,0.999985015
ENSCAFG00000011357,PEX11B,0.00093587,0.042590316,0.723197414,0.999985015
ENSCAFG00000011358,DISP1,-0.003945736,0.046618352,0.223271434,0.999985015
ENSCAFG00000011361,COL25A1,0.001288014,0.081208519,0.680072741,0.999985015
ENSCAFG00000011362,NA,-0.001248136,0.034355724,0.614984745,0.999985015
ENSCAFG00000011364,ACTL6A,-0.000115487,0.024894437,0.953206451,0.999985015
ENSCAFG00000011366,KCNB1,0.00620111,0.13128302,0.182952077,0.999985015
ENSCAFG00000011367,NA,-0.000882623,0.02337662,0.631015935,0.999985015
ENSCAFG00000011368,TLR5,0.010668931,0.129912766,0.059568817,0.999985015
ENSCAFG00000011370,CDK2AP2,-0.000613167,0.021622204,0.72292049,0.999985015
ENSCAFG00000011371,LIX1L,-0.004186337,0.053842671,0.221891743,0.999985015
ENSCAFG00000011376,AKAP13,-0.000892798,0.029543968,0.689876726,0.999985015
ENSCAFG00000011378,ANKRD34A,-0.001796994,0.062866634,0.52190328,0.999985015
ENSCAFG00000011379,FICD,-0.002568348,0.04189087,0.370737054,0.999985015
ENSCAFG00000011380,MRPL47,0.000276318,0.027624184,0.897027204,0.999985015
ENSCAFG00000011381,ZBTB41,0.001483289,0.031336029,0.524850111,0.999985015
ENSCAFG00000011382,RPL31,0.008554035,0.075113682,0.082341035,0.999985015
ENSCAFG00000011383,CMKLR1,-0.000584597,0.065924873,0.831999677,0.999985015
ENSCAFG00000011384,DDX27,0.002598908,0.040685887,0.359123202,0.999985015
ENSCAFG00000011388,SHROOM2,-0.001305348,0.056740443,0.627129167,0.999985015
ENSCAFG00000011389,NA,0.003431766,0.04214553,0.250802048,0.999985015
ENSCAFG00000011392,SSPN,0.00043271,0.055190337,0.867708101,0.999985015
ENSCAFG00000011393,CLDN34,0.001320371,0.052849824,0.622245501,0.999985015
ENSCAFG00000011394,KLHL25,-0.00090545,0.038416635,0.726502177,0.999985015
ENSCAFG00000011396,NA,-0.010760626,0.079370454,0.060041712,0.999985015
ENSCAFG00000011398,CDH24,0.001079104,0.040839615,0.683097097,0.999985015
ENSCAFG00000011399,RASSF8,-0.000952987,0.043006775,0.71871074,0.999985015
ENSCAFG00000011401,KIRREL1,-0.002000307,0.056692602,0.475991958,0.999985015
ENSCAFG00000011403,ASPM,0.004661173,0.053891285,0.191364338,0.999985015
ENSCAFG00000011405,TXNIP,-0.001824132,0.046181274,0.512985994,0.999985015
ENSCAFG00000011407,SEC24B,0.000204876,0.027423226,0.923152587,0.999985015
ENSCAFG00000011408,ZNFX1,-0.000310746,0.030705475,0.89254377,0.999985015
ENSCAFG00000011411,MST1,-0.00295695,0.050970859,0.334096986,0.999985015
ENSCAFG00000011415,MCUB,-0.001020078,0.04110198,0.699211712,0.999985015
ENSCAFG00000011417,NA,0.002879701,0.046738153,0.340970203,0.999985015
ENSCAFG00000011421,LMNTD1,0.00039684,0.047564211,0.878282147,0.999985015
ENSCAFG00000011422,HELZ,-0.002719325,0.034295828,0.278995795,0.999985015
ENSCAFG00000011426,PTGIS,-0.001948874,0.069644634,0.503803089,0.999985015
ENSCAFG00000011427,ACIN1,0.00158626,0.023329654,0.377254512,0.999985015
ENSCAFG00000011428,KRAS,0.000822369,0.024366736,0.666860305,0.999985015
ENSCAFG00000011429,DYRK3,0.000845331,0.035968974,0.737485405,0.999985015
ENSCAFG00000011431,NA,0.001354927,0.038485549,0.606223297,0.999985015
ENSCAFG00000011434,UBR1,0.001747731,0.032704113,0.468319239,0.999985015
ENSCAFG00000011435,NA,0.001426348,0.03324316,0.558088063,0.999985015
ENSCAFG00000011438,SCN9A,0.00041874,0.061740489,0.875600095,0.999985015
ENSCAFG00000011439,ARID4B,-0.01588606,0.091176629,0.033866144,0.999985015
ENSCAFG00000011441,CFAP94,-0.005779713,0.062338077,0.144320497,0.999985015
ENSCAFG00000011445,B4GALT5,0.001870425,0.034469484,0.455731535,0.999985015
ENSCAFG00000011446,USP13,0.000243314,0.040489365,0.924942313,0.999985015
ENSCAFG00000011449,APEH,-0.008902365,0.063606925,0.068158853,0.999985015
ENSCAFG00000011451,PITPNM1,-0.003353211,0.040278586,0.245788993,0.999985015
ENSCAFG00000011452,NA,0.000165724,0.051298615,0.948678625,0.999985015
ENSCAFG00000011453,PSMD12,0.002108369,0.023299949,0.244432056,0.999985015
ENSCAFG00000011457,NTRK3,0.001335266,0.062138894,0.625967261,0.999985015
ENSCAFG00000011460,SLC9A8,0.000535518,0.032550803,0.822443545,0.999985015
ENSCAFG00000011461,WWC3,-0.0020218,0.043257064,0.471485714,0.999985015
ENSCAFG00000011462,CFI,-0.000900915,0.04824221,0.732157689,0.999985015
ENSCAFG00000011465,NA,-0.00239246,0.059638263,0.408884624,0.999985015
ENSCAFG00000011468,HOMEZ,0.000169579,0.033614424,0.944238595,0.999985015
ENSCAFG00000011471,PPP1R3E,-0.003019703,0.050608434,0.326727258,0.999985015
ENSCAFG00000011476,PITPNC1,-0.00392074,0.063197245,0.236552132,0.999985015
ENSCAFG00000011477,BSN,-0.001282008,0.04754176,0.633378769,0.999985015
ENSCAFG00000011479,POLQ,0.001608551,0.0347369,0.522000656,0.999985015
ENSCAFG00000011482,PABPN1,0.001243076,0.025054904,0.520126043,0.999985015
ENSCAFG00000011484,GIGYF2,-0.000766736,0.023329441,0.677118814,0.999985015
ENSCAFG00000011485,NICN1,-0.00204094,0.033756192,0.408935393,0.999985015
ENSCAFG00000011486,SPATA2,-0.000601884,0.029086738,0.785847139,0.999985015
ENSCAFG00000011487,BCAT1,-0.0142944,0.091441312,0.040221215,0.999985015
ENSCAFG00000011489,AMT,0.000331097,0.029105661,0.881340192,0.999985015
ENSCAFG00000011490,RNF114,-0.001222091,0.034724554,0.624372989,0.999985015
ENSCAFG00000011492,MRPL46,-0.000908953,0.02390737,0.627536288,0.999985015
ENSCAFG00000011493,TCTA,-0.007000996,0.050959458,0.075953085,0.999985015
ENSCAFG00000011495,GPX1,-0.000789957,0.03404136,0.747393824,0.999985015
ENSCAFG00000011498,SGSM1,0.001773058,0.056427587,0.520802131,0.999985015
ENSCAFG00000011499,SNAI1,-0.000777594,0.048689534,0.766378588,0.999985015
ENSCAFG00000011500,NOL11,0.00046028,0.019907933,0.775632648,0.999985015
ENSCAFG00000011502,MRPS11,-0.001183619,0.027710078,0.576082681,0.999985015
ENSCAFG00000011506,RRH,0.000102913,0.03796886,0.967752341,0.999985015
ENSCAFG00000011507,RBM34,-0.002212311,0.033177288,0.364132016,0.999985015
ENSCAFG00000011509,ZNF202,0.006014331,0.060599945,0.136280103,0.999985015
ENSCAFG00000011510,DET1,-0.000520727,0.028054967,0.809265216,0.999985015
ENSCAFG00000011513,ABLIM1,-0.000697867,0.050029411,0.78883277,0.999985015
ENSCAFG00000011514,GTF2I,-0.000590135,0.021756346,0.734512261,0.999985015
ENSCAFG00000011515,AIP,0.000768707,0.017748027,0.596373784,0.999985015
ENSCAFG00000011516,TOMM20,-0.001904802,0.031536085,0.415336488,0.999985015
ENSCAFG00000011517,NA,0.000472297,0.031344466,0.839472199,0.999985015
ENSCAFG00000011519,LRIT3,0.000659726,0.040569813,0.79995639,0.999985015
ENSCAFG00000011520,TTC14,-0.000662952,0.028234981,0.759502447,0.999985015
ENSCAFG00000011521,AEN,0.000594989,0.034668379,0.809621707,0.999985015
ENSCAFG00000011522,IRF2BP2,-0.004262208,0.050944359,0.212492992,0.999985015
ENSCAFG00000011523,C7H1orf116,0.009058571,0.152100733,0.10389605,0.999985015
ENSCAFG00000011524,PTPRU,0.005937279,0.114349426,0.167315171,0.999985015
ENSCAFG00000011526,YOD1,0.006009016,0.0588492,0.134802669,0.999985015
ENSCAFG00000011531,PTPN1,-0.000681866,0.021958587,0.69670963,0.999985015
ENSCAFG00000011533,TARBP1,-0.001823723,0.031785961,0.43874048,0.999985015
ENSCAFG00000011534,ACAN,0.004831771,0.106829175,0.223889082,0.999985015
ENSCAFG00000011535,TMEM134,-0.00231404,0.034420921,0.357204314,0.999985015
ENSCAFG00000011536,ZKSCAN8,-0.007435568,0.0621262,0.096640036,0.999985015
ENSCAFG00000011537,CLCN4,-0.000227269,0.050033923,0.929726993,0.999985015
ENSCAFG00000011540,CCDC39,-0.000331623,0.043946559,0.898443312,0.999985015
ENSCAFG00000011541,COA6,-0.007568598,0.066680863,0.098647536,0.999985015
ENSCAFG00000011542,HAPLN3,-1.38E-05,0.060748902,0.995855793,0.999985015
ENSCAFG00000011549,ELOVL6,-0.000307838,0.039393811,0.904742797,0.999985015
ENSCAFG00000011550,PFKFB2,0.003219484,0.042381942,0.279008037,0.999985015
ENSCAFG00000011551,CYP2W1,0.00123627,0.050433923,0.643467865,0.999985015
ENSCAFG00000011552,BPTF,-0.002781598,0.03316243,0.254618056,0.999985015
ENSCAFG00000011555,MFGE8,-0.000485923,0.049862022,0.851154348,0.999985015
ENSCAFG00000011556,RIPOR3,-0.002676721,0.065453598,0.370299546,0.999985015
ENSCAFG00000011564,KCNK1,0.00065494,0.050235543,0.801229054,0.999985015
ENSCAFG00000011565,CORO1B,0.002424328,0.045076628,0.40420614,0.999985015
ENSCAFG00000011566,MAP3K21,-0.002549146,0.059670206,0.384823872,0.999985015
ENSCAFG00000011567,USP19,-0.005276383,0.053157338,0.154935191,0.999985015
ENSCAFG00000011570,MID1,0.000249473,0.051588208,0.922881464,0.999985015
ENSCAFG00000011571,SOX5,-0.001916946,0.068903244,0.5085946,0.999985015
ENSCAFG00000011572,KCNG1,-0.002884027,0.079293505,0.366373484,0.999985015
ENSCAFG00000011576,ADNP,-0.001609347,0.026095332,0.417448819,0.999985015
ENSCAFG00000011580,ENPEP,0.000901401,0.073155973,0.757662093,0.999985015
ENSCAFG00000011582,FXR1,3.92E-05,0.030614717,0.986388383,0.999985015
ENSCAFG00000011583,ABHD2,-0.001093195,0.039859877,0.677781025,0.999985015
ENSCAFG00000011584,GRAMD1B,-0.007058084,0.115318678,0.121272108,0.999985015
ENSCAFG00000011585,PCNX2,0.001636333,0.061345009,0.554383812,0.999985015
ENSCAFG00000011587,NGEF,0.002436622,0.069841796,0.414481026,0.999985015
ENSCAFG00000011588,SV2A,0.004550654,0.075637259,0.195782925,0.999985015
ENSCAFG00000011590,RPS6KB2,-0.001325761,0.032339419,0.578768207,0.999985015
ENSCAFG00000011591,HCCS,0.000393154,0.019812519,0.807198702,0.999985015
ENSCAFG00000011592,TTC21B,-0.004443698,0.052999755,0.203747387,0.999985015
ENSCAFG00000011594,RLBP1,-0.002926772,0.050181976,0.337805008,0.999985015
ENSCAFG00000011595,ARHGAP6,-0.002720825,0.076192647,0.38312331,0.999985015
ENSCAFG00000011596,MOCS3,0.001570954,0.027656883,0.453261788,0.999985015
ENSCAFG00000011597,CARNS1,0.003839936,0.062566773,0.242976465,0.999985015
ENSCAFG00000011598,NA,0.000806434,0.023976597,0.668667327,0.999985015
ENSCAFG00000011605,EFS,0.000348396,0.050078415,0.892649253,0.999985015
ENSCAFG00000011607,MSMO1,0.001671957,0.043994877,0.543656992,0.999985015
ENSCAFG00000011611,MSL3,-0.004461123,0.050444375,0.19660461,0.999985015
ENSCAFG00000011612,NA,-0.008503141,0.067923444,0.082115276,0.999985015
ENSCAFG00000011615,GOLGB1,-0.001091196,0.039160369,0.676894603,0.999985015
ENSCAFG00000011616,MAP10,-0.00263108,0.051345937,0.375875847,0.999985015
ENSCAFG00000011617,SF3B4,0.001348865,0.027782451,0.523451662,0.999985015
ENSCAFG00000011618,RAD9A,0.002713797,0.036214175,0.301727672,0.999985015
ENSCAFG00000011619,MYH7,-0.000118352,0.024896049,0.952048871,0.999985015
ENSCAFG00000011620,FANCI,-0.001673669,0.027909658,0.427007666,0.999985015
ENSCAFG00000011625,NFATC2,-0.000964399,0.053165544,0.714053755,0.999985015
ENSCAFG00000011628,PITX2,-0.002233879,0.062214387,0.437208184,0.999985015
ENSCAFG00000011629,CLCF1,-0.002339663,0.046407795,0.419549868,0.999985015
ENSCAFG00000011631,NGDN,0.001767512,0.028003982,0.40207373,0.999985015
ENSCAFG00000011633,FAM160B1,-0.0015236,0.025430642,0.432893423,0.999985015
ENSCAFG00000011636,FAM241A,0.008454128,0.109869107,0.08194599,0.999985015
ENSCAFG00000011637,IQCB1,0.000345007,0.034899838,0.888972298,0.999985015
ENSCAFG00000011643,AP1AR,0.002806423,0.035864409,0.282302882,0.999985015
ENSCAFG00000011644,NA,0.002712645,0.05621026,0.362131588,0.999985015
ENSCAFG00000011646,ZFHX2,0.001891142,0.053341515,0.497093783,0.999985015
ENSCAFG00000011650,INPP5D,0.001193423,0.079993026,0.699516205,0.999985015
ENSCAFG00000011651,THTPA,-0.002741079,0.065634059,0.361325101,0.999985015
ENSCAFG00000011652,MTMR11,0.000893417,0.046213177,0.734889494,0.999985015
ENSCAFG00000011654,TIFA,0.003567379,0.041132204,0.226876464,0.999985015
ENSCAFG00000011655,SSH3,0.000324874,0.036126052,0.896903794,0.999985015
ENSCAFG00000011656,CLMP,-0.005142165,0.092297872,0.177437479,0.999985015
ENSCAFG00000011657,EAF2,0.002473615,0.056418314,0.396032863,0.999985015
ENSCAFG00000011659,ATP9A,-0.000794383,0.051369526,0.761117558,0.999985015
ENSCAFG00000011660,MYO18B,-0.002556305,0.085535159,0.435161961,0.999985015
ENSCAFG00000011662,PRPS2,-0.003268228,0.036499906,0.220633044,0.999985015
ENSCAFG00000011663,MECR,-0.000796636,0.021714526,0.644227291,0.999985015
ENSCAFG00000011665,SIPA1L2,0.002421496,0.081766153,0.447176732,0.999985015
ENSCAFG00000011666,HSPA8,0.002095545,0.025628789,0.281500076,0.999985015
ENSCAFG00000011667,ETNK1,-0.003642678,0.039944193,0.208177228,0.999985015
ENSCAFG00000011668,IHO1,-0.00333099,0.058649005,0.289513622,0.999985015
ENSCAFG00000011669,SRSF4,-0.000533905,0.02449977,0.782380398,0.999985015
ENSCAFG00000011670,ALPK1,-0.002739369,0.053705855,0.35993275,0.999985015
ENSCAFG00000011671,OTUD7B,0.001913936,0.048737554,0.494878959,0.999985015
ENSCAFG00000011673,NA,0.007099093,0.067715799,0.108170591,0.999985015
ENSCAFG00000011680,ATP11B,-0.001443529,0.034498216,0.562909095,0.999985015
ENSCAFG00000011681,NA,-0.000241798,0.052394876,0.92527338,0.999985015
ENSCAFG00000011687,ANKRD13D,-1.63E-05,0.025204013,0.993455362,0.999985015
ENSCAFG00000011688,TRUB1,-0.001986736,0.028843881,0.357451806,0.999985015
ENSCAFG00000011692,NA,-0.002575303,0.069649065,0.391773261,0.999985015
ENSCAFG00000011693,KLHDC8B,0.001982783,0.060605821,0.48164585,0.999985015
ENSCAFG00000011695,JHY,-0.002323329,0.081371075,0.463525987,0.999985015
ENSCAFG00000011700,YTHDF2,4.47E-05,0.017799284,0.975862963,0.999985015
ENSCAFG00000011702,CEP95,0.003573163,0.033920388,0.159117664,0.999985015
ENSCAFG00000011703,ZGRF1,0.000776261,0.027496994,0.714034999,0.999985015
ENSCAFG00000011706,MNDA,-0.002805745,0.038848507,0.311900624,0.999985015
ENSCAFG00000011709,B3GALT1,7.64E-05,0.070881925,0.978673661,0.999985015
ENSCAFG00000011710,CCDC71,-0.004625492,0.044121011,0.151214236,0.999985015
ENSCAFG00000011711,GMEB1,0.002073065,0.04120019,0.455764344,0.999985015
ENSCAFG00000011712,CARMIL3,0.001021732,0.059232686,0.702496159,0.999985015
ENSCAFG00000011713,DDX5,-0.000682247,0.016565288,0.62060026,0.999985015
ENSCAFG00000011714,VPS45,0.002078213,0.030939962,0.365544364,0.999985015
ENSCAFG00000011715,LARP7,0.003015968,0.036552167,0.256725427,0.999985015
ENSCAFG00000011716,UBASH3B,0.000627764,0.047996022,0.809609167,0.999985015
ENSCAFG00000011719,ZBED9,-0.006988171,0.059800608,0.104236135,0.999985015
ENSCAFG00000011720,ASPHD2,0.000367021,0.037752916,0.885411137,0.999985015
ENSCAFG00000011721,POLG2,-0.00085563,0.031383229,0.714141983,0.999985015
ENSCAFG00000011722,CD34,0.000958936,0.065477383,0.728426152,0.999985015
ENSCAFG00000011723,TAF12,0.005282547,0.048791998,0.13633209,0.999985015
ENSCAFG00000011725,ATRNL1,-0.001621712,0.053639691,0.552641051,0.999985015
ENSCAFG00000011729,HPS4,-0.002715734,0.03725188,0.31202469,0.999985015
ENSCAFG00000011734,DCUN1D1,-0.00185366,0.040276313,0.496822389,0.999985015
ENSCAFG00000011735,TRNAU1AP,-0.000762932,0.029075178,0.730236285,0.999985015
