gene,Hugo_Symbol (add = in front),log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000018388,SNX18,-0.001772443,0.040733012,0.560734395,0.999968515
ENSCAFG00000018390,STEEP1,0.001164111,0.029946075,0.703830657,0.999968515
ENSCAFG00000018391,NA,-0.00198461,0.052735904,0.527653673,0.999968515
ENSCAFG00000018394,ARL15,0.003662009,0.044084066,0.297234825,0.999968515
ENSCAFG00000018395,NDC80,0.000153173,0.029877763,0.959322126,0.999968515
ENSCAFG00000018396,ATPAF2,-0.002877402,0.035361065,0.398844858,0.999968515
ENSCAFG00000018401,JAG2,-0.006168058,0.100074984,0.221524029,0.999968515
ENSCAFG00000018402,UBE2A,-0.001218517,0.033294584,0.693048314,0.999968515
ENSCAFG00000018403,NA,0.000443994,0.022739195,0.868641654,0.999968515
ENSCAFG00000018404,NUDT14,0.001698615,0.069790968,0.653069464,0.999968515
ENSCAFG00000018405,FST,0.005573071,0.128394293,0.392783227,0.999968515
ENSCAFG00000018406,DRC3,-0.000629379,0.04377249,0.826433298,0.999968515
ENSCAFG00000018410,NA,-0.001673312,0.031503694,0.595162415,0.999968515
ENSCAFG00000018411,NKRF,0.002192217,0.034635692,0.500294583,0.999968515
ENSCAFG00000018413,BTBD6,-0.001162422,0.032896212,0.706092785,0.999968515
ENSCAFG00000018415,MOCS2,0.002568838,0.034012093,0.441129664,0.999968515
ENSCAFG00000018416,C9H17orf75,-0.001127114,0.032381453,0.714418691,0.999968515
ENSCAFG00000018417,PACS2,-0.001104465,0.034274234,0.718102383,0.999968515
ENSCAFG00000018418,RHBDL3,-0.006391109,0.081734738,0.157491885,0.999968515
ENSCAFG00000018419,SEPTIN6,-0.003221232,0.048724776,0.334353882,0.999968515
ENSCAFG00000018422,FBN3,-0.002327554,0.100501161,0.665620157,0.999968515
ENSCAFG00000018423,ITGA2,-0.000853004,0.063161003,0.807706809,0.999968515
ENSCAFG00000018424,TOM1L2,-0.005935698,0.049396687,0.160885407,0.999968515
ENSCAFG00000018426,UPF3B,0.000896757,0.035499436,0.765713697,0.999968515
ENSCAFG00000018428,MTA1,-0.002390848,0.032173203,0.465544102,0.999968515
ENSCAFG00000018430,NA,0.000255325,0.034216388,0.931893618,0.999968515
ENSCAFG00000018433,NKAP,-0.000717902,0.028187487,0.809857546,0.999968515
ENSCAFG00000018436,SREBF1,0.00091758,0.039196973,0.754040572,0.999968515
ENSCAFG00000018437,RAI1,-0.007030402,0.052529441,0.126173729,0.999968515
ENSCAFG00000018438,CRIP2,-0.004726439,0.070863983,0.232615329,0.999968515
ENSCAFG00000018439,ITGA1,0.001103114,0.037229014,0.712775608,0.999968515
ENSCAFG00000018440,CRIP1,0.00194188,0.049606297,0.528236541,0.999968515
ENSCAFG00000018443,RHOT1,-0.00357725,0.028471678,0.271899085,0.999968515
ENSCAFG00000018445,TEDC1,-0.003783307,0.038221358,0.300222845,0.999968515
ENSCAFG00000018449,ISL1,0.003608604,0.082827495,0.399312137,0.999968515
ENSCAFG00000018451,RASD1,-0.003470683,0.047468774,0.308899038,0.999968515
ENSCAFG00000018452,MED9,-0.001714528,0.033634563,0.587813332,0.999968515
ENSCAFG00000018454,NA,-0.001588571,0.034068135,0.612652631,0.999968515
ENSCAFG00000018457,NT5M,-0.000760128,0.060188254,0.821599876,0.999968515
ENSCAFG00000018461,TMEM255A,-0.004378272,0.131718629,0.526643752,0.999968515
ENSCAFG00000018463,COPS3,-0.001996819,0.032589816,0.534195199,0.999968515
ENSCAFG00000018465,PARP8,0.003037338,0.055259841,0.363965654,0.999968515
ENSCAFG00000018469,FLCN,-0.000322141,0.034486645,0.914051575,0.999968515
ENSCAFG00000018472,ZNF3,0.00052278,0.027746178,0.859834592,0.999968515
ENSCAFG00000018475,TEFM,0.003728985,0.041222249,0.29922779,0.999968515
ENSCAFG00000018478,MYOM1,-0.00838705,0.109540461,0.135923946,0.999968515
ENSCAFG00000018481,ATAD5,-0.003349955,0.040568132,0.335857024,0.999968515
ENSCAFG00000018482,CERS4,5.48E-05,0.032101884,0.985480107,0.999968515
ENSCAFG00000018487,EMB,0.004945075,0.133329441,0.474769957,0.999968515
ENSCAFG00000018493,CD320,0.006769464,0.066097949,0.124008058,0.999968515
ENSCAFG00000018497,NA,0.003570418,0.030633799,0.292933148,0.999968515
ENSCAFG00000018498,SUZ12,-0.001078359,0.032427565,0.725763054,0.999968515
ENSCAFG00000018506,ANGPTL4,0.0029632,0.092194166,0.538805362,0.999968515
ENSCAFG00000018507,UTP6,-0.000764942,0.029650795,0.800317213,0.999968515
ENSCAFG00000018510,LAMP2,0.003573458,0.049386013,0.297625619,0.999968515
ENSCAFG00000018511,TGIF1,0.005258974,0.04411921,0.19768176,0.999968515
ENSCAFG00000018512,NA,0.000325621,0.028853377,0.913195593,0.999968515
ENSCAFG00000018515,MARCHF2,-0.002157737,0.035550755,0.504895397,0.999968515
ENSCAFG00000018516,MRPS30,0.004164072,0.04344204,0.260009905,0.999968515
ENSCAFG00000018517,COPRS,-0.000667719,0.03777237,0.819809187,0.999968515
ENSCAFG00000018518,NA,0.002792851,0.038901728,0.403644773,0.999968515
ENSCAFG00000018523,USP22,-0.002530764,0.034353436,0.44697457,0.999968515
ENSCAFG00000018524,HNRNPM,4.95E-05,0.017105379,0.982210512,0.999968515
ENSCAFG00000018525,DHRS7B,-1.44E-05,0.031131416,0.996182982,0.999968515
ENSCAFG00000018526,TMEM11,-0.001073417,0.029185832,0.723692394,0.999968515
ENSCAFG00000018530,MAP2K3,0.002522436,0.036594502,0.446114724,0.999968515
ENSCAFG00000018532,KCNJ12,0.003048724,0.078218857,0.456551423,0.999968515
ENSCAFG00000018533,NA,-0.000692862,0.031074574,0.819537115,0.999968515
ENSCAFG00000018536,PPP6C,-0.00018676,0.027225769,0.949239892,0.999968515
ENSCAFG00000018537,CUL4B,-0.001051342,0.033455813,0.731480939,0.999968515
ENSCAFG00000018538,SERBP1,0.000134781,0.024359541,0.961472052,0.999968515
ENSCAFG00000018539,IL12RB2,0.001359282,0.038558859,0.65132947,0.999968515
ENSCAFG00000018544,NA,-0.001036588,0.042893672,0.721231017,0.999968515
ENSCAFG00000018545,MCTS1,-0.003529616,0.043075106,0.311647051,0.999968515
ENSCAFG00000018546,NNT,0.001677242,0.036326933,0.590659271,0.999968515
ENSCAFG00000018547,C1GALT1C1,-0.000834935,0.032748123,0.784053643,0.999968515
ENSCAFG00000018554,ZBTB14,-0.002586712,0.038351662,0.432693847,0.999968515
ENSCAFG00000018555,NA,-0.001106136,0.035032964,0.716517016,0.999968515
ENSCAFG00000018556,DNAI4,-0.001840234,0.043751872,0.543435465,0.999968515
ENSCAFG00000018557,ADAMTS10,-0.002255389,0.064715226,0.52347186,0.999968515
ENSCAFG00000018560,MYH11,-0.002430718,0.032741189,0.460496909,0.999968515
ENSCAFG00000018563,C5orf34,0.001418535,0.026764129,0.632391604,0.999968515
ENSCAFG00000018564,GRIA3,0.001575661,0.112397574,0.798093678,0.999968515
ENSCAFG00000018570,SGIP1,-0.009561934,0.140593175,0.168153137,0.999968515
ENSCAFG00000018574,THOC2,-0.007328948,0.059752532,0.110703169,0.999968515
ENSCAFG00000018575,EPB41L3,-0.00545026,0.139551324,0.44964552,0.999968515
ENSCAFG00000018577,XIAP,-0.003477654,0.036288077,0.329494691,0.999968515
ENSCAFG00000018578,ZNF131,0.002394067,0.032503024,0.465847027,0.999968515
ENSCAFG00000018579,GHR,0.000964441,0.066298209,0.791651013,0.999968515
ENSCAFG00000018583,PDE4B,0.004292865,0.072547755,0.275294368,0.999968515
ENSCAFG00000018584,FBXO4,-0.003520876,0.040874147,0.318576781,0.999968515
ENSCAFG00000018587,STAG2,-0.003238042,0.047630781,0.332938188,0.999968515
ENSCAFG00000018588,L3MBTL4,-0.002785992,0.116312088,0.655629028,0.999968515
ENSCAFG00000018589,OXCT1,6.31E-05,0.076394583,0.988020433,0.999968515
ENSCAFG00000018590,VAV1,0.006230444,0.126004695,0.322330055,0.999968515
ENSCAFG00000018591,ARHGAP28,-0.003454437,0.136553915,0.637524512,0.999968515
ENSCAFG00000018592,NF1,-0.003560372,0.042500937,0.310406024,0.999968515
ENSCAFG00000018593,PLCXD3,0.000133546,0.097343149,0.98018184,0.999968515
ENSCAFG00000018597,LAMA1,-0.004363476,0.122576181,0.493393357,0.999968515
ENSCAFG00000018600,LEPR,-0.016409697,0.216895573,0.132359404,0.999968515
ENSCAFG00000018602,SH2D3A,0.002881707,0.065314521,0.420471075,0.999968515
ENSCAFG00000018607,DNAJC6,-0.007981824,0.103632709,0.137925295,0.999968515
ENSCAFG00000018610,TRIP10,0.000924164,0.04319897,0.749368501,0.999968515
ENSCAFG00000018612,CARD6,0.000132937,0.048354186,0.96382593,0.999968515
ENSCAFG00000018614,PRKAA1,0.001883461,0.033706243,0.555405315,0.999968515
ENSCAFG00000018615,JAK1,-0.006425374,0.048429516,0.148459011,0.999968515
ENSCAFG00000018617,RAVER2,-0.003677571,0.06801888,0.324316406,0.999968515
ENSCAFG00000018619,PTGER4,-0.000538617,0.056899967,0.867649446,0.999968515
ENSCAFG00000018620,GPR108,0.001159717,0.030839769,0.706187536,0.999968515
ENSCAFG00000018621,CACHD1,-0.001940268,0.05673502,0.549827889,0.999968515
ENSCAFG00000018622,DAB2,0.000353032,0.067408052,0.924561304,0.999968515
ENSCAFG00000018625,C3,0.004213581,0.063672742,0.256786349,0.999968515
ENSCAFG00000018628,NA,-0.002051635,0.041056067,0.508593931,0.999968515
ENSCAFG00000018629,WSB1,0.000495244,0.032530579,0.869840882,0.999968515
ENSCAFG00000018632,NA,-0.000624821,0.034744437,0.83492689,0.999968515
ENSCAFG00000018633,NA,-0.005786682,0.061284396,0.156823718,0.999968515
ENSCAFG00000018634,TUBB4A,-3.76E-05,0.048823157,0.989814891,0.999968515
ENSCAFG00000018635,ROR1,-0.005245233,0.116891787,0.373932992,0.999968515
ENSCAFG00000018636,DENND1C,0.001872791,0.097655266,0.722760089,0.999968515
ENSCAFG00000018637,RICTOR,-0.001288439,0.031359943,0.67731911,0.999968515
ENSCAFG00000018638,KSR1,-0.000365414,0.037741921,0.900073161,0.999968515
ENSCAFG00000018639,PTPRM,-0.001532245,0.069708713,0.685672953,0.999968515
ENSCAFG00000018641,LGALS9,0.003365317,0.08566228,0.447523103,0.999968515
ENSCAFG00000018643,SLC25A23,-0.002349524,0.049390145,0.454739377,0.999968515
ENSCAFG00000018648,OSMR,0.003023194,0.097682358,0.555052826,0.999968515
ENSCAFG00000018651,NA,0.00274203,0.036893182,0.415095102,0.999968515
ENSCAFG00000018652,NA,7.42E-05,0.022341506,0.977688967,0.999968515
ENSCAFG00000018655,TMEM97,0.002245009,0.034667745,0.491546358,0.999968515
ENSCAFG00000018657,SLC25A41,0.000731238,0.031913174,0.810006599,0.999968515
ENSCAFG00000018659,IFT20,-0.005452454,0.044744609,0.18821357,0.999968515
ENSCAFG00000018660,NA,0.001444573,0.040393172,0.628789447,0.999968515
ENSCAFG00000018661,LIFR,0.00037821,0.061207992,0.912074231,0.999968515
ENSCAFG00000018663,TNFAIP1,-0.000778029,0.03911058,0.789491734,0.999968515
ENSCAFG00000018665,POLDIP2,0.000796747,0.031082715,0.793571049,0.999968515
ENSCAFG00000018666,EGFLAM,-0.019690723,0.254456634,0.127531043,0.999968515
ENSCAFG00000018667,KHSRP,-0.000447715,0.026144,0.876946706,0.999968515
ENSCAFG00000018668,TMEM199,0.004540629,0.031648691,0.206135791,0.999968515
ENSCAFG00000018670,PGM1,-0.002163101,0.037718505,0.498897548,0.999968515
ENSCAFG00000018671,NA,0.002166741,0.030089273,0.496157878,0.999968515
ENSCAFG00000018672,VTN,-0.001775877,0.039966458,0.561805554,0.999968515
ENSCAFG00000018673,SMARCA1,-0.0097827,0.184288211,0.291452241,0.999968515
ENSCAFG00000018675,WDR70,0.003905486,0.036608658,0.28867171,0.999968515
ENSCAFG00000018676,NA,0.002327976,0.056408456,0.476077033,0.999968515
ENSCAFG00000018678,SARM1,-0.001442749,0.044031609,0.625856476,0.999968515
ENSCAFG00000018680,NA,-0.00176265,0.034372923,0.577758467,0.999968515
ENSCAFG00000018681,GTF2F1,0.002248039,0.036103243,0.489046215,0.999968515
ENSCAFG00000018682,SLC46A1,0.000906798,0.02884538,0.763568088,0.999968515
ENSCAFG00000018683,MTCL1,-0.001160978,0.043058102,0.690943031,0.999968515
ENSCAFG00000018684,NUP155,0.006124057,0.04780986,0.158348472,0.999968515
ENSCAFG00000018685,CPLANE1,-0.003649553,0.037374064,0.312773025,0.999968515
ENSCAFG00000018686,NDUFV2,0.001668094,0.031393374,0.596050659,0.999968515
ENSCAFG00000018687,MLLT1,-0.001408007,0.027729741,0.640100355,0.999968515
ENSCAFG00000018690,OCRL,-0.00092311,0.039729239,0.751897616,0.999968515
ENSCAFG00000018691,ANKRD12,-0.000165246,0.031311795,0.956281113,0.999968515
ENSCAFG00000018693,ALKBH7,-0.003229816,0.038051031,0.354429559,0.999968515
ENSCAFG00000018695,NIPBL,-0.000465865,0.036997353,0.873822634,0.999968515
ENSCAFG00000018696,CLPP,0.001441991,0.025083736,0.615031896,0.999968515
ENSCAFG00000018697,TWSG1,-0.003242425,0.042103646,0.342441434,0.999968515
ENSCAFG00000018701,NA,-0.002340338,0.03882273,0.467408762,0.999968515
ENSCAFG00000018702,EFCAB7,-0.000669128,0.035501916,0.822663536,0.999968515
ENSCAFG00000018705,ZDHHC9,-0.002980035,0.041392791,0.373500971,0.999968515
ENSCAFG00000018706,ALG6,-0.001551241,0.034121023,0.620242967,0.999968515
ENSCAFG00000018707,RALBP1,0.001323284,0.029044825,0.66478726,0.999968515
ENSCAFG00000018708,ACSBG2,-0.001258451,0.052844566,0.683896053,0.999968515
ENSCAFG00000018711,RANBP3L,-0.005027154,0.092574039,0.284209439,0.999968515
ENSCAFG00000018713,UNC119,-0.006599025,0.120294932,0.268175378,0.999968515
ENSCAFG00000018715,PIGS,0.000548093,0.029153507,0.855130253,0.999968515
ENSCAFG00000018717,NA,-0.000779736,0.031486508,0.797909038,0.999968515
ENSCAFG00000018718,PPP4R1,-2.27E-05,0.033790111,0.993933938,0.999968515
ENSCAFG00000018719,ALDOC,0.007987707,0.08468219,0.10604029,0.999968515
ENSCAFG00000018720,ATG4C,-0.001906592,0.034954818,0.549881781,0.999968515
ENSCAFG00000018722,NDE1,0.006172068,0.039566897,0.152708465,0.999968515
ENSCAFG00000018724,SPAG5,-0.000903973,0.029992937,0.766226122,0.999968515
ENSCAFG00000018725,SKP2,0.001801747,0.033420723,0.570966217,0.999968515
ENSCAFG00000018727,RAB31,0.001466624,0.04364357,0.620618408,0.999968515
ENSCAFG00000018728,RFX2,0.000497833,0.039778802,0.862711566,0.999968515
ENSCAFG00000018729,RSKR,0.00085551,0.038726613,0.770325091,0.999968515
ENSCAFG00000018730,TXNDC2,0.000281433,0.046307479,0.922352416,0.999968515
ENSCAFG00000018731,LMBRD2,0.001118296,0.038971851,0.705590693,0.999968515
ENSCAFG00000018733,VAPA,-0.000164521,0.028312803,0.955821282,0.999968515
ENSCAFG00000018735,ELF4,-0.005214222,0.05229856,0.1840156,0.999968515
ENSCAFG00000018736,KIAA0100,-0.001997874,0.025350037,0.492544451,0.999968515
ENSCAFG00000018739,RANBP3,-0.001769008,0.026258051,0.54986116,0.999968515
ENSCAFG00000018740,NA,0.001483138,0.027939098,0.62409735,0.999968515
ENSCAFG00000018741,NAPG,0.001194547,0.026239764,0.682960517,0.999968515
ENSCAFG00000018744,BMERB1,0.000440912,0.085296213,0.925090882,0.999968515
ENSCAFG00000018746,CAPS,-0.005452504,0.052766974,0.173042554,0.999968515
ENSCAFG00000018747,AIFM1,-0.00327869,0.032128103,0.338854079,0.999968515
ENSCAFG00000018752,IL7R,0.004253571,0.114093258,0.469762339,0.999968515
ENSCAFG00000018753,NA,0.0004911,0.025686569,0.864107553,0.999968515
ENSCAFG00000018760,PDXDC1,0.001114011,0.029781945,0.715292401,0.999968515
ENSCAFG00000018762,DUS3L,0.005905549,0.040787853,0.168602868,0.999968515
ENSCAFG00000018763,SUPT6H,-0.000458394,0.028364185,0.877672181,0.999968515
ENSCAFG00000018765,DOCK7,-0.003701036,0.047430361,0.287505064,0.999968515
ENSCAFG00000018766,SLC25A14,-0.003670947,0.067387501,0.322777027,0.999968515
ENSCAFG00000018767,SPEF2,0.00018975,0.076429541,0.964019543,0.999968515
ENSCAFG00000018769,CATSPERD,-0.004624511,0.055460771,0.214990529,0.999968515
ENSCAFG00000018773,NA,-0.006074255,0.101941714,0.235002183,0.999968515
ENSCAFG00000018776,NTAN1,0.000307647,0.036984337,0.916240773,0.999968515
ENSCAFG00000018779,PROCA1,0.002862335,0.040694593,0.389680312,0.999968515
ENSCAFG00000018780,RAB34,-0.000733626,0.062723154,0.833410852,0.999968515
ENSCAFG00000018783,RRN3,0.00124338,0.034235709,0.686405637,0.999968515
ENSCAFG00000018784,NA,-0.002993231,0.040041843,0.37589689,0.999968515
ENSCAFG00000018791,BFAR,-0.001200331,0.02718583,0.686343412,0.999968515
ENSCAFG00000018792,NEK8,-0.00421849,0.047006949,0.247872634,0.999968515
ENSCAFG00000018793,HSD11B1L,-0.002485787,0.038864507,0.445552463,0.999968515
ENSCAFG00000018794,DNAJC21,0.001981384,0.036131122,0.534134113,0.999968515
ENSCAFG00000018795,PARN,-0.002669436,0.034535656,0.426877274,0.999968515
ENSCAFG00000018796,MICOS13,0.001131159,0.031240194,0.713185023,0.999968515
ENSCAFG00000018797,BRIX1,0.00631743,0.049399323,0.149475397,0.999968515
ENSCAFG00000018800,TRAF4,0.006522325,0.069238907,0.134005903,0.999968515
ENSCAFG00000018801,MPPE1,0.001812859,0.038040682,0.559905221,0.999968515
ENSCAFG00000018802,RAD1,0.001990621,0.030406048,0.530120403,0.999968515
ENSCAFG00000018803,SAFB,-0.004237246,0.034453613,0.251522289,0.999968515
ENSCAFG00000018804,USP1,-0.003335645,0.039574441,0.339979448,0.999968515
ENSCAFG00000018806,KANK4,-0.00149835,0.086313928,0.748532408,0.999968515
ENSCAFG00000018807,IMPA2,-0.000142701,0.041083804,0.96006156,0.999968515
ENSCAFG00000018809,TTC23L,0.001265052,0.052631699,0.681734977,0.999968515
ENSCAFG00000018810,MRTFB,-0.002749962,0.039871512,0.406323438,0.999968515
ENSCAFG00000018813,ERAL1,-0.0005822,0.026728029,0.842076015,0.999968515
ENSCAFG00000018814,SAFB2,0.000305575,0.021828458,0.907030458,0.999968515
ENSCAFG00000018817,AFG3L2,0.0036258,0.033687842,0.30694956,0.999968515
ENSCAFG00000018822,PATJ,-0.002113576,0.078063042,0.611451299,0.999968515
ENSCAFG00000018823,NA,0.002398197,0.03125064,0.461226421,0.999968515
ENSCAFG00000018824,DHRS13,-0.000719531,0.035744229,0.809496802,0.999968515
ENSCAFG00000018826,STK26,-0.005890415,0.11866149,0.320102051,0.999968515
ENSCAFG00000018827,ERCC4,-0.001434377,0.032013592,0.645662203,0.999968515
ENSCAFG00000018830,RAP2C,-0.006435804,0.049635498,0.145786134,0.999968515
ENSCAFG00000018831,SLC45A2,0.003654822,0.048917242,0.290236016,0.999968515
ENSCAFG00000018832,TUBB6,-4.12E-06,0.039635669,0.99885154,0.999968515
ENSCAFG00000018841,MBNL3,-0.004154206,0.105758665,0.443111867,0.999968515
ENSCAFG00000018842,PHF12,-0.003655132,0.040370762,0.307794323,0.999968515
ENSCAFG00000018843,PRELID3A,0.001861545,0.037477394,0.552386514,0.999968515
ENSCAFG00000018846,SPIRE1,0.005389555,0.044656339,0.190999523,0.999968515
ENSCAFG00000018854,SEZ6,-0.010788666,0.143811898,0.132126696,0.999968515
ENSCAFG00000018855,PSMG2,0.000786039,0.02354771,0.774650388,0.999968515
ENSCAFG00000018856,GSPT1,-0.001916508,0.033358941,0.549339868,0.999968515
ENSCAFG00000018857,GPC4,-0.0021872,0.094123837,0.664089775,0.999968515
ENSCAFG00000018858,TARS1,0.001405606,0.030199907,0.649456133,0.999968515
ENSCAFG00000018859,PTPRS,-0.00236085,0.069547997,0.527186646,0.999968515
ENSCAFG00000018864,GPC3,-0.00219379,0.079789276,0.605096177,0.999968515
ENSCAFG00000018865,RSL1D1,5.41E-05,0.032969152,0.985639457,0.999968515
ENSCAFG00000018868,MYO18A,-0.002613913,0.036958766,0.432384256,0.999968515
ENSCAFG00000018870,HPRT1,-0.002211714,0.031298495,0.493095977,0.999968515
ENSCAFG00000018871,CYP2J2,-0.006521744,0.112787638,0.243948414,0.999968515
ENSCAFG00000018875,HOOK1,0.003048008,0.072455759,0.428040691,0.999968515
ENSCAFG00000018876,ZC3H7A,-0.001238799,0.02963109,0.685815702,0.999968515
ENSCAFG00000018877,NPR3,0.003762509,0.11906918,0.547880387,0.999968515
ENSCAFG00000018879,SUB1,-0.000200416,0.031732237,0.946997172,0.999968515
ENSCAFG00000018880,CEP192,0.001270223,0.029974115,0.679373822,0.999968515
ENSCAFG00000018882,PABIR2,-0.00787493,0.049346362,0.114399965,0.999968515
ENSCAFG00000018884,FGGY,0.001013054,0.04781473,0.731284442,0.999968515
ENSCAFG00000018886,ZFR,0.00046344,0.028753356,0.876780914,0.999968515
ENSCAFG00000018887,PABIR3,-0.002329036,0.064732454,0.510154458,0.999968515
ENSCAFG00000018888,NUFIP2,0.000810821,0.026827517,0.782369019,0.999968515
ENSCAFG00000018892,CXXC1,0.000790526,0.031958108,0.795249365,0.999968515
ENSCAFG00000018897,NA,0.000890448,0.044045124,0.758169927,0.999968515
ENSCAFG00000018898,TAOK1,-0.001016346,0.026409128,0.728217094,0.999968515
ENSCAFG00000018904,SNN,-0.000122584,0.050126897,0.967203804,0.999968515
ENSCAFG00000018905,ZNF449,-0.00462077,0.042766641,0.232905943,0.999968515
ENSCAFG00000018906,MYSM1,8.22E-05,0.028864876,0.97803184,0.999968515
ENSCAFG00000018909,MTMR12,-7.81E-05,0.032648434,0.979278223,0.999968515
ENSCAFG00000018911,OMA1,0.005104809,0.044713321,0.203458116,0.999968515
ENSCAFG00000018912,RMI2,-0.003822913,0.040077517,0.294159241,0.999968515
ENSCAFG00000018916,SOCS1,0.005909011,0.059395137,0.151562219,0.999968515
ENSCAFG00000018917,GOLPH3,0.001864604,0.032415149,0.55865291,0.999968515
ENSCAFG00000018920,CLEC16A,-0.001513146,0.031965985,0.628834116,0.999968515
ENSCAFG00000018922,ABHD15,-0.002084218,0.037113006,0.513805007,0.999968515
ENSCAFG00000018923,DEXI,0.000370524,0.031900835,0.902342744,0.999968515
ENSCAFG00000018924,TP53I13,-0.0014098,0.029973773,0.647991336,0.999968515
ENSCAFG00000018925,KDM4B,-0.005450056,0.042947587,0.190787638,0.999968515
ENSCAFG00000018927,SLC9A6,-0.00154194,0.033496775,0.622766713,0.999968515
ENSCAFG00000018928,MBD1,-4.54E-05,0.032815865,0.987956569,0.999968515
ENSCAFG00000018930,GIT1,-0.00450235,0.045042815,0.234212298,0.999968515
ENSCAFG00000018933,C4H5orf22,0.00116022,0.03470571,0.704569167,0.999968515
ENSCAFG00000018934,UHRF1,-0.000312946,0.032618278,0.917274706,0.999968515
ENSCAFG00000018936,MAP7D3,-0.002820098,0.042119106,0.391002376,0.999968515
ENSCAFG00000018938,TVP23A,-0.007245374,0.053995296,0.119261723,0.999968515
ENSCAFG00000018939,DROSHA,-0.003837368,0.042272482,0.287466535,0.999968515
ENSCAFG00000018945,CD40LG,-0.005342888,0.113607913,0.348946927,0.999968515
ENSCAFG00000018946,TICAM1,-0.000784374,0.03238277,0.796682689,0.999968515
ENSCAFG00000018947,NUBP1,-0.00055962,0.031299273,0.853440181,0.999968515
ENSCAFG00000018950,ANKRD13B,0.0013588,0.037745339,0.653393082,0.999968515
ENSCAFG00000018951,CDH6,-0.004799105,0.123832045,0.451448242,0.999968515
ENSCAFG00000018952,ARHGEF6,-0.002542281,0.084891791,0.56998052,0.999968515
ENSCAFG00000018956,NA,-0.004905309,0.047804189,0.205866466,0.999968515
ENSCAFG00000018959,EMP2,-0.00225014,0.082229704,0.606282843,0.999968515
ENSCAFG00000018961,PRKAA2,0.001061178,0.056906664,0.742426998,0.999968515
ENSCAFG00000018962,RBMX,-0.002282163,0.028660795,0.466659347,0.999968515
ENSCAFG00000018965,SSH2,-0.003986446,0.0451234,0.268511952,0.999968515
ENSCAFG00000018971,NA,-0.001843802,0.063974858,0.599199118,0.999968515
ENSCAFG00000018974,NA,0.002420567,0.039921041,0.452008962,0.999968515
ENSCAFG00000018976,NSRP1,-0.000303441,0.032592384,0.919775749,0.999968515
ENSCAFG00000018981,C6H16orf72,-0.002029058,0.029290717,0.517688612,0.999968515
ENSCAFG00000018982,MYO5B,-0.005365897,0.110591569,0.332733916,0.999968515
ENSCAFG00000018991,DPP9,0.005276125,0.047865918,0.188609125,0.999968515
ENSCAFG00000018994,DHCR24,0.00148442,0.035890943,0.630953297,0.999968515
ENSCAFG00000018996,CDH10,0.011674251,0.188728358,0.213892011,0.999968515
ENSCAFG00000019000,PARS2,-0.00059253,0.0386767,0.838391012,0.999968515
ENSCAFG00000019002,TTC4,0.002055267,0.033744358,0.524220479,0.999968515
ENSCAFG00000019003,CARHSP1,-0.003271306,0.051388319,0.329507825,0.999968515
ENSCAFG00000019005,BLMH,-0.001789428,0.035124096,0.571501466,0.999968515
ENSCAFG00000019008,MYDGF,0.00234517,0.037132233,0.471396567,0.999968515
ENSCAFG00000019010,PMM2,-0.007096365,0.051513771,0.126682862,0.999968515
ENSCAFG00000019011,TNFAIP8L1,0.004192679,0.047377028,0.248982896,0.999968515
ENSCAFG00000019012,FAM151A,0.002506381,0.065913933,0.484344861,0.999968515
ENSCAFG00000019014,SEMA6B,0.000992663,0.058399492,0.76284053,0.999968515
ENSCAFG00000019015,LRG1,-0.002947468,0.08114247,0.487018868,0.999968515
ENSCAFG00000019016,CPD,-0.002187283,0.034628718,0.501123852,0.999968515
ENSCAFG00000019017,NA,0.001698433,0.03207077,0.590789525,0.999968515
ENSCAFG00000019020,ATP11C,-0.00224348,0.035978846,0.490024195,0.999968515
ENSCAFG00000019021,GOSR1,-0.007247168,0.040364617,0.11452379,0.999968515
ENSCAFG00000019022,ACOT11,0.001985072,0.058299183,0.547056545,0.999968515
ENSCAFG00000019023,NA,0.002733822,0.044179022,0.397863397,0.999968515
ENSCAFG00000019025,NA,-0.009098742,0.139092004,0.184255198,0.999968515
ENSCAFG00000019027,LDOC1,-0.001098829,0.083808808,0.809968768,0.999968515
ENSCAFG00000019030,ABAT,-0.000153298,0.032209594,0.959405195,0.999968515
ENSCAFG00000019033,HDGFL2,-0.000974822,0.027824248,0.744011798,0.999968515
ENSCAFG00000019035,MRPL37,0.001450749,0.030651119,0.640502712,0.999968515
ENSCAFG00000019038,NA,-0.001881234,0.044793172,0.535163721,0.999968515
ENSCAFG00000019042,METTL22,-0.0031469,0.035846615,0.365689703,0.999968515
ENSCAFG00000019044,NA,0.002349814,0.04018093,0.461972272,0.999968515
ENSCAFG00000019045,SSBP3,-0.006671624,0.06733471,0.127637887,0.999968515
ENSCAFG00000019046,NA,0.001139021,0.119949915,0.86335977,0.999968515
ENSCAFG00000019053,CYB5RL,0.001300127,0.031109274,0.674448132,0.999968515
ENSCAFG00000019056,TCEANC2,-0.004031591,0.04409429,0.267708102,0.999968515
ENSCAFG00000019059,UBXN6,-0.004536008,0.03893694,0.24191629,0.999968515
ENSCAFG00000019060,ABR,-0.003030522,0.038508213,0.375762145,0.999968515
ENSCAFG00000019062,DYM,-0.000306472,0.030186224,0.918913005,0.999968515
ENSCAFG00000019063,NA,0.009611643,0.119344044,0.116555709,0.999968515
ENSCAFG00000019064,TMEM59,-0.006619485,0.045436479,0.146538251,0.999968515
