gene,Hugo_Symbol (add = in front),log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000007610,NA,0.00200891,0.034992187,0.531390275,0.999968515
ENSCAFG00000007614,CCNE1,-0.002437357,0.043349569,0.441344664,0.999968515
ENSCAFG00000007617,ST8SIA4,0.002024326,0.085720866,0.658678562,0.999968515
ENSCAFG00000007620,PREX2,0.005944417,0.147126881,0.433153057,0.999968515
ENSCAFG00000007621,C1H19orf12,-0.001672795,0.047510726,0.578858421,0.999968515
ENSCAFG00000007622,NA,-0.003508181,0.036057768,0.326142936,0.999968515
ENSCAFG00000007626,PIK3R1,0.001024032,0.042882013,0.724338439,0.999968515
ENSCAFG00000007627,PLEKHF1,0.004895856,0.083114246,0.25815201,0.999968515
ENSCAFG00000007629,OTUD4,0.001074908,0.030773883,0.725971961,0.999968515
ENSCAFG00000007630,POP4,0.004023283,0.043354645,0.270270825,0.999968515
ENSCAFG00000007631,VSTM2B,-0.00365294,0.109887746,0.524075825,0.999968515
ENSCAFG00000007635,CLSTN2,0.013484002,0.178663034,0.129902231,0.999968515
ENSCAFG00000007636,UQCRFS1,0.0008929,0.032969545,0.769761831,0.999968515
ENSCAFG00000007637,ACSS2,0.007092861,0.075511938,0.121271981,0.999968515
ENSCAFG00000007638,CTR9,0.000299549,0.028717437,0.920014736,0.999968515
ENSCAFG00000007650,NEK1,-0.000350634,0.030534225,0.907429235,0.999968515
ENSCAFG00000007651,DTX4,0.002075965,0.039280898,0.5090233,0.999968515
ENSCAFG00000007652,SPSB4,0.003080098,0.072445742,0.42316973,0.999968515
ENSCAFG00000007653,ST3GAL5,0.006728053,0.074662901,0.132434481,0.999968515
ENSCAFG00000007659,SMAD1,-0.000401694,0.034731169,0.892896418,0.999968515
ENSCAFG00000007661,PXYLP1,0.001823447,0.05211972,0.557849475,0.999968515
ENSCAFG00000007662,ACSL1,1.44E-06,0.036353645,0.999609185,0.999968515
ENSCAFG00000007663,GLYAT,0.003326338,0.080454829,0.42667206,0.999968515
ENSCAFG00000007664,ZBTB38,-0.001381036,0.039005236,0.645516737,0.999968515
ENSCAFG00000007665,ARL6IP4,-0.002371093,0.031630726,0.467122655,0.999968515
ENSCAFG00000007666,EIF4G2,-0.000676775,0.031097051,0.823600855,0.999968515
ENSCAFG00000007668,OGFOD2,0.000312316,0.036333828,0.915440884,0.999968515
ENSCAFG00000007669,CLCN3,0.004039941,0.043553946,0.268519134,0.999968515
ENSCAFG00000007670,SLC30A5,-0.002077672,0.028524331,0.503770536,0.999968515
ENSCAFG00000007671,GSS,-0.000430005,0.028732363,0.885542083,0.999968515
ENSCAFG00000007672,CHD1,-0.00073857,0.030245764,0.807562392,0.999968515
ENSCAFG00000007673,SULF1,-0.005926989,0.148200437,0.43851918,0.999968515
ENSCAFG00000007674,RASA2,0.001187837,0.043457091,0.684494356,0.999968515
ENSCAFG00000007675,NA,-0.001809869,0.024851883,0.527888672,0.999968515
ENSCAFG00000007676,ABCB9,0.003682285,0.065142757,0.313732587,0.999968515
ENSCAFG00000007678,NA,-0.006612888,0.050942906,0.138663495,0.999968515
ENSCAFG00000007679,HPF1,0.000244552,0.027651069,0.933931688,0.999968515
ENSCAFG00000007680,TMEM150A,0.003340991,0.065415562,0.35594934,0.999968515
ENSCAFG00000007681,MFAP3L,0.000849663,0.070394508,0.825905096,0.999968515
ENSCAFG00000007682,MMAA,0.002721396,0.037338864,0.416939094,0.999968515
ENSCAFG00000007685,RNF181,0.004254842,0.039145795,0.261835145,0.999968515
ENSCAFG00000007686,SLCO5A1,-0.00053525,0.065870812,0.883299675,0.999968515
ENSCAFG00000007689,VAMP5,-0.00227318,0.06356135,0.514965158,0.999968515
ENSCAFG00000007690,VTI1B,0.000715781,0.030446587,0.813447673,0.999968515
ENSCAFG00000007692,VAMP8,0.001281185,0.033078917,0.679130905,0.999968515
ENSCAFG00000007693,LPXN,0.00168204,0.060387341,0.617119035,0.999968515
ENSCAFG00000007694,RNF7,-0.003771073,0.037878639,0.301481354,0.999968515
ENSCAFG00000007695,SLMAP,-0.000159651,0.030962274,0.95774536,0.999968515
ENSCAFG00000007698,ZNF827,-0.00706805,0.080946757,0.128929027,0.999968515
ENSCAFG00000007705,NA,-0.002977649,0.037573642,0.384058737,0.999968515
ENSCAFG00000007716,NA,-0.001386934,0.030230746,0.65365687,0.999968515
ENSCAFG00000007717,CENPH,-0.001021198,0.036608063,0.733521562,0.999968515
ENSCAFG00000007718,NA,-0.000130883,0.036402167,0.964419766,0.999968515
ENSCAFG00000007720,GGCX,0.006539252,0.04939938,0.143562402,0.999968515
ENSCAFG00000007728,SLC4A8,0.000366106,0.03857211,0.899270792,0.999968515
ENSCAFG00000007731,ATP1B3,-0.001424728,0.031764445,0.647593507,0.999968515
ENSCAFG00000007735,CENPU,0.001722764,0.03657507,0.58112591,0.999968515
ENSCAFG00000007738,LSM6,-0.003735195,0.041558225,0.297797936,0.999968515
ENSCAFG00000007743,NA,-0.002464927,0.041875033,0.440196435,0.999968515
ENSCAFG00000007745,RIOK2,0.000705466,0.024148663,0.799969742,0.999968515
ENSCAFG00000007746,PRIMPOL,0.001003565,0.03666453,0.737637996,0.999968515
ENSCAFG00000007747,SLC10A7,-0.001491504,0.038062217,0.624036562,0.999968515
ENSCAFG00000007748,CDK7,-0.001958568,0.026241246,0.509455751,0.999968515
ENSCAFG00000007749,MYOF,0.000891807,0.05477562,0.776918096,0.999968515
ENSCAFG00000007750,CASP3,0.000208879,0.031687389,0.944767655,0.999968515
ENSCAFG00000007751,DENND6A,0.001266787,0.037734219,0.673901005,0.999968515
ENSCAFG00000007753,GK5,-0.000670397,0.032011996,0.825273789,0.999968515
ENSCAFG00000007754,USP47,-0.001885417,0.029474972,0.54655475,0.999968515
ENSCAFG00000007755,MAT2A,0.003343995,0.038178593,0.342146732,0.999968515
ENSCAFG00000007757,NA,-0.003561051,0.039109124,0.319141066,0.999968515
ENSCAFG00000007758,GALNT6,-0.000903079,0.071749297,0.818264329,0.999968515
ENSCAFG00000007760,CCDC125,-0.002929149,0.037750661,0.389567653,0.999968515
ENSCAFG00000007766,TAF9,0.004076145,0.032631416,0.254863789,0.999968515
ENSCAFG00000007767,CTNND1,-0.002330135,0.049562629,0.458205049,0.999968515
ENSCAFG00000007768,EDNRA,-0.000778201,0.080795754,0.860374284,0.999968515
ENSCAFG00000007770,LNPEP,0.001073127,0.041463453,0.712959842,0.999968515
ENSCAFG00000007771,RAD17,0.000736718,0.025147971,0.795745879,0.999968515
ENSCAFG00000007773,TMEM184C,-0.00152324,0.037242401,0.61951973,0.999968515
ENSCAFG00000007774,CELA1,0.006921101,0.140837095,0.327257914,0.999968515
ENSCAFG00000007775,NCOA2,-0.002919075,0.036419216,0.392977106,0.999968515
ENSCAFG00000007777,CGGBP1,-0.0078112,0.05406115,0.109209722,0.999968515
ENSCAFG00000007779,PRMT9,-0.001861921,0.040031314,0.545314035,0.999968515
ENSCAFG00000007782,MYH7B,-0.004518278,0.03918299,0.243261908,0.999968515
ENSCAFG00000007785,SMAGP,0.000666684,0.043338426,0.816359896,0.999968515
ENSCAFG00000007786,CHMP2B,-0.00476559,0.045205815,0.219058272,0.999968515
ENSCAFG00000007789,ARHGAP10,0.000749607,0.041211831,0.794841466,0.999968515
ENSCAFG00000007790,POU6F1,0.001125931,0.038334813,0.70505086,0.999968515
ENSCAFG00000007792,PDE12,0.004418461,0.043017424,0.244444544,0.999968515
ENSCAFG00000007795,MED19,-0.006656639,0.04661596,0.144818959,0.999968515
ENSCAFG00000007801,ELMOD3,0.002394057,0.035321753,0.467265518,0.999968515
ENSCAFG00000007805,OCLN,-0.001226452,0.063864984,0.727779245,0.999968515
ENSCAFG00000007807,STOX2,-0.001303308,0.066138384,0.719300641,0.999968515
ENSCAFG00000007808,NA,-0.000234226,0.025873155,0.935059152,0.999968515
ENSCAFG00000007809,RETSAT,0.006060798,0.056766468,0.146815412,0.999968515
ENSCAFG00000007810,ERAP1,-0.001720594,0.038606461,0.576053473,0.999968515
ENSCAFG00000007812,SMN,-0.000600866,0.029826583,0.842170909,0.999968515
ENSCAFG00000007813,NR3C2,0.000208261,0.053009822,0.946081387,0.999968515
ENSCAFG00000007814,LPCAT4,-0.005140467,0.039139674,0.204160461,0.999968515
ENSCAFG00000007815,CLP1,0.001565631,0.033266183,0.618008151,0.999968515
ENSCAFG00000007816,NA,-0.000979589,0.032899779,0.748916285,0.999968515
ENSCAFG00000007817,CCDC62,-0.002524659,0.035517833,0.447423083,0.999968515
ENSCAFG00000007822,BDP1,-0.005955114,0.044639027,0.1690229,0.999968515
ENSCAFG00000007825,TRAPPC11,-0.003857794,0.036801372,0.293236807,0.999968515
ENSCAFG00000007831,TFCP2,0.000208132,0.024610167,0.940862874,0.999968515
ENSCAFG00000007832,TCF7L1,-0.001771842,0.054932167,0.577419923,0.999968515
ENSCAFG00000007837,KNTC1,-0.005199833,0.050453998,0.187048996,0.999968515
ENSCAFG00000007838,SERPING1,0.000661356,0.076131438,0.874155426,0.999968515
ENSCAFG00000007839,UBE2L6,-0.003001895,0.033777755,0.380794526,0.999968515
ENSCAFG00000007840,NA,-0.001319018,0.041897895,0.654630227,0.999968515
ENSCAFG00000007845,DKK3,0.000103351,0.078869184,0.981002408,0.999968515
ENSCAFG00000007847,TIMM10,0.001211625,0.033612724,0.694320217,0.999968515
ENSCAFG00000007851,HMGB2,-0.002148205,0.040575712,0.493254941,0.999968515
ENSCAFG00000007852,RSRC2,-0.002802583,0.031820379,0.401103858,0.999968515
ENSCAFG00000007853,SAP30,-0.00072325,0.034037495,0.810743952,0.999968515
ENSCAFG00000007854,CAST,-0.001544249,0.036425312,0.617246087,0.999968515
ENSCAFG00000007858,HAND2,-0.000191192,0.103044034,0.97323775,0.999968515
ENSCAFG00000007859,ZCCHC8,-0.002564266,0.032082457,0.437775903,0.999968515
ENSCAFG00000007860,CSRNP2,-0.001683304,0.038410663,0.583916791,0.999968515
ENSCAFG00000007864,NA,0.000428221,0.033912516,0.886525821,0.999968515
ENSCAFG00000007865,NA,-0.004321852,0.047876087,0.239368945,0.999968515
ENSCAFG00000007866,TRAM1,0.000314458,0.02797659,0.915458425,0.999968515
ENSCAFG00000007867,MICAL2,-0.002670803,0.070848566,0.480070211,0.999968515
ENSCAFG00000007868,LACTB2,0.003405414,0.03868724,0.334985775,0.999968515
ENSCAFG00000007869,NA,-0.000168574,0.033541838,0.955145617,0.999968515
ENSCAFG00000007870,DCLK2,-0.001532875,0.066004925,0.671015122,0.999968515
ENSCAFG00000007871,KCMF1,0.00453082,0.040209518,0.24229376,0.999968515
ENSCAFG00000007872,LETMD1,0.00170389,0.029141547,0.581948761,0.999968515
ENSCAFG00000007874,FBXO8,-6.31E-06,0.032612651,0.998325251,0.999968515
ENSCAFG00000007875,TMSB10,0.000221822,0.043640061,0.937993969,0.999968515
ENSCAFG00000007876,TRABD2A,0.005802295,0.077995026,0.179348762,0.999968515
ENSCAFG00000007878,SLC43A3,-0.005606739,0.065912357,0.168575094,0.999968515
ENSCAFG00000007880,RWDD4,0.00194451,0.032265687,0.543452673,0.999968515
ENSCAFG00000007881,CEP55,0.000772033,0.033651609,0.79893299,0.999968515
ENSCAFG00000007882,PCSK1,0.004101599,0.11251259,0.480651826,0.999968515
ENSCAFG00000007884,ING2,0.003960841,0.0307757,0.251593842,0.999968515
ENSCAFG00000007885,SLC12A6,0.001162496,0.036070719,0.701452354,0.999968515
ENSCAFG00000007887,MCCC2,0.003276361,0.031893381,0.337746018,0.999968515
ENSCAFG00000007889,CEP44,-9.64E-05,0.02906118,0.974261496,0.999968515
ENSCAFG00000007890,CDKN2AIP,-0.002658082,0.032319156,0.424336194,0.999968515
ENSCAFG00000007891,HPGD,0.014904017,0.202996169,0.141887481,0.999968515
ENSCAFG00000007893,RBP4,0.00238098,0.080005349,0.573950895,0.999968515
ENSCAFG00000007894,EYA1,0.001316745,0.07416721,0.74378747,0.999968515
ENSCAFG00000007895,PARVA,-0.001281076,0.07143949,0.741910776,0.999968515
ENSCAFG00000007897,PLS1,0.000932669,0.044961648,0.747958391,0.999968515
ENSCAFG00000007898,CLIP1,-0.001586995,0.034186209,0.612834169,0.999968515
ENSCAFG00000007900,ELL2,-0.003561497,0.043878603,0.306671233,0.999968515
ENSCAFG00000007902,SLC11A2,0.000509986,0.034923972,0.86438344,0.999968515
ENSCAFG00000007903,ROBO1,-0.001720353,0.101500364,0.755210212,0.999968515
ENSCAFG00000007905,GLRX,0.002920798,0.052251527,0.373688103,0.999968515
ENSCAFG00000007906,WWC2,0.000422768,0.066924089,0.909084509,0.999968515
ENSCAFG00000007907,LRBA,-0.001992882,0.045941795,0.514244141,0.999968515
ENSCAFG00000007909,RHOBTB3,-0.001667382,0.037509806,0.589522837,0.999968515
ENSCAFG00000007912,TRPC4AP,-0.001720011,0.024309777,0.542568162,0.999968515
ENSCAFG00000007913,RFESD,0.000769558,0.056278824,0.810253547,0.999968515
ENSCAFG00000007914,ARSK,-0.002445274,0.048125949,0.437989647,0.999968515
ENSCAFG00000007915,PCOLCE2,-0.002150603,0.055159217,0.503818896,0.999968515
ENSCAFG00000007917,DNAH6,0.003481794,0.074764554,0.377277138,0.999968515
ENSCAFG00000007918,NA,0.000476017,0.032549233,0.874800825,0.999968515
ENSCAFG00000007919,NA,0.001801788,0.034493866,0.570109196,0.999968515
ENSCAFG00000007923,MSC,-0.001125937,0.092620398,0.824054301,0.999968515
ENSCAFG00000007927,TTC37,-0.000193442,0.023886616,0.944142016,0.999968515
ENSCAFG00000007928,ATF1,0.005166378,0.039771707,0.203900927,0.999968515
ENSCAFG00000007929,FRA10AC1,-0.002992957,0.037907584,0.381550928,0.999968515
ENSCAFG00000007932,EDEM2,0.001642668,0.031198946,0.600922676,0.999968515
ENSCAFG00000007933,DIABLO,-0.000642316,0.030694804,0.83217008,0.999968515
ENSCAFG00000007938,B3GNT4,-0.002483216,0.049275676,0.433077083,0.999968515
ENSCAFG00000007939,KCNB2,-0.006748605,0.122763614,0.2668942,0.999968515
ENSCAFG00000007942,NA,-0.000403267,0.034110952,0.892923868,0.999968515
ENSCAFG00000007945,PROCR,0.001130058,0.054900308,0.720185188,0.999968515
ENSCAFG00000007947,SSRP1,-0.00588304,0.041790289,0.171477943,0.999968515
ENSCAFG00000007948,FDFT1,0.00130632,0.039784176,0.660531916,0.999968515
ENSCAFG00000007950,MAP1B,-0.001768705,0.076660962,0.667743376,0.999968515
ENSCAFG00000007952,APPL1,-0.001448865,0.031183613,0.641774415,0.999968515
ENSCAFG00000007953,NEIL2,-0.003528202,0.04603705,0.305267062,0.999968515
ENSCAFG00000007954,TNKS1BP1,-0.001148925,0.044576385,0.694133679,0.999968515
ENSCAFG00000007956,ROBO2,0.005845927,0.125303386,0.353585171,0.999968515
ENSCAFG00000007957,NA,0.000727454,0.033818315,0.809907845,0.999968515
ENSCAFG00000007959,EMC4,0.004505167,0.041183647,0.242861369,0.999968515
ENSCAFG00000007965,MLXIP,-0.00360461,0.050266317,0.294442747,0.999968515
ENSCAFG00000007966,MMP24,-0.000515927,0.061497437,0.880647751,0.999968515
ENSCAFG00000007967,MRPS27,0.001740236,0.029014918,0.573817104,0.999968515
ENSCAFG00000007970,FAM167A,-0.006653915,0.141752058,0.352372066,0.999968515
ENSCAFG00000007971,KATNBL1,0.000357957,0.026635153,0.902172062,0.999968515
ENSCAFG00000007972,NA,-0.002077494,0.034032813,0.520240092,0.999968515
ENSCAFG00000007973,U2SURP,-0.002072191,0.026200446,0.485851732,0.999968515
ENSCAFG00000007975,TERF1,0.003760647,0.042026675,0.294389051,0.999968515
ENSCAFG00000007976,TEAD1,0.000217594,0.068711897,0.954305109,0.999968515
ENSCAFG00000007982,PTCD2,-0.000656854,0.023096628,0.808633399,0.999968515
ENSCAFG00000007983,MCTP1,0.011698623,0.146896668,0.113246956,0.999968515
ENSCAFG00000007985,PLCE1,-0.003008492,0.090852741,0.525731227,0.999968515
ENSCAFG00000007986,ZNF366,0.001521797,0.071712501,0.695380079,0.999968515
ENSCAFG00000007987,SUCLG1,0.005790402,0.044507057,0.175262177,0.999968515
ENSCAFG00000007990,RPS3A,-0.002911337,0.037228374,0.392784233,0.999968515
ENSCAFG00000008000,EIF6,0.006630864,0.046426496,0.145710125,0.999968515
ENSCAFG00000008008,NA,-0.002728569,0.036590255,0.41741064,0.999968515
ENSCAFG00000008011,FAM83C,-0.000292192,0.042232887,0.918317802,0.999968515
ENSCAFG00000008016,UQCC1,0.006211886,0.047625831,0.156072875,0.999968515
ENSCAFG00000008018,NA,0.010048351,0.165519993,0.219915789,0.999968515
ENSCAFG00000008019,SH3D19,-0.006009768,0.068251713,0.152858599,0.999968515
ENSCAFG00000008021,RPL7,0.002557437,0.042071904,0.426335732,0.999968515
ENSCAFG00000008022,CFAP251,-0.004904577,0.048784214,0.203991338,0.999968515
ENSCAFG00000008023,IL17RD,-0.000787528,0.052612498,0.797539853,0.999968515
ENSCAFG00000008033,NOC3L,0.001590957,0.028273715,0.601930719,0.999968515
ENSCAFG00000008034,SLF1,-0.004001591,0.039050935,0.281258249,0.999968515
ENSCAFG00000008037,CEP250,0.003521135,0.051303846,0.302778592,0.999968515
ENSCAFG00000008038,PSMD9,-0.004677132,0.03955669,0.232958764,0.999968515
ENSCAFG00000008039,DIP2B,0.002350146,0.032171457,0.472200633,0.999968515
ENSCAFG00000008047,NA,2.64E-05,0.03486492,0.992910766,0.999968515
ENSCAFG00000008051,KIAA0825,-0.001807808,0.036323382,0.565466727,0.999968515
ENSCAFG00000008056,RYR3,-0.001059421,0.060948151,0.755173828,0.999968515
ENSCAFG00000008058,MTMR9,0.000985996,0.023376729,0.718678757,0.999968515
ENSCAFG00000008060,NA,0.003402822,0.034609646,0.334752521,0.999968515
ENSCAFG00000008061,ARHGEF3,-0.001945375,0.040376905,0.529104153,0.999968515
ENSCAFG00000008062,NA,0.004986064,0.043485116,0.211788051,0.999968515
ENSCAFG00000008064,FAM172A,0.002129624,0.038372872,0.502578251,0.999968515
ENSCAFG00000008068,TBC1D12,0.00198558,0.032927266,0.536523264,0.999968515
ENSCAFG00000008071,FAM160A1,0.003584672,0.091912165,0.448501064,0.999968515
ENSCAFG00000008077,STAU2,-0.003667423,0.034693673,0.306693811,0.999968515
ENSCAFG00000008081,TNPO1,0.001841725,0.0314541,0.561641719,0.999968515
ENSCAFG00000008082,RASSF10,0.000291069,0.093204237,0.954832261,0.999968515
ENSCAFG00000008083,TASOR,0.000953212,0.030684116,0.754984536,0.999968515
ENSCAFG00000008085,ERGIC3,-0.000824668,0.023191332,0.761848591,0.999968515
ENSCAFG00000008090,HELLS,0.000457449,0.028992054,0.878588069,0.999968515
ENSCAFG00000008092,NRIP1,0.001295537,0.045676802,0.660168229,0.999968515
ENSCAFG00000008093,HPD,-0.000711415,0.03899172,0.806849809,0.999968515
ENSCAFG00000008095,ARNTL,-0.001962598,0.037052073,0.535184417,0.999968515
ENSCAFG00000008099,CYP2C18,-0.000794143,0.049780771,0.790131485,0.999968515
ENSCAFG00000008101,PLOD2,-0.004612052,0.059180309,0.218356859,0.999968515
ENSCAFG00000008109,NA,0.001843976,0.040093055,0.548526066,0.999968515
ENSCAFG00000008112,CCDC66,-0.000932422,0.033029253,0.760154266,0.999968515
ENSCAFG00000008117,NA,0.00150077,0.029946937,0.628003522,0.999968515
ENSCAFG00000008118,ARRDC3,-0.000609096,0.039372736,0.833285801,0.999968515
ENSCAFG00000008119,NA,0.00267206,0.033887414,0.425947945,0.999968515
ENSCAFG00000008121,NA,0.0039036,0.056134645,0.270450341,0.999968515
ENSCAFG00000008123,TENM3,0.004517849,0.10710358,0.406501855,0.999968515
ENSCAFG00000008140,ERC2,-0.011362323,0.175415893,0.190640465,0.999968515
ENSCAFG00000008141,FBXW7,-0.004145829,0.045887887,0.255203166,0.999968515
ENSCAFG00000008143,MSRA,0.004639681,0.077136824,0.25914851,0.999968515
ENSCAFG00000008152,ELOC,0.003460082,0.040891715,0.324227224,0.999968515
ENSCAFG00000008154,NA,0.007150988,0.085075357,0.13245177,0.999968515
ENSCAFG00000008156,GCFC2,-0.000696782,0.029925494,0.817814117,0.999968515
ENSCAFG00000008159,PLSCR4,-0.000760109,0.048200789,0.796212861,0.999968515
ENSCAFG00000008160,NA,-0.000762719,0.035081775,0.79956284,0.999968515
ENSCAFG00000008164,TMEM154,0.002002519,0.073918812,0.613042951,0.999968515
ENSCAFG00000008166,BTBD10,0.00024923,0.03031482,0.934017205,0.999968515
ENSCAFG00000008167,SETD1B,-0.000800809,0.030037053,0.791787812,0.999968515
ENSCAFG00000008168,TIGD4,-0.001676758,0.039882871,0.581463987,0.999968515
ENSCAFG00000008170,JPH1,0.002212263,0.088944381,0.640650206,0.999968515
ENSCAFG00000008174,LARP4,0.002539614,0.033390194,0.444777278,0.999968515
ENSCAFG00000008175,MRPL19,0.007310045,0.056070333,0.114853735,0.999968515
ENSCAFG00000008180,FCHO2,-0.003077308,0.04113425,0.363080375,0.999968515
ENSCAFG00000008181,PLSCR1,0.000342379,0.048743756,0.907413203,0.999968515
ENSCAFG00000008185,ARFIP1,9.82E-05,0.027452972,0.973374972,0.999968515
ENSCAFG00000008186,NA,0.004163949,0.038917052,0.268699744,0.999968515
ENSCAFG00000008188,RHOF,-0.002796747,0.037201597,0.407338045,0.999968515
ENSCAFG00000008191,SPAG4,-0.001616762,0.041112591,0.59111673,0.999968515
ENSCAFG00000008193,PI15,0.001195282,0.115633796,0.851207575,0.999968515
ENSCAFG00000008194,ZIC4,-0.003748769,0.109825947,0.511836738,0.999968515
ENSCAFG00000008198,KIF13B,-0.007257563,0.055518931,0.116654897,0.999968515
ENSCAFG00000008199,FMN1,-0.00388266,0.055435452,0.271514523,0.999968515
ENSCAFG00000008203,TMEM120B,-0.00097215,0.031874691,0.750979624,0.999968515
ENSCAFG00000008205,AGTR1,0.000812353,0.117195056,0.900241554,0.999968515
ENSCAFG00000008212,BTF3,0.000162216,0.028129913,0.956360114,0.999968515
ENSCAFG00000008214,FHDC1,0.010920945,0.143651533,0.127809165,0.999968515
ENSCAFG00000008215,USP25,-0.001751241,0.040469991,0.565424363,0.999968515
ENSCAFG00000008218,ADGRV1,-0.0035786,0.089712516,0.438212982,0.999968515
ENSCAFG00000008221,NA,0.005467322,0.043834929,0.189077649,0.999968515
ENSCAFG00000008224,ANKRA2,0.000629701,0.03068648,0.835372962,0.999968515
ENSCAFG00000008227,MORN3,-0.005311972,0.086843724,0.237318959,0.999968515
ENSCAFG00000008230,LIMA1,-0.001054155,0.041295324,0.717729824,0.999968515
ENSCAFG00000008233,ORAI1,-0.000670951,0.031370369,0.825133868,0.999968515
ENSCAFG00000008234,DLA-79,0.002151669,0.10300617,0.698481144,0.999968515
ENSCAFG00000008236,NA,0.006940651,0.040044352,0.123751669,0.999968515
ENSCAFG00000008237,HMBOX1,-0.003298691,0.043921589,0.331981777,0.999968515
ENSCAFG00000008245,FAR1,0.001638175,0.035667218,0.599944844,0.999968515
ENSCAFG00000008246,CRISPLD1,-0.002299917,0.110345983,0.699727428,0.999968515
ENSCAFG00000008248,ACTR8,-0.000597939,0.026719755,0.837873172,0.999968515
ENSCAFG00000008249,GYG1,-0.005144355,0.046714373,0.196971762,0.999968515
ENSCAFG00000008250,UTP15,0.002926632,0.033044144,0.388618122,0.999968515
ENSCAFG00000008253,ACTA1,-0.000848327,0.035720789,0.777260689,0.999968515
ENSCAFG00000008256,RBM12,0.00044627,0.022447958,0.866937101,0.999968515
ENSCAFG00000008260,NA,-0.003456064,0.050622763,0.309196547,0.999968515
ENSCAFG00000008262,CERS5,0.000810245,0.029436183,0.788667245,0.999968515
ENSCAFG00000008263,INTS9,-0.002041743,0.035421059,0.524939673,0.999968515
ENSCAFG00000008270,SORBS1,-0.008691667,0.117644336,0.143262268,0.999968515
ENSCAFG00000008273,NA,0.002755684,0.034598726,0.414869445,0.999968515
