gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000001345,DESI1,11765.64326,0.02761,0.105405293,0.012611587,0.738715248
ENSCAFG00000010865,GPR149,23800.11908,0.027417647,0.109699836,0.014036843,0.767157803
ENSCAFG00000018324,SPSB2,875.9967769,0.027397261,0.118999248,0.015929511,0.799681659
ENSCAFG00000002110,PAX4,88.90501389,0.026672716,0.306986013,0.029541631,0.976493432
ENSCAFG00000004448,NA,644.6042945,0.026592423,0.113400016,0.015937183,0.799681659
ENSCAFG00000015489,SLC26A6,84.461322,0.02635959,0.241368554,0.018654596,0.826162705
ENSCAFG00000009166,IL37,128.5758349,0.026311918,0.263104294,0.0221963,0.9096776
ENSCAFG00000006456,THBD,2181.992249,0.026098732,0.113848547,0.016647465,0.806840021
ENSCAFG00000046856,NA,5.195155075,0.025947252,0.184363927,0.013809215,0.767157803
ENSCAFG00000003165,AHR,240.7705315,0.025893255,0.121624157,0.017621238,0.817245913
ENSCAFG00000002645,SPATA6L,168.9293595,0.025874042,0.205710382,0.01525627,0.799277003
ENSCAFG00000049872,CILP2,3.831702963,0.025787521,0.255318026,0.021950531,0.9096776
ENSCAFG00000020374,SMIM20,249.1127862,0.025763655,0.212855399,0.016072123,0.799681659
ENSCAFG00000012784,CDKAL1,819.8716412,0.025685114,0.105985924,0.015269268,0.799277003
ENSCAFG00000002432,CNTFR,292.6340548,0.025475614,0.245280706,NA,NA
ENSCAFG00000047233,NA,14.7263449,0.02545641,0.16296784,0.013915336,0.767157803
ENSCAFG00000004568,OR6W1,851.2398956,0.025043978,0.253137983,0.023202057,0.910741175
ENSCAFG00000011177,SPOCK3,67.23050877,0.024959241,0.204641827,NA,NA
ENSCAFG00000025850,IGDCC3,7.392680371,0.02485953,0.1807418,0.014756999,0.785979644
ENSCAFG00000028852,CLN6,20.79089898,0.024856623,0.251706908,NA,NA
ENSCAFG00000018961,KIFAP3,43.32751091,0.024822472,0.224447703,0.018949937,0.832121458
ENSCAFG00000004599,PTH2,2378.390013,0.024724582,0.144984936,0.015372323,0.799277003
ENSCAFG00000016329,SNED1,141.6957133,0.024676322,0.122716638,0.018636854,0.826162705
ENSCAFG00000005114,BBS7,28.02422754,0.024500121,0.236462772,0.0214426,0.900290538
ENSCAFG00000001048,NA,5344.100647,0.024155876,0.109967778,0.018587954,0.826162705
ENSCAFG00000019952,DLG4,160.8273068,0.024144499,0.242270344,NA,NA
ENSCAFG00000024646,FAM117A,142.3441946,0.024062916,0.249145508,0.024817375,0.936591445
ENSCAFG00000010488,AQP6,440.7916388,0.023944488,0.125116167,0.018858003,0.831130643
ENSCAFG00000028634,POU3F4,8.260227998,0.023737375,0.167243794,0.015502118,0.799277003
ENSCAFG00000020408,TNFRSF1B,21.88410515,0.023701554,0.28408152,NA,NA
ENSCAFG00000005519,TCAIM,952.2925256,0.023666604,0.108294071,0.018990896,0.832121458
ENSCAFG00000004360,GPR63,2776.200499,0.023402952,0.155801104,0.015811119,0.799681659
ENSCAFG00000031857,ERAL1,392.8060355,0.022662144,0.113732809,0.021175618,0.894061865
ENSCAFG00000020337,NA,3701.732849,0.021916263,0.091343906,0.016046051,0.799681659
ENSCAFG00000030472,MAPK7,16.18955178,0.021649724,0.262906853,0.036005161,0.999985015
ENSCAFG00000026225,RLIM,197.8527736,0.021602422,0.152699163,0.017825812,0.821677245
ENSCAFG00000002403,C11H9orf24,44.43818451,0.02135952,0.243191304,0.031782716,0.999985015
ENSCAFG00000015414,HYOU1,3196.777151,0.021296307,0.130657637,0.019707193,0.857763696
ENSCAFG00000015221,TRIM27,7291.903954,0.0212223,0.108021868,0.023082621,0.910741175
ENSCAFG00000005866,TENM4,7335.180094,0.021213213,0.110605837,0.023201018,0.910741175
ENSCAFG00000032405,CTIF,821.9141642,0.020975495,0.160827401,NA,NA
ENSCAFG00000007293,BIRC6,345.625853,0.020932898,0.245276167,0.033995073,0.999985015
ENSCAFG00000005403,NA,192.351185,0.020911647,0.255491339,NA,NA
ENSCAFG00000046241,NA,70.66780477,0.020801707,0.204262237,NA,NA
ENSCAFG00000004830,PLEKHA4,4217.597787,0.020689454,0.107775744,0.023987906,0.925258054
ENSCAFG00000005675,GPALPP1,1740.709733,0.020684621,0.184965175,0.021669779,0.904788319
ENSCAFG00000003776,SLC4A4,4775.061545,0.020570064,0.163306703,0.019689193,0.857763696
ENSCAFG00000012445,ARMH3,30.60342591,0.020403608,0.203506347,0.025537321,0.944784998
ENSCAFG00000030769,HTR4,1133.339743,0.020234241,0.107409755,0.024767022,0.936591445
ENSCAFG00000006762,CMTM6,31.64799651,0.020198213,0.211534185,0.027921518,0.962660499
ENSCAFG00000018482,GNB3,716.2313577,0.020141838,0.120948044,0.022621276,0.9096776
ENSCAFG00000043478,MAF,67.79953332,0.0200895,0.091925136,0.020418971,0.873553389
ENSCAFG00000016515,MPZ,482.1167607,0.019884826,0.21069118,0.028784621,0.96720564
ENSCAFG00000001037,NA,6.753755244,0.019790944,0.198763783,0.02640454,0.95672028
ENSCAFG00000043091,NA,2925.552217,0.01965943,0.112659975,0.025041223,0.936591445
ENSCAFG00000002348,GABRG1,24.37272381,0.019559353,0.242497338,0.039284024,0.999985015
ENSCAFG00000000102,DGKA,12836.02426,0.019550338,0.093301145,0.022526045,0.9096776
ENSCAFG00000011047,RPRD1B,23.26195322,0.019524254,0.243140192,0.039666857,0.999985015
ENSCAFG00000040186,OAZ1,19.18871244,0.019448301,0.239574133,0.038884628,0.999985015
ENSCAFG00000006431,ST6GALNAC1,3920.659732,0.019226428,0.099531886,0.025824416,0.944784998
ENSCAFG00000020082,FOXK1,318.1994182,0.019189413,0.191984612,0.026882736,0.962660499
ENSCAFG00000003885,PTBP3,1782.341053,0.019023276,0.10381728,0.02696816,0.962660499
ENSCAFG00000000136,ANKRD52,35243.97003,0.018956392,0.097167118,0.025814948,0.944784998
ENSCAFG00000001355,MTSS1,759.0603841,0.018944511,0.103366957,0.027112558,0.962660499
ENSCAFG00000012306,OPCML,343.0084232,0.018935127,0.250358326,NA,NA
ENSCAFG00000030400,CCL3,126.2761682,0.018867452,0.223482689,0.036517914,0.999985015
ENSCAFG00000006193,DMAC2,1171.532389,0.018867368,0.111354887,0.026310938,0.95672028
ENSCAFG00000030681,PCYOX1L,131.1976057,0.018832873,0.094683189,0.025197637,0.937976738
ENSCAFG00000022269,PLOD1,48.31659601,0.018674982,0.124786678,0.023496824,0.917532703
ENSCAFG00000000141,NA,14775.16161,0.018523764,0.102539794,0.027986367,0.962660499
ENSCAFG00000046934,NA,4551.729988,0.018499745,0.102336424,0.028030758,0.962660499
ENSCAFG00000032590,NA,80.73362625,0.01836604,0.246951511,NA,NA
ENSCAFG00000024183,STK10,1081.825217,0.01817489,0.09678183,0.027907273,0.962660499
ENSCAFG00000012762,CTSE,157.8031811,0.018120124,0.137273555,0.023378967,0.91530173
ENSCAFG00000013690,TCERG1L,219.1510425,0.017979757,0.127516877,0.024187301,0.925258054
ENSCAFG00000025347,PPP4C,1114.029822,0.017920711,0.0923912,0.026988582,0.962660499
ENSCAFG00000000965,GTSE1,977.800252,0.017909674,0.099578765,0.02922717,0.972496993
ENSCAFG00000019922,UBE2K,2274.341128,0.017761058,0.091873065,0.027271305,0.962660499
ENSCAFG00000023928,RBM25,263.2598992,0.017691908,0.267170571,0.059268572,0.999985015
ENSCAFG00000044585,SLC12A4,152.2226441,0.01767781,0.263449369,NA,NA
ENSCAFG00000007082,CHD8,3.946015335,0.017551869,0.19050831,0.032639345,0.999985015
ENSCAFG00000008364,LRRC18,66.61959086,0.017341893,0.115044827,0.027351716,0.962660499
ENSCAFG00000017840,C18H7orf57,1491.206776,0.017228182,0.078971458,0.020850525,0.882808873
ENSCAFG00000004266,FIGNL1,285.8913923,0.017226048,0.10647365,0.029921589,0.985017922
ENSCAFG00000031203,NNT,242.6027937,0.017210086,0.092637868,0.02950975,0.976493432
ENSCAFG00000030184,TECPR2,185.1968632,0.016987161,0.091925778,0.029997642,0.985085959
ENSCAFG00000025916,CIPC,26.47670738,0.016940679,0.118205702,0.027307826,0.962660499
ENSCAFG00000002667,TPM2,25.58301313,0.016922185,0.100524303,0.031685508,0.999985015
ENSCAFG00000005016,EMP3,1413.093045,0.016843607,0.092298309,0.030670408,0.999985015
ENSCAFG00000015087,HSCB,163.9804226,0.016802181,0.176173364,0.032099014,0.999985015
ENSCAFG00000004901,NA,307.6896985,0.016781584,0.115877044,0.028060461,0.962660499
ENSCAFG00000009588,SLCO6A1,840.2719338,0.016781494,0.081481222,0.024283388,0.925258054
ENSCAFG00000008584,ARHGAP33,35.29985926,0.016622395,0.226651633,0.051152491,0.999985015
ENSCAFG00000011503,LOXL2,974.7806604,0.016609623,0.089305345,0.030155915,0.988130679
ENSCAFG00000003907,ZNF292,660.6482751,0.016577224,0.105766984,0.031218108,0.999985015
ENSCAFG00000015550,AP1S2,3.600316631,0.016559263,0.170000832,0.031631604,0.999985015
ENSCAFG00000020218,NDUFB7,763.2441313,0.016394002,0.091118997,0.031863482,0.999985015
ENSCAFG00000007668,RAB20,416.8328101,0.016349908,0.101393953,0.032835217,0.999985015
ENSCAFG00000004698,PCDH18,1586.897828,0.016333248,0.09473532,0.033158722,0.999985015
ENSCAFG00000012767,RIPK4,476.3725217,0.016234886,0.083728457,0.028150483,0.962660499
ENSCAFG00000004702,SLC41A3,1795.620183,0.016217455,0.091392563,0.032652148,0.999985015
ENSCAFG00000029635,ANKS4B,13411.09369,0.016188877,0.095714092,0.033745595,0.999985015
ENSCAFG00000048775,NA,9.093103814,0.016121934,0.144622655,0.028812279,0.96720564
ENSCAFG00000006639,NA,3740.27131,0.016113228,0.099720343,0.033710465,0.999985015
ENSCAFG00000043730,LDHD,1322.977047,0.016061444,0.093711282,0.03389782,0.999985015
ENSCAFG00000000710,NOX3,242.7543361,0.016045374,0.241405913,NA,NA
