gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000011838,GNAO1,94.79296625,-0.012379461,0.228107825,0.47957001,0.974090302
ENSCAFG00000016518,CEP350,14.5752771,-0.012385453,0.131849785,0.393666456,0.953456638
ENSCAFG00000009276,CFAP20DC,5155.983197,-0.012387075,0.111288412,0.46034707,0.970903161
ENSCAFG00000030077,FAM181A,42.13722422,-0.012395861,0.155210395,0.39091468,0.953456638
ENSCAFG00000009574,GPATCH1,631.9962555,-0.012408884,0.100489534,0.614817498,0.991046115
ENSCAFG00000048580,NA,9.460696384,-0.012409135,0.154656836,0.390194842,0.953456638
ENSCAFG00000007392,PURA,285.4811878,-0.012412138,0.095295563,0.695998894,0.995206357
ENSCAFG00000003828,KLK6,1850.051586,-0.012415316,0.099326287,0.636998513,0.994115698
ENSCAFG00000017059,NPL,1648.811747,-0.012420292,0.095722397,0.690980473,0.995206357
ENSCAFG00000008990,DENND2B,1059.663636,-0.012421985,0.105652501,NA,NA
ENSCAFG00000000647,ATP6V1G2,499.615767,-0.012428365,0.102246651,0.578919148,0.986671901
ENSCAFG00000007624,FERMT1,29.94735864,-0.012432831,0.187403279,0.421740236,0.961814115
ENSCAFG00000015141,ANKRD13D,870.8919407,-0.012434916,0.094217011,0.706481863,0.995206357
ENSCAFG00000029014,PRDX2,24.42779009,-0.012435679,0.10211224,0.581409126,0.987107956
ENSCAFG00000031643,ARHGEF37,7.462227182,-0.012439062,0.121220251,0.411625769,0.959726128
ENSCAFG00000002040,TFEB,991.4561792,-0.012440676,0.192614156,0.42834232,0.964022606
ENSCAFG00000041031,FAM151A,49.88616583,-0.012446951,0.142764224,0.386163748,0.953456638
ENSCAFG00000003380,LMBRD1,151.7331221,-0.012451223,0.129271981,0.394829499,0.953456638
ENSCAFG00000004241,NA,854.3083706,-0.012466418,0.096762168,0.676824074,0.995206357
ENSCAFG00000005790,MMACHC,1546.922744,-0.012471936,0.097788774,0.661763363,0.995206357
ENSCAFG00000003498,NA,251.7841951,-0.01247445,0.098254833,0.654242527,0.995206357
ENSCAFG00000011844,WRNIP1,19.01308051,-0.012477289,0.155846072,0.388677144,0.953456638
ENSCAFG00000009337,FAT1,2332.183916,-0.012480956,0.116113267,0.429183131,0.964272142
ENSCAFG00000017060,TAGLN,1705.351833,-0.012483279,0.092602422,0.719073752,0.995949216
ENSCAFG00000004507,C7orf25,5.111586496,-0.012484597,0.111828868,0.453694001,0.970427793
ENSCAFG00000004856,DLD,64.27240771,-0.012504566,0.19520785,NA,NA
ENSCAFG00000023729,C2H1orf158,782.5535626,-0.012510625,0.096969859,0.672937338,0.995206357
ENSCAFG00000032627,VAPA,294.5939588,-0.012512192,0.116995625,0.424410845,0.962655085
ENSCAFG00000025409,IGBP1,575.1174819,-0.012514921,0.096829911,0.674775447,0.995206357
ENSCAFG00000026679,ARMC5,28.74689079,-0.012519806,0.103323516,0.555638107,0.985611104
ENSCAFG00000000231,SEMA6A,1527.719678,-0.012521177,0.093510071,0.710984138,0.995727656
ENSCAFG00000021325,RADIL,3.225750889,-0.012521586,0.135525496,0.386559695,0.953456638
ENSCAFG00000028484,LTBP2,303.7390598,-0.012530144,0.094967559,0.696914808,0.995206357
ENSCAFG00000007416,IDO1,918.9028684,-0.012534815,0.100672279,0.607927223,0.989156557
ENSCAFG00000010573,OR4S1,3617.460399,-0.012547517,0.099940082,0.622075714,0.993917463
