gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000010924,PAQR3,54.00323056,3.722225233,1.243406592,1.51E-05,0.011537955
ENSCAFG00000013228,MXI1,15.25415749,3.633887193,1.854935217,6.05E-05,0.027019407
ENSCAFG00000009306,DZIP1L,36.69778473,3.595864854,2.33975809,0.000105759,0.036457701
ENSCAFG00000041972,ZC3H18,15.70429112,3.591882756,0.877946856,2.71E-06,0.003795398
ENSCAFG00000002145,ANXA1,16.46331474,3.362018483,0.920976298,5.86E-06,0.006457119
ENSCAFG00000017482,DLAT,80.7834456,3.352058199,2.439664222,0.000141865,0.042106576
ENSCAFG00000011499,F2RL2,236.1467018,3.297911283,0.356595065,1.46E-20,2.25E-16
ENSCAFG00000017746,SLC4A1,198.1268197,3.215266114,2.024456758,NA,NA
ENSCAFG00000008382,KIRREL2,32.75113778,3.206434078,2.252047592,0.000140962,0.042106576
ENSCAFG00000005731,CNOT10,31.09546587,3.205303362,1.103644438,1.72E-05,0.011537955
ENSCAFG00000023636,ARHGEF2,118.525425,3.115482585,2.504976981,0.000183446,0.046349356
ENSCAFG00000041632,VAV2,30.67864641,3.094333127,0.799290341,3.98E-06,0.005125108
ENSCAFG00000011807,SPARCL1,45.35820828,2.953315677,1.393053758,5.09E-05,0.025368666
ENSCAFG00000017664,MDGA2,533.1035197,2.874974185,2.425359362,0.000219785,0.051396273
ENSCAFG00000004591,NOCT,46.50494614,2.866902066,2.21489946,0.00018872,0.046349356
ENSCAFG00000004047,NA,7.743144155,2.752651176,2.089689401,0.000187028,0.046349356
ENSCAFG00000008575,GAS2L3,265.7891309,2.609903798,1.984275107,0.000192196,0.046349356
ENSCAFG00000032287,FZR1,42.66305975,2.601967399,2.531177843,0.000302833,0.064026298
ENSCAFG00000005766,PLK3,566.6417856,2.463698183,2.819630719,NA,NA
ENSCAFG00000001623,CTNNA1,43.15822766,2.375139101,2.445933569,0.000365999,0.073361488
ENSCAFG00000014200,LMNTD1,90.89890552,2.309794227,0.455647069,1.63E-07,0.000479641
ENSCAFG00000024732,SGF29,43.3864351,2.261475122,2.023072078,0.000294165,0.063057484
ENSCAFG00000032326,MMP23,404.0351255,2.258348987,1.3945881,0.000106298,0.036457701
ENSCAFG00000034268,TSC2,9.297184188,2.251957923,1.119554147,5.30E-05,0.025368666
ENSCAFG00000006370,BRK1,571.358941,2.076948743,2.431065317,0.0004993,0.085624401
ENSCAFG00000015155,NGRN,17405.3204,2.07474692,1.17522057,7.65E-05,0.031085052
ENSCAFG00000046831,NA,42.08758294,2.048895327,2.152626013,0.000431511,0.077441243
ENSCAFG00000010599,ADAMTS1,206.6421942,1.988708431,1.319540596,0.000123587,0.039738314
ENSCAFG00000010306,SFRP2,19.32898455,1.934012448,1.184970987,9.36E-05,0.036126612
ENSCAFG00000034757,TKTL1,13.38054265,1.854905782,1.593945394,0.000262574,0.058732911
ENSCAFG00000005051,CWC15,32.29176841,1.756156739,1.54859548,0.000277632,0.060351644
ENSCAFG00000012630,BARX2,116.0212054,1.727957123,1.35431221,0.000191355,0.046349356
ENSCAFG00000003334,DNAAF3,290.0122689,1.719492901,2.705300142,NA,NA
ENSCAFG00000035446,WRAP73,17.25396134,1.635858835,1.443442203,0.000269124,0.059338098
ENSCAFG00000013715,NA,213.3928676,1.606455828,2.214767891,NA,NA
ENSCAFG00000018381,CCDC56,2827.414165,1.604509675,1.831118364,0.000556918,0.091284531
ENSCAFG00000047953,NA,4.09677748,1.553715531,1.779034985,0.000561878,0.091284531
ENSCAFG00000031965,NA,25.47176508,1.50975423,1.983642147,0.000774708,0.115550802
