,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSCAFG00000000568,MAPK8IP2,67.27771397,-1.247964286,0.798723499,-1.562448441,0.118182383,0.688491963
ENSCAFG00000000569,ZNF608,1474.792822,0.269862427,0.753077451,0.358346179,0.720084264,0.975282773
ENSCAFG00000000570,SCAF8,1739.108115,-0.221041845,0.217975402,-1.014067837,0.310550384,0.880061349
ENSCAFG00000000572,NA,1228.191098,0.098716085,0.434243619,0.22732881,0.820168072,0.988363216
ENSCAFG00000000575,BAG6,9207.520628,0.046662693,0.247917365,0.188218737,0.850705185,0.991290858
ENSCAFG00000000577,TIAM2,1102.408476,-0.788577862,0.85447514,-0.922879818,0.356069839,0.90046156
ENSCAFG00000000578,NA,75.53034655,0.388056071,0.274771431,1.412286822,0.157865525,0.751805569
ENSCAFG00000000579,CHKB,379.9466785,0.01134756,0.290122556,0.039112988,0.968800306,0.99821234
ENSCAFG00000000580,NA,6803.635522,0.081252123,0.370389072,0.219369655,0.826362106,0.989158419
ENSCAFG00000000581,TFB1M,214.2136121,-0.103942577,0.322753818,-0.3220491,0.747415498,0.979218152
ENSCAFG00000000582,GRAMD2B,996.6078699,0.188849907,0.450787818,0.418933031,0.675265076,0.971204704
ENSCAFG00000000583,CLDN20,0.171339694,-0.111183927,3.11653965,-0.035675441,0.971541153,NA
ENSCAFG00000000584,ZNF706,1556.08389,0.016609542,0.189122744,0.087824138,0.930016452,0.993235355
ENSCAFG00000000586,CPT1B,407.5633977,-0.061178527,0.488088278,-0.125343159,0.900251885,0.992720865
ENSCAFG00000000587,GRHL2,78.45463775,-0.031405419,2.149119627,-0.014613155,0.988340804,0.998520638
ENSCAFG00000000588,ALDH7A1,1633.956152,-0.149752353,0.415811328,-0.360144958,0.718738734,0.975282773
ENSCAFG00000000589,NOX3,0,NA,NA,NA,NA,NA
ENSCAFG00000000590,PHAX,1104.594596,0.285996627,0.214466929,1.333523209,0.182360164,0.773124779
ENSCAFG00000000592,TEX43,0.545457361,1.049022206,2.135354151,0.491263805,0.623239876,NA
ENSCAFG00000000593,LMNB1,8236.687143,0.407092963,0.282718038,1.439925677,0.149888428,0.738496486
ENSCAFG00000000594,MARCHF3,1760.859265,0.936124212,1.0406717,0.899538454,0.368365923,0.904949992
ENSCAFG00000000595,NA,9.123911026,0.621404603,1.03296157,0.601575722,0.547456593,0.948031149
ENSCAFG00000000598,APOM,42.85390678,-0.349242536,0.468038195,-0.746183836,0.455556371,0.93107335
ENSCAFG00000000600,C6orf47,122.8943061,-0.130484426,0.34809269,-0.374855404,0.707768007,0.973807059
ENSCAFG00000000601,GPANK1,519.3490736,-0.160874305,0.364341272,-0.441548399,0.658816031,0.968934638
ENSCAFG00000000602,RRM2B,312.6303772,0.225025189,0.886637878,0.253796048,0.799653127,0.985396053
ENSCAFG00000000603,NCAPH2,2658.86458,-0.106638287,0.267431415,-0.398750037,0.690077395,0.972381235
ENSCAFG00000000604,NA,3348.220984,-0.206459611,0.341689309,-0.60423199,0.545689415,0.948031149
ENSCAFG00000000606,LY6G5C,18.25133855,-0.507044991,0.819779769,-0.618513667,0.536236791,0.947693397
ENSCAFG00000000607,ABHD16A,1316.576871,-0.563292924,0.420829152,-1.338531137,0.180723357,0.769937921
ENSCAFG00000000608,ARID1B,2557.924098,-0.870003674,0.376682987,-2.309644195,0.020907861,0.4016283
ENSCAFG00000000609,ADM2,35.04688947,5.728126254,2.06001005,2.780630247,NA,NA
ENSCAFG00000000610,NA,0.631367607,-2.189784207,2.095487681,-1.0449998,0.296023062,NA
ENSCAFG00000000611,MEGF10,39.30526814,-0.962736704,1.077713784,-0.893313901,0.371689096,0.905200475
ENSCAFG00000000612,SBF1,4970.38668,-0.212864575,0.307382946,-0.692506132,0.488619537,0.940066232
ENSCAFG00000000613,NA,0.373234006,-0.111180413,2.791903317,-0.039822444,0.968234683,NA
ENSCAFG00000000614,LY6G6C,2.418187869,0.213757104,1.136599809,0.188067165,0.850824,0.991290858
ENSCAFG00000000615,MPIG6B,13.49311669,-0.856030114,0.976808147,-0.876354397,0.380837402,0.90860147
ENSCAFG00000000616,TMEM242,673.420644,-0.115248358,0.263951004,-0.436627843,0.662381267,0.969068677
ENSCAFG00000000617,DDAH2,249.7264606,-0.304081581,0.523062381,-0.581348595,0.561005535,0.951655448
ENSCAFG00000000618,ZDHHC14,107.0692016,-0.144737854,0.88077364,-0.164330365,0.869471079,0.992646744
ENSCAFG00000000619,UBR5,5360.150319,-0.441814981,0.271808394,-1.625464814,0.104063555,0.663861808
ENSCAFG00000000620,PPP6R2,2604.965378,-0.20909975,0.329367232,-0.634852925,0.525524342,0.947377173
ENSCAFG00000000621,CLIC1,8479.98682,0.044853494,0.293749728,0.152692886,0.878640471,0.992720865
ENSCAFG00000000622,PRRC1,2333.062908,-0.126814611,0.418327047,-0.303147052,0.761777798,0.981005531
ENSCAFG00000000624,NA,10.86524235,-0.17110897,0.426908404,-0.40080956,0.68856034,0.972381235
ENSCAFG00000000625,CCDC192,12.71023898,2.135619168,1.962089604,1.088441202,NA,NA
ENSCAFG00000000626,NA,107.8543116,-1.202271261,0.640669513,-1.876585724,0.060574896,0.578787875
ENSCAFG00000000627,SNX9,2134.864883,-0.159497407,0.502172517,-0.317614768,0.75077717,0.979516138
ENSCAFG00000000628,SAPCD1,6.208928198,0.039739944,1.108987361,0.035834443,0.971414369,0.998520638
ENSCAFG00000000629,DENND6B,749.3827439,0.011199397,0.435375507,0.025723535,0.979477852,0.998520638
ENSCAFG00000000630,VWA7,123.3443438,0.637760659,0.856437022,0.744667316,0.456472862,0.93107335
ENSCAFG00000000632,NA,164.6496095,-0.094859249,0.268013335,-0.353934809,0.723387739,0.975493501
ENSCAFG00000000634,NA,19.90395653,-0.06677203,0.30373147,-0.219839023,0.825996527,0.989158419
ENSCAFG00000000636,VARS1,12878.50519,0.002530474,0.32606725,0.00776059,0.993808007,0.998884006
ENSCAFG00000000637,SLC12A2,2208.962396,0.555991713,0.631444463,0.880507701,0.378584335,0.907479162
ENSCAFG00000000638,KLF10,2183.066467,-0.046069292,0.327088073,-0.14084675,0.88799101,0.992720865
ENSCAFG00000000639,HSPA1L,54.49478476,-0.470620698,0.415892678,-1.131591689,0.257806136,0.846942372
ENSCAFG00000000641,NA,1303.488166,0.995407487,0.598941332,1.661944892,0.096523824,0.655252082
ENSCAFG00000000642,NEU1,1964.418457,-0.08398495,0.259412486,-0.323750606,0.746126854,0.97882595
ENSCAFG00000000643,AZIN1,6092.799025,-0.275628081,0.267509256,-1.030349698,0.302845877,0.875781317
